text,label,document_index,subset
minor fix append binaryoth test issu runtim output patch aim fix two test packag repeat creat issu ran github action characterist includ multipl 250s test new output buffer like caus timeout receiv feedback test reduc data size disabl output buffer slight improv perform result comparison togeth chang improv total runtim packag time spent baselin comput,code/design_debt,569,train
spark8619 stream dont recov keytab princip configur within stream checkpoint clientscalahttpsgithubcomapachesparkblobmasteryarnsrcmainscalaorgapachesparkdeployyarnclientscalal786 chang configur would caus problem stream recov logic cant find local keytab filesinc configur chang problem describ jirahttpsissuesapacheorgjirabrowsespark8619 close 7008 saintbacchusspark8619 squash follow commit d50dbdf huangzhaowei delect one blank space 9b8e92c huangzhaowei fix code style add short comment 0d8f800 huangzhaowei dont recov keytab princip configur within stream checkpoint,code/design_debt,570,train
fix typo ensur facesconfig includ jar,documentation_debt,571,train
fix obselet comment,documentation_debt,572,train
size byte confus,code/design_debt,573,train
ninjafix javac warn,code/design_debt,574,train
groovysh refactor duplic code,code/design_debt,575,train
camel1144 polish code strategi method iter inner class privat,code/design_debt,577,train
merg remov deprec code,code/design_debt,578,train
merg pull request 5598 improv consist hadoop hbase script fix shellcheck issu,code/design_debt,579,train
polish,code/design_debt,580,train
fix typeo tri appli patch amq575,code/design_debt,581,train
spark9336sql remov extra joinedrow ad improv perform jit inlin joinedrow call howev also improv project output unsaferow tungsten variant oper close 7659 rxinremovejoinedrow squash follow commit 7510447 reynold xin spark9336sql remov extra joinedrow,code/design_debt,583,train
camel12083 polish bit karaf featur,code/design_debt,584,train
trace generat java code fix typo,documentation_debt,585,train
hive flaki test testscant 1817 1824,test_debt,586,train
improv tutori includ import statement 8670,documentation_debt,587,train
geode7312 modifi threadmonitor print stack block thread log thread trace thread that block stuck thread help lot user experi hung oper prior chang need request thread dump server usual possibl obtain server alreadi termin restart chang put relev thread dump server log file much easier folk gather fact,code/design_debt,588,train
storm3374 remov unnecessari stacktrac log,code/design_debt,589,train
merg pull request 3060 apacheprototypefdblayerebtreespeedytest speed ebtre test suit without lose coverag,test_debt,590,train
fix format iss printabl site,code/design_debt,591,train
fix flaki comparison loghandlertestpi,test_debt,592,train
net improv except messag binari misconfigur miss assembl,code/design_debt,593,train
pinot3101 fix connect leak server restart connect timeout scattergatherimplsinglerequesthandl need cancel outstand futur time get connect otherwis count asyncpoolimpl wrong wait connect releas none grace close server need destroy resourc associ connect point view asyncpoolimpl ad log debug connect issu rb735254 bugpinot3101 gpinotdevreview rkgopalakjfimatumbdemshriva akgopalakatumbd,code/design_debt,594,train
hbase10051 rollingrestartsh old valu zookeeperznodeunassig config caus infinit loop,code/design_debt,595,train
minor correct code use test file instead actual output file,code/design_debt,596,train
accumulo2048 remov unnecessari path manipul walog ad saniti check,code/design_debt,597,train
spark20262sql assertnotnul throw nullpointerexcept chang propos pull request assertnotnul current throw runtimeexcept throw nullpointerexcept specif patch test close 17573 rxinspark20262,code/design_debt,598,train
avoid unnecessari run unit test case,test_debt,599,train
yarn6519 fix warn spotbug hadoopyarnserverresourcemanag contribut weiwei yang,code/design_debt,602,train
make word consist context fix typo 3865,documentation_debt,603,train
minor code cleanup remov redund code 1337,code/design_debt,604,train
fix format,code/design_debt,605,train
checkstyl,code/design_debt,606,train
jena1703 remov unus file,code/design_debt,607,train
doc remov unus releas instruct 8100 turn sinc use git archiv there need git clean pretti disrupt,code/design_debt,608,train
temporari remov karaf maven plugin karafe base karaf,code/design_debt,609,train
arrow5784 releaseglib replac cglib run cglibautogensh devrelease02sourcesh cglib sourc archiv generat make dist includ configur script current devrelease02sourcesh build arrow arrow glib includ artifact gtkdoc run make dist slow run cglibautogensh replac cglib close 4749 shiro615releasereplacecglibafterrunningautogen squash follow commit 9a69f8edc yosuk shiro remov unnecessari environ variabl 3a2550fbd yosuk shiro remov omit 02sourcetestrb 501a2dd97 yosuk shiro remov autom4tecach run autogensh 46a4f8995 sutou kouhei use dockercompos e357a88b7 yosuk shiro exclud cglibautom4tecach rat check 70cb4a762 yosuk shiro remov unnecessari diff aa786804d yosuk shiro enabl test testglibconfigur travi e04276e33 yosuk shiro remov librari build 56098ae87 yosuk shiro replac cglib cglib run autogensh,code/design_debt,610,train
minor remov redund claus secureaclsen check also includ minor cleanup close 1623 ijumafixzkinconsistentsecuritycheck,code/design_debt,611,train
renam misspel method,documentation_debt,613,train
fix generic warn,code/design_debt,614,train
ts4649 minor style improv loggin system make log field name array static make logfield member const remov unus logfilterrevers make various trivial member function const,code/design_debt,616,train
add basic encrypt token generat simplifi code 3403 add baseencryptsqltokengener add awar packag,code/design_debt,620,train
remov fake test test empti repositori trigger build continuum,test_debt,621,train
remov useless brace,code/design_debt,622,train
fix lookup topic client lib http servic url 2043 fix lookup topic client lib http servic url fix format fix path use differ topic name test fix format,code/design_debt,623,train
optim integr framework 5413 display raw sql parametr test print test context assert error occur checkstyl,code/design_debt,624,train
remov unus method cfmerg add test columnfamilytest patch sandeep tata review jbelli,code/design_debt,626,train
javadoc typo,documentation_debt,628,train
fix miss style filterscopeselector modal 11726,code/design_debt,629,train
remov warn ppisurvey relat code,code/design_debt,630,train
fix leak ocsp url avail follow complet version 19a55a2679dda03f1258e097a82c27c98f00efbc,code/design_debt,631,train
carbondata3720 support alter tabl scenario new insert flow need current rearrang logic base schema ordin alter tabl drop add column withwithout partit schema ordin base arrang may work index outsid project size logic becom complex handl henc dont use schema ordin rerrang implement posit map base rearrang chang propos implement posit map base rearrang introduc user interfac chang new testcas ad close 3634,code/design_debt,634,train
remov unnecessari doctest main method,code/design_debt,635,train
merg pull request 2506 jujoramosfeaturegeode5523 geode5523 remov defaulthashmap intern class defaulthashmap design intern workaround return default valu whenev valu return mapgetk null start java map interfac ad method getordefault someth similar effici way return default key doesnt exist inspect code dont insert null valu statsmap safe delet old defaulthashmap class replac usag mapgetordefault,code/design_debt,636,train
hadoop13546 overrid equal hashcod default retri polici avoid connect leakag contribut xiaob zhou,code/design_debt,637,train
remov useless json type 9423,code/design_debt,639,train
made easier use custom aggreg collect discuss thread httpwwwnabblecomaggregationcollectionimplementationtp15891263s22882p15891263html,code/design_debt,640,train
kafka9685 pt2 avoid unnecessari set creation acl match 8382 8261 went long way solv acl perform issu dont think need creat set find isempti call testauthor cost chang,code/design_debt,641,train
systemml1289 perform codegen cellwis compress matric patch make follow perform improv codegen cellwis oper other compress matric spars output matric sparsesaf oper ensur correct explicit sort output spars row done threadloc manner per row partit prealloc spars row order avoid repeat realloc determin number non zero per row partit front note requir segmentalign row partit enforc limit effect degre parallel skipscan exploit find boundari ole valu iter order avoid repeat scan entir iter find row partit start also implicit use codegen oper compress matric exampl scenario preprocess imagenet dataset 12m imag 30x30 pixel per imag simpl sparsesaf cellwis generat oper xy7 compress input patch improv singlenod perform 36s 115s competit given uncompress codegen oper take 163s final patch also includ robust fix generic colgroupoffset iter case iter row partit row index,code/design_debt,642,train
hotfixruntim delet unus interfac executionstatuslisten close 7977,code/design_debt,644,train
buildxml srctestorgapachehadoophbasetestbrokentestjava srctestorgapachehadoophbasestatictestenvironmentjava srctestorgapachehadoophbasetestsomethingjava temporari commit see suitesoftest work hudson back build run,code/design_debt,645,train
convert unnessecari loginfo logdebug also generat static queri set,code/design_debt,646,train
tobago1524 use standard ajax mechan cleanup remov old ajax stuff tobago,code/design_debt,647,train
rat simplif,code/design_debt,648,train
bug 9161 add log,code/design_debt,649,train
readmemd format,documentation_debt,652,train
fix checkstyl issu,code/design_debt,654,train
improv perform booleanutilstobooleanstr,code/design_debt,655,train
add test verifi fix dfdl471 liter nonent whitespac accept within certain properti dfdl471,test_debt,656,train
remov unus type check int32io class,code/design_debt,657,train
add skip option updateextensiondocpagemojo abl workaround httpsgithubcomquarkusioquarkusissues10217,code/design_debt,658,train
remov comment dead code,code/design_debt,659,train
hdds2635 minorfix typo hddsconfigkey ozonedefault 274,documentation_debt,660,train
amq8012 improv thread safeti subqueueselectorcachebrok return copi set selector need synchron,requirement_debt,661,train
updat importpackag includ spring updat osgi metadata includ spring version rang remov duplic orgspringframeworkosgi packag refer,code/design_debt,663,train
checkstyl tweak,code/design_debt,664,train
bigqueryioreadfromqueri improv make use random generat queri job make sourc split retriabl fix bug handl queri prioriti enum renam backward incompat chang per featur never work there much compat remov vacuous test prioriti set make sens queri vacuous test tabl,test_debt,665,train
spark31934build remov set docker imag tool chang propos pull request remov set docker imag tool chang need imag tool print inform may confus introduc userfac chang less inform display docker imag tool patch test ran docker imag tool local close 28759 holdenkspark31934removeextraniousinfofromthedockerimagetool,code/design_debt,666,train
made log messag slight less ugli,code/design_debt,669,train
fix function config cleanupsubscript updat bug 3771 fix function config cleanupsubscript updat bug add fix unit test,code/design_debt,670,train
improv mango markdown primarili wrap long line remov trail whitespac readmemd todomd file testreadmemd updat default admin usernam password use devrun,documentation_debt,671,train
doc repair document format 4336 error format keyword lot doc repair document format 4335,documentation_debt,672,train
lucene5189 remov leftov,code/design_debt,673,train
ts1872 robust compil detect add autoconfarch axcompilervendor robust detect compil deal,code/design_debt,674,train
remov unnecessari white space,code/design_debt,675,train
lin regress conform packag manag ad test chang studenttcdf accept sign integ argument postgresql unsign,test_debt,677,train
cleanup style,code/design_debt,678,train
hive11946 testnotificationlisten flaki jimmi review sergio,test_debt,679,train
geode17 clean error messag clean authenticationauthor error messag catch author except later command chain avoid unnecesari pars command result add exceptionhandl control set http header correct catch author except gfsh execut better error report,code/design_debt,680,train
ad gettableconfig api zkmetadataprovid 1497 provid one singl api fetch tabl config offlin realtim use tableconfig simplifi logic reduc redund check tabl type,code/design_debt,682,train
arrow3544 gandiva creat function registri multipl compil unit reduc build time refactor functionregistri separ file function signatur split across differ file viz functionregistrycc functionregistrybinaryfncc functionregistryunaryfncc approach reduc build time setup littl refactor look tensorflow well wes suggest howev tensorflow heavili util tempal base approach quit differ may requir quit bit refactor gandiva close 3051 siddharthdavemast squash follow commit 1d75ac7f6 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang remov individu clasess registri remov unus header file clean code ab93602f3 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix lint error make format 8161eddb5 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang ad note functionregistrycommonh intern use 60954a038 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang replac stringifi arrowstringifi 241b6340c siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang yet anoth refactor macro remov redund comment faeffeef4 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang incorpor review comment suggest ravindra refactor code bit remov unus includ etc 508b7835e siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix make checkformat error b8176dd40 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang incorport review comment remov duplic codemacro move new header file functionregistrycommonh ad separ class hold differ function type initi map popul individuali popul class common map 1788fb32e siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix whitespac issu report make lint 2cdb6df58 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang refactor functionregistri separ file function signatur split across differ file viz functionregistrycc functionregistrybinaryfncc functionregistryunaryfncc approach reduc build time setup littl refactor,code/design_debt,683,train
ignite349 bugfix integr test result npe properti serial small usabl improv,code/design_debt,684,train
spark21196 split codegen info queri plan sequenc codegen info queri plan long debug consol web page would readabl subtre correspond codegen split sequenc exampl exampl return seqstr string length contain subtre string correspond generat code subtre string generat code chang propos pull request add method codegentoseq split codegen info queri plan sequenc patch test unit test cloudfan gatorsmil pleas review httpsparkapacheorgcontributinghtml open pull request close 18409 gengliangwangcodegen,code/design_debt,685,train
fix typo 934 fix miss word one mani state,documentation_debt,687,train
solr15136 reduc excess log introduc per replica state featur,code/design_debt,688,train
improv coverag packag tabl 3201 test case ad tablemeta tablemetadata remov instead assertgetok use assertget instead listsnewarraylist use collectionssingleton remov instead assertgetok use assertget instead listsnewarraylist use collectionssingletonlist,test_debt,689,train
nnvm imper invok 3208 fix fix,code/design_debt,690,train
disabl jmx test broker need test prevent failur speed thing littl,code/design_debt,691,train
ambari24610 log search show user friend compon name queri input 2277,code/design_debt,693,train
hbase12090 byte unsaf faster vladimir rodionov,requirement_debt,694,train
updat base readm point document site instead wiki updat docsreadmemd describ use jekyl renma thing make consist lowercasewithhyphen convent,documentation_debt,696,train
camel10957 log warn respons canno unmarshal composit api add log warn level case except unmarshal respons composit api,code/design_debt,697,train
skip redund tombston compact patch branimir lambov review marcus cassandra7953,code/design_debt,698,train
thrift5199 fix infinit loop write close tsocket php client php patch tim heilig close 2134,code/design_debt,699,train
nojira skip build proton exampl test action 871 option enabl proton2170 proton2171 proton version dont implement buildexampl yet ignor print cmake warn,requirement_debt,700,train
remov unus helixmanag paramet gobblinhelixtaskstatetrack close 2202 happyrayremoveunusedhelix managerparamet,code/design_debt,701,train
wip ad code new format optim scan fix testcas fix style fix issu ad read head blocklet fix style refactor code ad read head blocklet optim decod updat code format interfac optim greater less filter fix col group queri refactor format new interfac fix complex queri fix comment,code/design_debt,702,train
hudi1062remov unnecessari maxev check add log kafkaoffsetgen 1779,code/design_debt,703,train
ambari24361 make upgrad progress counter readabl,code/design_debt,704,train
