text,label,document_index,subset
compilecheckbox new jcheckbox namebuttoncompilecheckbox checkboxcompilegeneratedsourc todo implement compil featur disabl checkbox compilecheckboxsetenabledfals southpaneladdcompilecheckbox borderlayoutsouth,requirement_debt,1510,train
todo i18n,requirement_debt,1511,train
todo transform java specif need languagenot scheme specifi qualifi name possibl algorithm replac punctuat intern separ replac multipl separ singl instanc languag like i18n tfm,requirement_debt,1513,train
todo need add filechoos,requirement_debt,1514,train
todo need improv even nongui call config panel need initi,requirement_debt,1515,train
todo implement addit oper 4535,requirement_debt,1516,train
need,requirement_debt,1518,train
todo i18n,requirement_debt,1520,train
generat new uniqu return string content string suppos uniqu respect string generat instanc class todo consid use javautiluuid instead return string uniqu content,requirement_debt,1522,train
todo i18n,requirement_debt,1523,train
todo add updown button control order item,requirement_debt,1524,train
todo support name kind,requirement_debt,1525,train
todo add top level packag,requirement_debt,1526,train
properti comboboxmodel depict chang uml model method make sure chang done comboboxmodel equal todo function yet complet written inheritdoc see javabeanspropertychangelistenerpropertychangejavabeanspropertychangeev,requirement_debt,1527,train
todo support kind tail,requirement_debt,1528,train
todo right rang,requirement_debt,1529,train
handl empti target list probabl wizstep show empti pane case,requirement_debt,1530,train
class provid text field use display text comment associ annot modelel todo could use work current return commentnam commentbodi attribut concaten togeth singl readon document sinc nov 2005 author tom morri tfmorrisgmailcom,requirement_debt,1531,train
todo assert never happen remov panel control listen,requirement_debt,1532,train
todo implement,requirement_debt,1533,train
todo updat model per charact basi well unregisteringreregist event listen everi charact wast tfm,requirement_debt,1534,train
todo project bound action creat,requirement_debt,1535,train
todo would better defer initi panel actual need display perhap optimist alway return true figur later weve got someth display tfm 20070110,requirement_debt,1536,train
panel contain radio button repres changeabl asssociationend author jaapbranderhorstxs4allnl sinc jan 2003 todo uml need chang readon frozen changeabl,requirement_debt,1537,train
todo return valu,requirement_debt,1538,train
todo properti name need updat uml unfortun specifi two properti name,requirement_debt,1539,train
todo want fire targetremov enough stop updat target,requirement_debt,1540,train
todo express instancevalu anyon exampl,requirement_debt,1541,train
implement yet,requirement_debt,1542,train
todo new refer resolv scheme model subsystem cach systemid profil open resolv profil thus javautillist found return valu present assertnotnullreturnparamtyp,requirement_debt,1545,train
todo suspect isnt need call isnt need dont remov till alphabeta stage,requirement_debt,1546,train
uml model element test todo need updat version uml,requirement_debt,1547,train
todo need emptyfiggetheight,requirement_debt,1548,train
todo kind action,requirement_debt,1550,train
todo mayb return messag alreadi exist check first first found activ set call messag activ skip code,requirement_debt,1551,train
todo need uml equival,requirement_debt,1552,train
todo ad new region make last region minimum size smallest size still contain enclos,requirement_debt,1553,train
todo need remov add fig,requirement_debt,1554,train
todo minimum height calcul everi time figmessag ad remov current doesnt work unknown problem test creat two crs creat messag move creat messag bottom fix workaround call updateminimumheight everi time minimum size need,requirement_debt,1555,train
todo express instancevalu anyon exampl,requirement_debt,1556,train
todo remov uml2,requirement_debt,1557,train
todo implement,requirement_debt,1558,train
find oper callev refer base given transit function determin context statemachin contain given transit context classifi oper classifi candid context behavioralfeatur oper owner classifi candid first oper name match result activ diagram context packag oper classifi packag candid todo function work normal case need test rare case intern transit todo paramet candid ignor mayb method return set match oper author mvw param tran object type transit param opnam name oper sought return object oper given name null,requirement_debt,1559,train
there handl still need implement,requirement_debt,1562,train
build actor namespac given actor object actor noth builtp todo shouldnt silent fail pass bad argument contract chang tfm 20070607 param model namespac param actor given actor return actor newli built actor,requirement_debt,1563,train
listtransit result new arraylisttransit todo complet retriev transit,requirement_debt,1564,train
todo first implement call buildpopop extract contain action toolbar built structur toolbar display left jlist label,requirement_debt,1565,train
todo implement remain support type,requirement_debt,1566,train
todo implement remain support type,requirement_debt,1567,train
todo need uml equival,requirement_debt,1568,train
todo gone uml,requirement_debt,1569,train
todo unfinish implement,requirement_debt,1570,train
eclips uml2 implement xmiwrit todo need facil write read stabl id tofrom either xmiid xmiuuid author tom morri,requirement_debt,1571,train
todo buildcreat method need undo support tfm,requirement_debt,1572,train
todo bob say autogener list,requirement_debt,1573,train
need,requirement_debt,1574,train
todo need uml equival,requirement_debt,1576,train
need,requirement_debt,1577,train
need,requirement_debt,1578,train
need,requirement_debt,1579,train
need,requirement_debt,1580,train
todo correct implement next function model subsystem issu 1942,requirement_debt,1581,train
need,requirement_debt,1582,train
need,requirement_debt,1583,train
need,requirement_debt,1584,train
need,requirement_debt,1585,train
need,requirement_debt,1586,train
need,requirement_debt,1587,train
todo updat model per charact basi well unregisteringreregist event listen everi charact wast tfm,requirement_debt,1588,train
languag must uniqu select current empti languag todo alert,requirement_debt,1589,train
properti comboboxmodel depict chang uml model method make sure chang done comboboxmodel equal todo function yet complet written inheritdoc see javabeanspropertychangelistenerpropertychangejavabeanspropertychangeev,requirement_debt,1591,train
need,requirement_debt,1592,train
need,requirement_debt,1593,train
todo review tool tip stringfieldsettooltiptexttranslatorlocalizelabelbodytooltip,requirement_debt,1594,train
need,requirement_debt,1595,train
list object shown combobox todo use list forc linear search tri add new element model slow larg model,requirement_debt,1596,train
need,requirement_debt,1597,train
panel show valu specif uml element todo need implement changelisten yes cant use without option class option dont need,requirement_debt,1598,train
need,requirement_debt,1599,train
todo els alert,requirement_debt,1600,train
todo enhanc isvalidnamespac function never happen,requirement_debt,1601,train
need,requirement_debt,1602,train
need,requirement_debt,1603,train
todo remov region reset overal size node,requirement_debt,1604,train
todo gone uml,requirement_debt,1605,train
todo implement,requirement_debt,1607,train
todo complet,requirement_debt,1608,train
todo work defer actual need display,requirement_debt,1611,train
todo anyth allow current diagram,requirement_debt,1612,train
todo expect associ end check care tfm,requirement_debt,1613,train
todo done yet eventu also feed ration log,requirement_debt,1614,train
todo remov uml2,requirement_debt,1615,train
todo implement,requirement_debt,1616,train
todo need chang support multipl user model,requirement_debt,1618,train
todo fulli implement,requirement_debt,1620,train
todo implement follow wfr generalizableel parent must includ namespac generalizableel selfgeneralizationforallg selfnamespaceallcontentsincludesgpar return modelmanagementhelpermdrimplgetcontentsnscontain gengetpar,requirement_debt,1621,train
todo i18n,requirement_debt,1622,train
need,requirement_debt,1623,train
todo allow realli check templateparameterdefaultel defin,requirement_debt,1624,train
todo implement,requirement_debt,1625,train
need,requirement_debt,1626,train
need,requirement_debt,1627,train
need,requirement_debt,1628,train
need,requirement_debt,1629,train
need,requirement_debt,1631,train
need,requirement_debt,1633,train
need,requirement_debt,1635,train
need,requirement_debt,1637,train
need,requirement_debt,1639,train
need,requirement_debt,1641,train
need,requirement_debt,1642,train
todo correct implement next function model subsystem issu 1942,requirement_debt,1643,train
make readon copi listen list reentrant call back addremovelisten wont mess todo potenti perform issu need correct tfm,requirement_debt,1644,train
todo review caller make sure local titl process harold braun 20070912,requirement_debt,1645,train
todo i18n,requirement_debt,1646,train
need,requirement_debt,1647,train
need,requirement_debt,1648,train
need,requirement_debt,1649,train
need,requirement_debt,1650,train
need,requirement_debt,1651,train
need,requirement_debt,1652,train
need,requirement_debt,1653,train
need,requirement_debt,1654,train
need,requirement_debt,1655,train
todo default constructor delet set dirti flag,requirement_debt,1656,train
todo super constructor take graphmodel,requirement_debt,1657,train
todo i18n,requirement_debt,1658,train
need,requirement_debt,1659,train
todo get project necessari context sourc egetsourc,requirement_debt,1660,train
need,requirement_debt,1661,train
need,requirement_debt,1662,train
need,requirement_debt,1663,train
need,requirement_debt,1664,train
todo make effici larg io,requirement_debt,1665,train
todo i18n,requirement_debt,1666,train
need,requirement_debt,1667,train
need,requirement_debt,1668,train
need,requirement_debt,1669,train
todo bob say autogener list,requirement_debt,1671,train
todo countreport unresolv refer,requirement_debt,1673,train
need,requirement_debt,1674,train
need,requirement_debt,1675,train
need,requirement_debt,1676,train
need,requirement_debt,1678,train
todo implement support multipl taggedvalu,requirement_debt,1679,train
need,requirement_debt,1680,train
need,requirement_debt,1681,train
need,requirement_debt,1682,train
todo implement,requirement_debt,1684,train
todo treat messag,requirement_debt,1686,train
todo linear search list contain mani thousand item one everi fig entir project,requirement_debt,1689,train
todo check liter adapt nsuml,requirement_debt,1690,train
todo kind action,requirement_debt,1692,train
todo use svgwriter2d implement cmd new savesvgaction2translatorlocalizeactionsavesvg,requirement_debt,1693,train
appar method never call,requirement_debt,1694,train
todo implement yet idea problem identifi critic fix certain design manipul transform appli automat resolv problem method repli true iff given problem fix fixit method actual fix see orgargoumlcognitivepostercanfixitorgargoumlcognitivetodoitem also see criticfixit,requirement_debt,1695,train
todo implement yet given todoitem fix automat user want happen obvious depend specif critic problem default method noth param item todo item param arg design materi,requirement_debt,1696,train
list checkliststatus index model element todo use weak refer forgotten object remov,requirement_debt,1697,train
todo mayb except string internation,requirement_debt,1698,train
todo convert sensibl log,requirement_debt,1700,train
todo possibl use one variabl,requirement_debt,1701,train
repli todoitem design see iff predic return true default fill field todoitem accessor method critic critic subclass may overrid method accessor method add comput field todoitem todo critic may want add new field todoitem make stillvalid effic see criticcritiqu param offend param dsgr design return todoitem,requirement_debt,1702,train
todo remov uml,requirement_debt,1704,train
categorygetrootgetloggerrepositorysetthresholdleveloff todo find proper implement javautillog api,requirement_debt,1705,train
remov listen eventtyp pair listen list todo replac listen implement eventlistenerlist better perform param event event listen listen param listen listen remov,requirement_debt,1707,train
check offendersp call constructor offend given todo care check first offend param off offend,requirement_debt,1708,train
need,requirement_debt,1709,train
todo linear search list contain mani thousand item one everi fig entir project,requirement_debt,1710,train
todo check,requirement_debt,1711,train
todo test coverag createproppanel tfm,test_debt,1712,train
uml 211 metamodel mof cmof model want node tagownedmemb attribut xmitypecmofclass todo code untest tfm,test_debt,1714,train
todo use assert dont want chang illegalstateexcept lead releas dont know much test done assert,test_debt,1716,train
test constructor use load profil jar file todo test fignod throw except someth goe wrong,test_debt,1717,train
modelel abstract creat test todo add relev test,test_debt,1718,train
need add test follow aggregationkind changeablekind messagedirectionkind orderingkind parameterdirectionkind pseudostatekind scopekind visibilitykind,test_debt,1719,train
test list namespac defin getvalidnamespaceclass contain valid namespac todo test test anyth realli,test_debt,1721,train
cleanallextentsbutmodel todo caus crash,test_debt,1722,train
todo need work test creation oper select author jaapbranderhorstxs4allnl sinc jan 2003,test_debt,1723,train
todo requir test run assert enabl isnt guarante environ,test_debt,1724,train
reason listsetequ alloc lot memori well memori least let tri avoid need invok test two previous test decis,test_debt,1725,train
test diagramset todo test chain set author tom morri base testprojectset michiel,test_debt,1726,train
todo use assert dont want chang illegalstateexcept lead releas dont know much test done assert,test_debt,1727,train
todo fix new sequenc diagram test,test_debt,1728,train
todo rewrit test use reflect uml class code comment sinc septemb 2003,test_debt,1729,train
test creation collabor diagram todo test creat oper author jaapbranderhorstxs4allnl sinc jan 2003,test_debt,1730,train
test uml 13xmi file make sure get convert proper todo uml convert current handl xmi throw filenotfoundexcept indic test configur problem throw umlexcept fail open file,test_debt,1731,train
todo fail doesnt,test_debt,1734,train
todo write test enumer although yet support,test_debt,1735,train
test read compress model main verifi correct read andromda profil todo move test argouml base want read also zip file author lmaitr,test_debt,1736,train
test need test,test_debt,1738,train
test fire conflict crnameconflict,test_debt,1740,train
todo remov leftov test cleanallext assert getfacadegetrootelementss,test_debt,1741,train
enter 0293 prove test need,test_debt,1742,train
todo fail chang name associationend pass,test_debt,1744,train
todo test,test_debt,1746,train
todo test generat string correct,test_debt,1747,train
todo test rang collect definit 8512 even though yet support,test_debt,1748,train
todo test collect collect 8513 even though yet support question happen collect construct one,test_debt,1749,train
test creation metatyp todo could add test make sure creat abstract type,test_debt,1750,train
listen remov event work todo check work new event pump tfm,test_debt,1751,train
todo need way drive panel xml rather hard code test,test_debt,1752,train
todo prove work testumlassociationrolebasecomboboxmodel cut see orgargoumlumluiumlcomboboxmodeladdothermodeleventlistenersjavalangobject,test_debt,1753,train
todo presum relev obj actual model profil ad test isamodelobj isaprofileobj would clarifi go,test_debt,1754,train
event go explor must pass firstp come uml model via eventadapt interfacep todo case test case object creat without set treemodel linus add test would better creat explor creat todo explorertreenod also listen event diagram follow rule sinc 0152 creat septemb 2003 2313 author alexb,test_debt,1755,train
todo author fdietz remov use stream,code/design_debt,1756,train
fixm author karlped proper version html refer,code/design_debt,1757,train
hack multilin column,code/design_debt,1758,train
todo author tstich someth,code/design_debt,1759,train
todo author fdietz i18n,code/design_debt,1760,train
fixm remov method toolbarpaneaddc,code/design_debt,1761,train
todo author fdietz i18n,code/design_debt,1762,train
todo author fdietz i18n,code/design_debt,1763,train
todo author hubm copi frederik search builder,code/design_debt,1764,train
real stupid recreat whole list model replac idbas listmodel updat,code/design_debt,1765,train
todo author karlped extend handl special entiti restorespecialcharact,code/design_debt,1766,train
todo return content type accord mime part mail,code/design_debt,1769,train
todo stop poll thread,code/design_debt,1771,train
todo author hubm bad icon tag,code/design_debt,1772,train
hack start end time 000000000 day event,code/design_debt,1774,train
todo fix layout look good even there enough inform provid,code/design_debt,1776,train
fixm ugli cast contactmodel,code/design_debt,1778,train
todo dont use deprec method,code/design_debt,1779,train
todo reactiv featur support,code/design_debt,1781,train
folder children add todo futur tri fetch addit children demand tree dialog open,code/design_debt,1782,train
todo author fdietz add special entiti accentur char,code/design_debt,1783,train
todo author waffel encrypt sign dosnt work messag alway encrypt need function know encrypt sign messag thus first encyrpt verifysign messag messag signedencrypt use gnupg extract decrypt bodypart multipartencrypt multipartsign,code/design_debt,1784,train
transform url html substituteurlstr tri ignor url alreadi link ignor link flag set extend function necessari pars text alreadi part html fixm done smarter direct reg expr without manual pars param input text param ignorelink true link tag ignor give wrong result url alreadi link use reg expr direct therefor faster return text url,code/design_debt,1785,train
bad releas hardocod fix laterright,code/design_debt,1787,train
todo author fdietz i18n,code/design_debt,1788,train
todo author fdietz i18n,code/design_debt,1789,train
hack start end time 000000000 day event,code/design_debt,1790,train
todo open stream mime part specifi contentid current view mail,code/design_debt,1791,train
someth wrong,code/design_debt,1792,train
mayb better leav option dialog make configur xml file anyway,code/design_debt,1793,train
todo author fdietz i18n,code/design_debt,1794,train
todo make hack i18n compat,code/design_debt,1795,train
todo move resourc resourc file,code/design_debt,1797,train
todo use undoableeditev make realli work,code/design_debt,1798,train
todo take action ensur signatur valid html,code/design_debt,1799,train
xxx fire differ thread,code/design_debt,1800,train
todoadd configur cach size,code/design_debt,1801,train
command execut search case new result result arriv ensur interest listen notifi insid edt fixm fdietz lock folder current implement todo fdietz creat new command everi provid introduc real parallel search author fdietz,code/design_debt,1802,train
xxx threadsaf though luck isnt suppos,code/design_debt,1803,train
todo author fdietz move abstractmessagefold constructor,code/design_debt,1804,train
cant use systemclassload wouldnt work java webstart resourcebundl use intern classload classload given set classload null,code/design_debt,1807,train
note intent dont rememb intern plugin dont want appear plugin manag current todo improv plugin manag dialog support intern plugin cant remov etc,code/design_debt,1808,train
fixm calendar,code/design_debt,1809,train
todo author hubm flag speed entitymanag improv,code/design_debt,1810,train
cleanup remov port number file,code/design_debt,1811,train
todo insert find there alreadi menu item action command replac otherwis insert new,code/design_debt,1813,train
todo author fdietz add import featur,code/design_debt,1814,train
todo author fdietz i18n,code/design_debt,1815,train
todo author hubm implement custom menuitem render,code/design_debt,1816,train
todo author fdietz i18n,code/design_debt,1818,train
todo throw illegalargumentexcept case variabl null,code/design_debt,1821,train
todo author fdietz associ help button root pane,code/design_debt,1822,train
author fdietz use shutdownmanag wrong automat also call framemanag also start second shutdown thread lead two parallel shutdown thread sometim configfil etc get mess,code/design_debt,1824,train
author fdietz hackish way creat search toolbar jtoolbar searchtoolbar new extendabletoolbar,code/design_debt,1825,train
manual rewrit connect url rewrit databas file creat start directori dont want,code/design_debt,1827,train
todo fix updateact enableactionsgetcurrentown,code/design_debt,1828,train
todo author hubm check neccessari remov old filter searchfoldergetfiltergetfilterruleremoveal add filter criteria searchfoldergetfiltergetfilterruleaddc,code/design_debt,1829,train
todo open messag frame todo handl also messag attach openincompos action,code/design_debt,1831,train
todo author fdietz add central place keep list possibl color provid custom color configur possibl,code/design_debt,1832,train
todo dont use deprec method,code/design_debt,1833,train
todo author fdietz implement custom menuitem render,code/design_debt,1834,train
todo author fdietz i18n,code/design_debt,1835,train
todo author fdietz i18n,code/design_debt,1836,train
todo author fdietz i18n,code/design_debt,1838,train
todo ristretto handl log stream anoth way,code/design_debt,1839,train
todo author fdietz code creat new imaprootfold move folderfactori way path would handl factori parent directori mail folder exampl columbamail string path mailconfiggetinstancegetconfigdirectorygetpath,code/design_debt,1840,train
turn focus steal workaround remov futur,code/design_debt,1841,train
wait activ transact todo author hubm retrycount,code/design_debt,1842,train
regular express cover anyth aapt aacom aainfo permit usag invalid top domain though bug fdietz ad regular charact examplemailtoplevelmaild todo see replac match code ristretto stuff,code/design_debt,1843,train
author fdietz workaround general contact dialog editor ensur necessari field avail,code/design_debt,1844,train
todo replac view detail info view,code/design_debt,1845,train
fixm correct,code/design_debt,1847,train
todo extern string nonnls1,code/design_debt,1849,train
todo multipl check,code/design_debt,1850,train
todo author fdietz get set updat immedi open messag box tell user restart,code/design_debt,1851,train
fixm align menu left instead menushowb bgetwidth menugetwidth bgetheight,code/design_debt,1853,train
todo author fdietz i18n,code/design_debt,1854,train
todo author fdietz i18n,code/design_debt,1855,train
author tstich better call shutdownmanag sinc call automat shutdownmanag modifi allow one shutdown call never multishutdown problem,code/design_debt,1856,train
todo throw illegalargumentexcept case variabl null,code/design_debt,1858,train
todo author fdietz page use current show first result,code/design_debt,1859,train
todo use undoableeditev make realli work,code/design_debt,1860,train
todo author fdietz page use current show first result,code/design_debt,1862,train
sinc columba log handler use handler parent logger,code/design_debt,1863,train
todo author fdietz i18n,code/design_debt,1864,train
javahelp cant ad borderlayout isnt compon demo well use embed method sinc dont want frame creat,code/design_debt,1865,train
could start new server,code/design_debt,1867,train
workaround systemsetsecuritymanagernul call effect disabl sandbox mode seem work fine use anoth way polici classload set allpermiss dont realli know differ though,code/design_debt,1868,train
mac screenbarmenus work must declar awt swing get initialis move plugin init locat late,code/design_debt,1869,train
kid dont home,code/design_debt,1870,train
cant use systemclassload doesnt work java webstart instead use thisgetclassgetclassload seem work perfect,code/design_debt,1874,train
todo author karlped exist meta tag kept code chang necessari,code/design_debt,1875,train
todo creat except,code/design_debt,1876,train
todo author javaprog better except handl,code/design_debt,1878,train
todo author fdietz fix account info panel check,code/design_debt,1879,train
todo author fdietz move abstractmessagefold constructor creat filterlist datastructur,code/design_debt,1880,train
todo author fdietz i18n,code/design_debt,1881,train
todo add javadoc,documentation_debt,1882,train
fixm function need document return boolean param xmlelement,documentation_debt,1883,train
todo author fdietz add proper descript,documentation_debt,1885,train
fixm function need document constructor,documentation_debt,1886,train
fixm function need document constructor param name string param data string,documentation_debt,1888,train
todo creat javadoc class,documentation_debt,1889,train
fixm function need document param attr hashtabl use attribut,documentation_debt,1890,train
fixm function need document return xmlelement param string path,documentation_debt,1891,train
fixm function need document return vector,documentation_debt,1893,train
fixm function need document return string param string name,documentation_debt,1895,train
fixm function need document constructor param string name,documentation_debt,1897,train
need,requirement_debt,1898,train
todo author fdietz replac regular express,requirement_debt,1899,train
todo author fdietz implement,requirement_debt,1901,train
todo implement valid,requirement_debt,1903,train
todo implement,requirement_debt,1904,train
creat subject headerfield use sender messag subject prepend fwd alreadi param header codecolumbaheadercod contain headerfield messag want replyforward fixm author fdietz need i18n,requirement_debt,1905,train
todo finish marshal avail properti,requirement_debt,1906,train
todo finish unmarshal avail properti,requirement_debt,1907,train
todo implement,requirement_debt,1908,train
todo author fdietz replac regular express,requirement_debt,1909,train
todo author fdietz implement,requirement_debt,1910,train
todo implement,requirement_debt,1911,train
implement yet,requirement_debt,1912,train
creat subject headerfield use sender messag subject prepend alreadi param header codecolumbaheadercod contain headerfield messag want replyforward fixm author fdietz need i18n,requirement_debt,1913,train
todo implement,requirement_debt,1914,train
todo author karlped implement undoredo miss,requirement_debt,1915,train
html quot done insert div around messag formattet blue line left edg todo author fdietz implement quot font color stylesheet blockquot,requirement_debt,1916,train
todo author fdietz replac regular express,requirement_debt,1917,train
todo author fdietz show error dialogher,requirement_debt,1918,train
todo author karlped implement undoredo miss,requirement_debt,1919,train
todo author fdietz add error dialog,requirement_debt,1920,train
todo author fdietz add error dialog,requirement_debt,1921,train
need,requirement_debt,1922,train
todo author fdietz replac regular express,requirement_debt,1924,train
todo author fdietz make i18n,requirement_debt,1925,train
todo author javaprogsizecombobox enabl paragraphcombobox implement,requirement_debt,1926,train
todo add dialog inform user smtp server support authent,requirement_debt,1927,train
updat status messag todo author fdietz i18n,requirement_debt,1929,train
todo author karlped implement undoredo miss,requirement_debt,1930,train
todo author fdietz keep track progress,requirement_debt,1931,train
todo local filter action name,requirement_debt,1932,train
todo author fdietz i18n,requirement_debt,1933,train
todo implement clear,requirement_debt,1934,train
todo author fdietz implement action font size combo box,requirement_debt,1935,train
todo author fdietz i18n,requirement_debt,1936,train
todo local filter action name,requirement_debt,1937,train
fixm threadedview auto collaps,requirement_debt,1939,train
todo author karlped implement undoredo miss,requirement_debt,1940,train
todo author fdietz implement test,test_debt,1941,train
test case generat subject line repli andor forward messag todo recolumbadeveltestsubject author fdietz,test_debt,1942,train
todo test mac keyboard acceler chang done mlivingston shortcut key,test_debt,1943,train
todo fix testcas assertequalsfilt result true result,test_debt,1945,train
todo factor genbaseimpl,code/design_debt,1947,train
todo factor genbaseimpl,code/design_debt,1949,train
unus,code/design_debt,1950,train
todo factor genbaseimpl,code/design_debt,1951,train
call workaround,code/design_debt,1952,train
todo deprec sinc getpluginclass longer call,code/design_debt,1953,train
ensur race condit thread safe doesnt matter win race,code/design_debt,1954,train
todo factor genbaseimpl,code/design_debt,1955,train
todo assum get set notif isnt good assumpt,code/design_debt,1956,train
dms handl well,code/design_debt,1957,train
unus,code/design_debt,1958,train
tbd come better algorithm choos default label featur,code/design_debt,1959,train
dms eclips run invalid facad specifi still format code use encod,code/design_debt,1961,train
dms better job specif except use chain runtimeexcept,code/design_debt,1962,train
deleg uri handl file well hope renam realli effici,code/design_debt,1963,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1964,train
fallback howev never call,code/design_debt,1967,train
todo fix space,code/design_debt,1968,train
todo remov bogus empti line,code/design_debt,1969,train
todo handl class cast except better,code/design_debt,1970,train
dont know run defer might give editor chanc process viewer updat event henc updat view first,code/design_debt,1971,train
eatm demand creat metadata need depend process mode,code/design_debt,1973,train
todo realli quit attroci sinc code assum iter return string,code/design_debt,1974,train
tbd return user select subset referenc packag contain super class class packag,code/design_debt,1975,train
call workaround,code/design_debt,1976,train
tbd rethink exact follow method belong genmodel genpackag,code/design_debt,1977,train
eatm would wrong,code/design_debt,1979,train
call workaround,code/design_debt,1980,train
revisit remov code,code/design_debt,1981,train
label use,code/design_debt,1982,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1983,train
motif kludg would get someth random instead null,code/design_debt,1984,train
todo etyp,code/design_debt,1985,train
run oper show progress appear bad thing fork onto anoth thread,code/design_debt,1986,train
eatm kind hacki,code/design_debt,1987,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1988,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1989,train
run oper show progress appear bad thing fork onto anoth thread,code/design_debt,1990,train
kludg deal enumer crash doswitch,code/design_debt,1991,train
kludg deal enumer crash doswitch,code/design_debt,1992,train
eatm might better written singl loop eobject case,code/design_debt,1994,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1995,train
dms new subprogressmonitorprogressmonitor,code/design_debt,1996,train
second altern getmodelproject,code/design_debt,1997,train
todo realli quit attroci sinc code assum iter return string,code/design_debt,1998,train
fileschem uri reencod uri decod workaround platformresolv didnt return fileschem uri return decod uri,code/design_debt,2002,train
function eventu away replac model export well deleg deprec genpackag method monitor isnt use wont pass,code/design_debt,2003,train
eannot egenerictyp possibl contain refer well move instead copi,code/design_debt,2004,train
note registri base author remov new spec uri would obsolet rfc 2396 spec ad xml errata process regnam need remov mrglava,code/design_debt,2005,train
temporari structur hold node attribut namespac scope,code/design_debt,2006,train
hack read encod,code/design_debt,2007,train
old factor approach creat method might case state old valu chang time get case dont want duplic remov code,code/design_debt,2008,train
multipl variabl declar separ variabl fragment separ declar,code/design_debt,2009,train
todo faster mani charat call,code/design_debt,2011,train
revisit remov code,code/design_debt,2012,train
revisit realli need support block name unicod creat name isblocknam format xml schema rec,code/design_debt,2013,train
note registri base author remov new spec uri would obsolet rfc 2396 spec ad xml errata process regnam need remov mrglava,code/design_debt,2014,train
per schema clear result return valid uri futur plant support iri better massag initialvalu thought consid would best way valid anyuri valu,code/design_debt,2017,train
note way sort valu indexi alway increas object ad right left list eatm todo could make effici group add indic increment one singl group notif would result,code/design_debt,2018,train
todo deprec sinc longer use geteditpluginclass geteditorpluginclass gettestsuiteclass,code/design_debt,2019,train
dms let except,code/design_debt,2021,train
dms let except,code/design_debt,2022,train
dms factor method use nonstat subclass,code/design_debt,2023,train
dont know run defer might give editor chanc process viewer updat event henc updat view first,requirement_debt,2026,train
todo comment sent recordvalu,requirement_debt,2028,train
todo ignor,requirement_debt,2029,train
todo handl situat astjnod remov compilationunit null,requirement_debt,2030,train
tbd return super class class packag come deleg packag,requirement_debt,2031,train
todo translat,requirement_debt,2033,train
todo binari incompat old overrid must overrid putal,requirement_debt,2034,train
dont know run defer might give editor chanc process viewer updat event henc updat view first,requirement_debt,2035,train
run option show progress appear bad thing fork onto anoth thread,requirement_debt,2036,train
todo generat,requirement_debt,2039,train
todo instanc type name fact match type argument structur match far must assum okay check argument,requirement_debt,2040,train
dms total untest,test_debt,2041,train
todo updat old test pass updat old test reflect chang,test_debt,2042,train
perhap realli necessari,code/design_debt,2044,train
todo els,code/design_debt,2045,train
todo disabl batch load lockmod read,code/design_debt,2046,train
todo els,code/design_debt,2047,train
todo handl concurr write correct client pass lock,code/design_debt,2048,train
turn hibernatec3p0 c3p0 c3p0 get chanc see hibernatec3p0,code/design_debt,2049,train
note wierd implement client side,code/design_debt,2050,train
todo ad support initi entiti entityentri snapshot reattach refactor instead expos method assembl entityentri base state return,code/design_debt,2051,train
need drop constraint drop tabl dialect,code/design_debt,2052,train
fixm per regionfactori class javadoc constructor version necessari param prop configur properti,code/design_debt,2053,train
dialect support check constraint,code/design_debt,2054,train
dialect support uniqu column syntax,code/design_debt,2056,train
done cos might know type ugli todo improv lot,code/design_debt,2057,train
dialect support updat syntax,code/design_debt,2058,train
todo implic,code/design_debt,2059,train
todo yuck,code/design_debt,2060,train
todo work nonpojo entiti,code/design_debt,2061,train
todo realli bad evil hack fix,code/design_debt,2063,train
aliasrefnoderesolv fals fals aliasrefnodegettext todo kosher todo kosher,code/design_debt,2064,train
todo better degrad lazyfals uninstru,code/design_debt,2065,train
fixm per regionfactori class javadoc constructor version necessari param prop configur properti,code/design_debt,2067,train
icki workaround mysql bug,code/design_debt,2068,train
set tabl later yuck,code/design_debt,2069,train
todo somehow add newli creat foreign key intern collect,code/design_debt,2070,train
inner class implement case statementperhap bit overclev,code/design_debt,2071,train
todo merg one method,code/design_debt,2072,train
todo bit copypast indexedcollectioncreateprimarykey,code/design_debt,2073,train
todo ineffici,code/design_debt,2075,train
fixm get persistentclass,code/design_debt,2076,train
todo remov deprec ctor made privat,code/design_debt,2077,train
todo conserv preced join also inner join could use inner join,code/design_debt,2078,train
todo redesign propertyaccessor acquir,code/design_debt,2079,train
todo sure need,code/design_debt,2080,train
creat index key column,code/design_debt,2082,train
todo joinkeycolumnnam foreignkeycolumnnam call either slight higer level stack get inform need right hbmbinder support,code/design_debt,2083,train
todo bad implement cos depend upon order map doc fix requir collectionpersistentclass gain access map refer configur filterdefinit map direct sometim configurationbuildsessionfactori typesfilterdef known build persist,code/design_debt,2085,train
use trim ugli,code/design_debt,2086,train
