,text,label,document_index
2379,dirty way refitting model new dummy pattern probably done using call eval envir etc,CODE,2379
2381,limited use,CODE,2381
2382,testsfastkr check fast slow code kest options tested elsewhere revision date,TEST,2382
2383,slow code full set corrections sqrt transformation ratios,ARCHITECTURE,2383
2385,problems parsing weird strings levels marks x noted ulf mehlig,DEFECT,2385
2386,covariates simulation fails,DEFECT,2386
2387,fit point process model pattern rain covariate note incorrect trend formula,REQUIREMENTS,2387
2388,the following nt work yet futxyg ppm cells x strauss usegamtrue anova futx futxyg,DEFECT,2388
2389,testsppmtricksr test backdoor exits hidden options internals tricks ppm revision date,TEST,2389
2390,deprecated use second argument deprecated deprecated deprecated crash,CODE,2390
2393,nocov start release reminders devtools,TEST,2393
2394,nocov end,TEST,2394
2395,fixme remove burnin arg removed,CODE,2395
2396,nocov start,TEST,2396
2397,nocov end,TEST,2397
2398,not used relsxml xmlfiles grepl relsrels xmlfiles perl true appxml xmlfiles grepl appxml xmlfiles perl true,CODE,2398
2399,works length v,DEFECT,2399
2401,to be deprecated,CODE,2401
2402,dxf nt need i nt think,CODE,2402
2403,todo sheetdata,CODE,2403
2404,work,CODE,2404
2406,restore phenotype sorting order sorting requested todo what nonnumeric phenotypes need sort etc,REQUIREMENTS,2406
2407,merge work future use rbindlist rbindlist list work missingwork,CODE,2407
2408,merge work future use rbindlist rbindlist list work missingwork,CODE,2408
2409,merge work future use rbindlist rbindlist list work missingwork,CODE,2409
2410,run need check,CODE,2410
2411,check test selectfraction groupby feature summarise nfeature n less runs missing case zero runs let s check remove,TEST,2411
2413,fractionated sample need get per sample run technical replicates match sample ms run different fractionation,CODE,2413
2415,create condition bioreplicate columns todo fill correct values,REQUIREMENTS,2415
2416,todo unbalanced case variance weighted degree freedom,REQUIREMENTS,2416
2418,since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT,2418
2419,stupid obsolete variable needed somewhere,CODE,2419
2420,sanity check case,CODE,2420
2421,removing variables suppose thousands texts dozens features 2gb ram,ARCHITECTURE,2421
2422,sanity check case,CODE,2422
2423,getting rid links menus similar stuff deleted hopefully,CODE,2423
2424,case theoretically still might one point,CODE,2424
2425,case theoretically still might one point,CODE,2425
2426,equation line two given points case drawing vertical lines,CODE,2426
2427,equation line two given points case drawing vertical lines,CODE,2427
2428,elegant way switching strings logical values,CODE,2428
2431,this is an ugly workaround to prevent some pseudofalse positives adding candidate s class training set,CODE,2431
2432,weird way checking corpus loaded variable initiation,CODE,2432
2433,needs deleted sooner later,CODE,2433
2434,accidentally might found sets time happen sometimes getting rid,DEFECT,2434
2435,starting empty function case,CODE,2435
2436,dirty trick get values nothing else,CODE,2436
2437,number desired impostors bigger coprus,ALGORITHM,2437
2438,dirty trick get values nothing else,CODE,2438
2439,error produced variable names contain three dots case,DEFECT,2439
2440,trick turned prevent damn function crash,ARCHITECTURE,2440
2441,since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT,2441
2442,loading sample rolled looking milestone marks nt mind stupid names variables eg corpusofsecondaryset,CODE,2442
2443,classes rather mere rownames,DESIGN,2443
2444,todo something thick text slices slice longer whole text,CODE,2444
2445,pronouns words deleted selection criteria used personal possessive,CODE,2445
2446,this prevents us choosing nonexisting distance measure case default distance classic delta switched be aware correct spelling default value assigned well,CODE,2446
2447,getting rid links menus similar stuff deleted hopefully,USABILITY,2447
2448,temporary,CODE,2448
2450,class matching seems bit weird,DEFECT,2450
2452,pronouns words deleted selection criteria used personal possessive,REQUIREMENTS,2452
2453,stupid obsolete variable needed somewhere,CODE,2453
2454,trick start counting naming nodes,CODE,2454
2456,the core code graphic output yes right ve seen lines instead blaming us write better code let us know,DESIGN,2456
2457,something s wrong variable features needs corrected,DEFECT,2457
2458,case convert characters,CODE,2458
2459,case convert characters,CODE,2459
2460,wdi allows perpage seems undocumented,DOCUMENTATION,2460
2461,bad data wdi json files require impose constraint,CODE,2461
2462,fixme code needlessly written headers could different order,CODE,2462
2465,handle multiple plans fixme limited single plan present,REQUIREMENTS,2465
2466,version nortek docs page fixme present data types,CODE,2466
2467,unused error readbin buf pointer2 integer size4 nn endian little fixme unused,DESIGN,2467
2468,fixme read fields following list,REQUIREMENTS,2468
2469,fixme read fields following list,REQUIREMENTS,2469
2470,fixme read fields following list,REQUIREMENTS,2470
2471,fixme read fields following list,REQUIREMENTS,2471
2472,fixme read fields following list,REQUIREMENTS,2472
2473,fixme read fields following list,REQUIREMENTS,2473
2474,fixme right,DEFECT,2474
2478,fixme read fields following list,REQUIREMENTS,2478
2479,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2479
2480,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2480
2481,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2481
2482,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2482
2483,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2483
2485,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2485
2486,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2486
2487,fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2487
2488,prepare data fixme put individual items,ALGORITHM,2488
2489,wo nt need many catch coding errors,CODE,2489
2490,may use add extend window,CODE,2490
2492,year fixme check month day hour min sec,DEFECT,2492
2493,year fixme check month day hour min sec,DEFECT,2493
2494,year fixme check month day hour min sec,DEFECT,2494
2496,year fixme check month day hour min sec,DEFECT,2496
2497,year fixme check month day hour min sec,DEFECT,2497
2498,fixme need q file hold zone aquadopp error see table p40 table p53 systemintegratormanualjan2011pdf,CODE,2498
2499,check,CODE,2499
2500,echo amplitude correlation fixme use value user velocityscale fixme work given docs see system integrator guide,DEFECT,2500
2501,fixme correlation quality,ALGORITHM,2501
2502,sometimes extra sample time na because times continuous without extra sample i ll remove entire sample,DEFECT,2502
2503,fixme may things eg try measure salinity,REQUIREMENTS,2503
2504,fixme,CODE,2504
2505,fixme check velocitymaximum,CODE,2505
2506,fixme may change new devices,ARCHITECTURE,2506
2507,fixme right,CODE,2507
2508,fixme check allowed fixme check allowed,CODE,2508
2509,developer alter line suit new data class,DESIGN,2509
2512,ad2cp burst data records one list average records another one permit eg burst numeric burst numeric fixme document defult leave data,DOCUMENTATION,2512
2514,fixme use j eg times,CODE,2514
2515,fixme places eg allclassr350 parentframe what right,CODE,2515
2516,fixme check see handling slow timescale data properly,ARCHITECTURE,2516
2518,fixme broken ad2cp,DEFECT,2518
2519,fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2519
2520,fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2520
2521,fixme handle ad2cp fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2521
2522,fixme document this fixme document this fixme document this,DOCUMENTATION,2522
2523,developer note update first test teststestthattestadpr new which handled,TEST,2523
2526,fixme i want,REQUIREMENTS,2526
2527,fixme i want,REQUIREMENTS,2527
2528,fixme made matrix,CODE,2528
2529,fixme delete commentblock key plot types checked i test early nov but i prefer old instrumenttype names x metadata isnull x metadata instrumenttype x metadata instrumenttype ad2cp old old warning in plot adpmethod which tested callfalse old,TEST,2529
2530,single scale amplitude data fixme name item missing,CODE,2530
2531,fixme check name,CODE,2531
2534,fixme i think deleted blank plot get axis length images,USABILITY,2534
2535,fixme assume equal,ALGORITHM,2535
2537,fixme span arg,CODE,2537
2538,remove case got added mistake,CODE,2538
2539,treat ad2cp differently eg ahrs may need benefit extracting heading etc cases also orientation names different type isolating code makes things clearer easier maintain fixme consider splitting rdi sontek cases,DESIGN,2539
2540,fixme,CODE,2540
2541,fixme deal ad2cp orientations can use methodology similar nonad2cp nonahrs cases fixme loop like beamtoxyzadpad2cp also,REQUIREMENTS,2541
2543,developer note i thought might faster use c calculations since memory pressure ought bit smaller need rep ahrs values across cells however i tried test results suggest r method much faster also easier others modify i think use speed test 292m file c method user system elapsed message c method cell nc res data item v cell doad2cpahrs v cell ahrs r method user system elapsed message r method,ARCHITECTURE,2543
2545,fixme ensure exist,CODE,2545
2546,fixme check missing weird,CODE,2546
2547,fixme check whether speed things using eg x v instead v would lower memory requirements,ARCHITECTURE,2547
2549,fixme handle ad2cp,REQUIREMENTS,2549
2550,fixme sentinel files bytesperensemble nt ensembles,CODE,2550
2551,risky code there really seems nothing specific file tell instrument type act desparation hope i m going flag one thing clearly stated clearly different two documentation entries the exception sentinel v class recognized code sequence 0x00 0x70 see near line capture first,ARCHITECTURE,2551
2553,fixme use proper length wo nt use anyway,CODE,2553
2556,fixme document this fixme document this fixme document this,DOCUMENTATION,2556
2557,fixme we process header wholly r nt need probably bytes let s read case it might worth thinking detail case file might header much longer studied writing code,ARCHITECTURE,2557
2558,issue i think winriver file second profile different somehow yielding incorrect codes fixme codes differ profile profile supposed codes cbind buf ensemblestart c header dataoffset buf 1ensemblestart c header dataoffset ocedebug debug codes paste 0x paste codes sep sep n ocedebug debug codes paste 0x paste codes sep sep n,DEFECT,2558
2559,look sentinelrelated codes fixme fields look 0x00 0x70 v series config 0x01 0x70 v series ping setup 0x02 0x70 v series adc data 0x04 0x70 v series event log 0x01 0x0f v beam data leader 0x00 0x0a v beam data 0x00 0x0b v beam correlation 0x00 0x0c v beam amplitude 0x00 0x0d v beam percent good 0x00 0x32 transformation matrix transformation matrix v beam data v beam correlation v beam amplitude v beam percent good read relevant v series metadata remove first row codes 7f7f header always,ALGORITHM,2559
2560,havebottomtrack false fixme maybe determine header,CODE,2560
2561,fixme docs say assume order data chunks following works fixme data seen date,CODE,2561
2562,fixme set space c method slow ugly,ARCHITECTURE,2562
2564,fixme dk i need figure difference enavtime navtime fixme cr calling navtime adcp time tmptime isodatetime asinteger buf o54 asinteger buf o55 year asinteger buf o57 month asinteger buf o56 day tztz navtime c navtime tmptime readbin buf o5861 integer n1 size4 endianlittle a navtime asposixct navtime origin19700101 tztz,CODE,2564
2565,remove nas time sure right prevents problems fixme wo nt need handle vmdas also fixme test,TEST,2565
2566,note headingbias needs removed,CODE,2566
2567,transformation matrix fixme dal people use last row matrix rdi codas use and i think rdi may two definitions notes coordinate transformationmatrix from figure page act adcp coordinate transformationpdf x defined run beam beam defined run beam beam z righthanded upwardlooking orientation viewed b3 b2 b1 b4 coords x z page downward the matrix section act as check coding see python software http currentssoesthawaiieduhgpycurrentsfile3175207488bbadcptransformpy control sign first rows transformationmatrix,ALGORITHM,2567
2568,clean sure needed issue1228,CODE,2568
2570,nolint variable used nolint variable used nolint variable used nolint variable used spare int i guess 2byte ints signed,CODE,2570
2571,examine first profile get numberofbeams etc fixme really hardwired,CODE,2571
2572,fixme next line reads year incorrectly year month day hour min sec,DEFECT,2572
2573,fixme pressure else wrong need count bytes p84 adpmanual figure look ugly,DEFECT,2573
2574,below c code sontek pulsecoherent adp 2byte littleendian integers fixme perhaps read things high priority since data file code originally developed distances set mm velocities mms suggestive insignificant placeholder values typedef struct unsigned int reslag mm used single cell unsigned int resua mms ambiguity resolution unsigned int resstart mm position resolve unsigned int reslength mm cell unsigned int prflag mm used full profile unsigned int prfua mms unsigned int prfstart mm positionlength first unsigned int prflength mm cell profile unsigned int range maxbeams mm range boundary int ures maxbeams mms velocities resolve lag unsigned char cres maxbeams correlations resolve lag pcrecordtype,DEFECT,2574
2575,fixme probably could speeded,ARCHITECTURE,2575
2576,interpolate headings may less frequent profiles fixme really,REQUIREMENTS,2576
2577,s sin pi cs cos pi180 sin pi180 30deg 3beam pattern c cos pi 30deg 3beam pattern fixme check also read check,DEFECT,2577
2578,30deg 3beam pattern warning fixme check also read check,DEFECT,2578
2579,wo nt need many catch coding errors,CODE,2579
2580,read profilespecific things profile profile profilenumber readbin buf pppp14 integer nnp size4 fixme check profile number monotonic may help us daily blankouts also,CODE,2580
2581,fixme use transformationmatrix discovered header,CODE,2581
2582,fixme fill fixme fill,CODE,2582
2583,fixme fill,CODE,2583
2585,filled later fixme check correct fixme fixme fixme,CODE,2585
2586,fixme read file,ARCHITECTURE,2586
2587,fixme right,CODE,2587
2588,wo nt need many catch coding errors,CODE,2588
2589,fixme need samplesperburst,CODE,2589
2590,window data buffer using bisection case variable number vd sd pairs code could never executed i need taller monitor better eyes i see bigger chunks code this block get removed next gitcommit,CODE,2590
2591,ensure vvdstart pointers bracketed vsdstart pointers fixme invalidate fromindex toindex,DEFECT,2591
2593,fixme read roll pitch range ok bites,CODE,2593
2594,fixme wrong res metadata burstlength round length vvdstart length vsdstart fixme surely header fixme wrong ocedebug debug vectorshow res metadata burstlength burstlength,DEFECT,2594
2596,fixme nt autodetected user header,DEFECT,2596
2597,fixme nt autodetected user header,DEFECT,2597
2598,vvdsec vvdsec look output burst headers velo fixme huh,DEFECT,2598
2599,fixme forum posting official doc,DOCUMENTATION,2599
2603,fixme slow timescale,ARCHITECTURE,2603
2604,fixme i want,REQUIREMENTS,2604
2605,fixme i want,REQUIREMENTS,2605
2606,fixme i want,REQUIREMENTS,2606
2607,translate wordstyle fixme ugly coding,CODE,2607
2608,fixme using tsslow,ARCHITECTURE,2608
2610,fixme plotadv passing mar cex etc smoothscatter,CODE,2610
2611,not using matrix method might consume memory measures faster xyz tm rbind x data v x data v x data v,CODE,2611
2612,fixme havetsslow necessary,ARCHITECTURE,2612
2613,fixme rename avoid confusion,CODE,2613
2614,fixme emulate direct injection functions hopes reducing memory footprint,ARCHITECTURE,2614
2616,fixme seems wrong fixme seems wrong,DEFECT,2616
2617,checksumlength fixme determined based headers,CODE,2617
2618,fixme,DEFECT,2618
2620,fixme bug docs say samplingrate units 01hz sleiwex2008m3 data file 001hz,ALGORITHM,2620
2621,burst offsets fixme need,CODE,2621
2622,fixme ignoring,CODE,2622
2623,no need subset time from to integers i really sure want posix case either i changing dek issue,CODE,2623
2625,spb hdt fixme may change time sr spb,CODE,2625
2626,fixme odd velocity scale text files use cms,CODE,2626
2628,fixme guessing resolution text files fixme guessing max velocity text files,DEFECT,2628
2629,fixme guessing orientation,CODE,2629
2630,fixme get burst average separately,CODE,2630
2631,print originalname i m sure following ever happen always remember use ctdaddcolumn i nt want datanames getting recycled next ifblock prevents,DEFECT,2631
2632,fixme use j eg times message base message ascharacter message value paste value collapse metadata must match exactly data partially matched,CODE,2632
2633,developer alter line suit new data class,DESIGN,2633
2635,developer note keep synch teststestthattestflagsr manroxygeninitializeflagschemer,TEST,2635
2636,apply units see http wwwremsscommissionsamsre fixme table link two factors time i ve idea means extracting seems seconds day fixme guessing amsr time units fixme guessing amsr time units,ALGORITHM,2636
2637,fixme let default band,CODE,2637
2638,message fixme argomethod calling next method defined rallclassr,CODE,2638
2639,local function need pollute namespace,DESIGN,2639
2640,local function need pollute namespace,DESIGN,2640
2641,issue1628 check gridded argo issue1628 gridded ifelse apply x data pressure diff narmtrue true false issue1628 gridded issue1628 x data pressure x data pressure fixme convert pressure vector issue1628 keep eval substitute subset x data parentframe issue1628 x data pressure res data pressure fixme convert back original subsetting issue1628 else issue1628 stop subset ungridded argo pressure use argogrid first callfalse issue1628,DEFECT,2641
2642,fixme modify sal temp pre in end pre constant along first index,CODE,2642
2643,handle units getting data we must read data remove entries varnames know left end shoved metadata fixme would nice automate handle cases handled hardwired code,ALGORITHM,2643
2644,fixme code brittle dependent layout fixme output ncopen might subject change fixme the code worked,ARCHITECTURE,2644
2647,t profile fixme handle noise document,DOCUMENTATION,2647
2648,developer alter line suit new data class,DESIGN,2648
2649,take first may problematic,DEFECT,2649
2650,fixme i idea uz i guess unit,CODE,2650
2651,caution quite trusting,ARCHITECTURE,2651
2652,fixme handling slow timescale data,ARCHITECTURE,2652
2653,fixme fastslow,ARCHITECTURE,2653
2654,fixme assuming equal dt,ALGORITHM,2654
2655,old fixme terrible we gain nothing ito speed merely setting na old keep w x data longitude x data longitude e s x data latitude x data latitude n old res data latitude keep na old res data longitude keep na old naendpoints function x old isna x old x c na x old isna x length x old x c x na old x old,ARCHITECTURE,2655
2657,old border col exist,CODE,2657
2658,fixme makes sense browser,CODE,2658
2659,bookmark longitudelim better,ALGORITHM,2659
2660,fixme use bg col delete fill,CODE,2660
2661,ischaracter fill isnull x metadata fillable x metadata fillable fixme handle type values p l,REQUIREMENTS,2661
2662,slow one line,ARCHITECTURE,2662
2663,slow one line,ARCHITECTURE,2663
2664,fixme could clever eof,CODE,2664
2665,null record skip bytes i guess table,CODE,2665
2666,fixme slow know size start,ARCHITECTURE,2666
2668,following slower using match r refs w r nodeids fixme speed perhaps use match r nodeids latitude c latitude nodelats w longitude c longitude nodelons w,ARCHITECTURE,2668
2670,fixme check indeed color,CODE,2670
2671,fixme segments 1segments,CODE,2671
2672,fixme next might miss top color,CODE,2672
2673,q why name contain gmt nb i ve documented namespace,DOCUMENTATION,2673
2675,bookmark1 code needs synch bookmark2,DESIGN,2675
2677,fixme issue work next lines message zlim isnull zlim null else paste zlim collapse,DEFECT,2677
2678,bookmark2 code needs synch bookmark1,DESIGN,2678
2679,next wrong tack one value unless n1,DEFECT,2679
2681,developers please pattern functions documentation uniformity developers you need change docs spots code developers marked developer etc,DOCUMENTATION,2681
2682,developer alter line suit new data class,DESIGN,2682
2684,handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2684
2685,handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2685
2686,handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2686
2687,fixmegsw permit gsw version,REQUIREMENTS,2687
2688,fixmegsw permit gsw version,REQUIREMENTS,2688
2689,message fixme ctdmethod calling next method defined rallclassr,CODE,2689
2691,changes update ocer odfctdlink,CODE,2691
2692,scan dnames res data scan scan fixme time goes metadata data make sense,DEFECT,2692
2693,permit ocestyle names wocestyle names three key variables fixme handle,REQUIREMENTS,2693
2694,fixme accept woce names,REQUIREMENTS,2694
2695,fixme sampleinterval default res metadata names names res metadata labels labels,CODE,2695
2696,default units fixme may bad idea,CODE,2696
2698,fixme far slow,ARCHITECTURE,2698
2699,fixme maybe deprecated,CODE,2699
2701,fixme in could clever singlepanel plots may better get users habit supplying xlim etc yield errors plotlm example,ALGORITHM,2701
2702,fixme recycle sensibly,CODE,2702
2703,fixme use inset,CODE,2703
2704,nonprojection case terrible north fixme prob,CODE,2704
2705,library ocedata fixme needed,CODE,2705
2706,fixme used nonstandardized lon,CODE,2706
2708,fixme detect odv type first second line see ocemagic,CODE,2708
2709,fixme use ocemagic,CODE,2709
2712,fixme next resizable label also n2 br getoption oceunitbracket c else c,ALGORITHM,2712
2713,fixme probably wo nt work addtrue,DEFECT,2713
2714,fake first point fixme adjust params,ALGORITHM,2714
2715,fixme theta,ALGORITHM,2715
2716,fixme works extend x types,CODE,2716
2717,fixme works extend x types,CODE,2717
2718,fixme guess scale,REQUIREMENTS,2718
2720,note use latin1 avoid problem accented e used sigmatheta lines readlines file encoding utf8,CODE,2720
2721,fixme insist salinity temperature pressure,REQUIREMENTS,2721
2722,length grep end line bug regexp good new r210,DEFECT,2722
2723,push back header read file text vector speed the btl format reverseengineered inspecting files since i could discover documentation format therefore good chance errors code see https githubcomdankelleyoceissues1681,DOCUMENTATION,2723
2725,fixme check salinity units,REQUIREMENTS,2725
2726,see wocenames2ocenames update new items added fixme almost certainly needs lot translations the next comment lists fixme i ve seen but know definitively it would great find official fixme list partly present function documented documentation fixme list source sampno btlnbr btlnbrflagw date time latitude longitude depth ctdprs ctdtmp ctdsal ctdsalflagw salnty salntyflagw oxygen oxygenflagw silcat silcatflagw nitrit nitritflagw no2no3 no2no3flagw phspht phsphtflagw,DOCUMENTATION,2726
2727,fixme argument selects ctdsal salnty,CODE,2727
2728,fixme decode real units,CODE,2728
2729,fixme check see whether woceexchange always gives dates digits,CODE,2729
2730,fixme use s4 ctd woce res metadata units pressure list unitexpression dbar scale,DESIGN,2730
2731,fixme timelocation latitude longitude,CODE,2731
2733,fixme make argument,CODE,2733
2734,fixme find whether samplesperping always defined prior use code10x15 blocks the rstudio codediagnostic complains variable used defined i run test code problem variable defined what i know whether files always byte groupsing order least setting zero value likely cause error ever occurs i may need reorder code problems arise overriddent later prevent codediagnostic warning,TEST,2734
2735,note time reversal assignment data matrix fixme faster flip data matrix later,ARCHITECTURE,2735
2736,fixme many pings times wrong,DEFECT,2736
2737,p13 receiver eeprom image fixme serialnum index question corr c int16le buf offset28212 1l resinteger naoktrue package oce res p13 p13,DEFECT,2737
2740,old psi res metadata bwy res metadata bwx biosonics bwx 01deg old debug cat psi psi n sep old c sound speed inferred sal tem fixme could use pressure i suppose old r range old sv log10 slrstpow log10 r r log10 c pud10000000 psi20 corr1000 old range rev depth,DEFECT,2740
2741,fixme slow may need use c,ARCHITECTURE,2741
2742,yscale yaxp yaxp fixme allow type arg,REQUIREMENTS,2742
2743,strip minutes may confusing,CODE,2743
2744,below using eg par mai find margins if user employing layout call give right answer plot established initialized sure right term so use trick call frame establishinitialize plot call plot newtrue prevent advancing next panel layout a secondary trick also required set zero margins calling frame otherwise figure margins large error frame layout tight,DEFECT,2744
2745,ok done trick ps long comments given result persistent problems largemargin errors i nt want new approach get lost code,CODE,2745
2746,adjust palette margins mai1 fixme also alter mai2,CODE,2746
2747,trick code avoid autocreating breaks,DEFECT,2747
2748,fixme guessing best line used,CODE,2748
2749,fixme new one case generally graphic state confusing,USABILITY,2749
2750,fixme need check zclip,CODE,2750
2752,fixme many colors use,ALGORITHM,2752
2753,fixme decide length,ALGORITHM,2753
2754,fixme negation isna confusing comes col breaks together,DEFECT,2754
2755,drop first header line missing value line footer ignore,CODE,2755
2756,guess probably dangerous,CODE,2756
2757,fixme document part,DOCUMENTATION,2757
2758,fixme ignoring decimation may best anyway,ALGORITHM,2758
2760,fixme kelley,PEOPLE,2760
2761,fixme kelley,PEOPLE,2761
2762,image dimensions l getitem info panchromaticlines getitem info panchromaticsamples dimpanchromatic c l reverse l getitem info reflectivelines getitem info reflectivesamples dimreflective c l l getitem info thermallines getitem info thermalsamples dimthermal c l select certain lines the header short steps case data format changes later adjustment required delete grouping commands select assignments remove leading whitespace remove trailing whitespace,DEFECT,2762
2763,fixme numeric,CODE,2763
2765,fixme assume others 1byte like landsat7,CODE,2765
2766,utm true fixme make arg,CODE,2766
2767,fixme clean code,CODE,2767
2768,fixme clean code,CODE,2768
2769,fixme diminishing need ur numbers lonlat space,CODE,2769
2771,fixme ok dc asnumeric quantile 13length x narmtrue fixme criterion bad dc bad diff range x narmtrue,CODE,2771
2772,length options oce1181 browser fixme finish polygons bit tricky eg fixme create series points trace along edge fixme visible earth,REQUIREMENTS,2772
2773,fixme uniroot method looks good side2 try side1 also smaller increments slower catch labels,ARCHITECTURE,2773
2776,remove islandlake entirely offscale this solution antarcticastereographic problem issue line segment two offscale points might intersect box for reason done trimtrue,DEFECT,2776
2778,determining grid automatically proved quite tricky code near spot reworked repeatedly at one time code near spot looked par usr tried invert corners get idea scale failed winkel tripel wintri projection goes seems infinite loop trying inverse point beyond edge earth disk i think fails disk edge when oce proj4 code embedded within src problem i workaround this workaround reported proj4 community i expect sometime year problem go away given present code focusses near centre plot region a region might correspond one tick axes assuming ticks per side inverse mapped corners used determine tick scale rather use pretty scale determined list standards maps 5deg increments good view 4deg,ALGORITHM,2778
2780,fixme maybe use maplines,CODE,2780
2781,problems eg lat lines nt complete see blog 65png also problem diagonal line see blog 64png remove ugly horizontal lines occur projections show edge earth,DEFECT,2781
2782,fixme number next line might need adjustment,CODE,2782
2783,fixme use maplines,CODE,2783
2784,fixme get options x revisit next lines,CODE,2784
2785,mapcheckpolygons tries fix longitude cutpoint problem otherwise leads lines crossing graph horizontally x value sometimes alternate one end domain z matrix z,DEFECT,2785
2787,findinterval requires 2nd arg order fixme need reorder findinterval next bad lengthens col bad order breaks bad breaks breaks bad col col,ALGORITHM,2787
2788,fixme works zone positive ok,CODE,2788
2789,sigma tau needed calculating k gamma sigma alpha1 cos xiprime cosh etaprime alpha2 cos xiprime cosh etaprime alpha3 cos xiprime cosh etaprime tau alpha1 sin xiprime sinh etaprime alpha2 sin xiprime sinh etaprime alpha3 sin xiprime sinh etaprime,ALGORITHM,2789
2790,use proj4 set still exists fixme,CODE,2790
2791,fixme add,CODE,2791
2792,note formatcsv part url changed formattxt get metadata file but dealing bit coding download stage readmet stage i nt think worthwhile the better scheme may users move xml format instead sticking csv format,ARCHITECTURE,2792
2793,fixme handle daily data column names differ,REQUIREMENTS,2793
2794,crude method reorder field first index whether 2d 3d 4d although i m sure 4d items occur world ocean atlas,CODE,2794
2795,fixme maybe employ code get data oce objects data slotnames x oce objects x x data try x dataframe x silenttrue class tryerror stop coerce data dataframe,DESIGN,2795
2796,fixme probably gives wrong length,DEFECT,2796
2797,fixme use figure geometry avoid axis cutoff,CODE,2797
2798,fixme element element extend follows allow string numbers length grep ww which2 w asnumeric ww,CODE,2798
2799,fixme probably,DESIGN,2799
2800,fixme nbeam dim x data v,CODE,2800
2801,fixme newer adp code probably better adv code,CODE,2801
2803,fixme,DEFECT,2803
2804,fixme,DEFECT,2804
2805,fixme,DEFECT,2805
2807,fixme handle individual cases,DESIGN,2807
2808,fixme,CODE,2808
2809,fixme heading tsslow fixme heading tsslow,ARCHITECTURE,2809
2810,fixme make work sections ctd etc,CODE,2810
2811,fixme decide whether slow variables altered,ARCHITECTURE,2811
2812,test suite files big looks fine manually following test file f dcg1sst readg1sst f,TEST,2812
2813,fixme fails quieten arrows,DEFECT,2813
2814,commentout next line issue since trimts fails times na ends trimts x xlim,CODE,2814
2815,fixme obey mar,CODE,2815
2816,case,CODE,2816
2817,fixme formal argument,CODE,2817
2818,fixme nt w why also,DESIGN,2818
2819,fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2819
2820,fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2820
2821,fixme s4,DESIGN,2821
2822,fixme possibly aquadopp tsslow,ARCHITECTURE,2822
2823,fixme check worked,CODE,2823
2824,fixme may things,CODE,2824
2825,fixme hardwiring repeated elsewhere,CODE,2825
2827,fixme obsolete removed fall,CODE,2827
2828,old deparse unhelpful file variable calling code old processinglog paste deparse matchcall sep collapse,USABILITY,2828
2829,fixme pcadcp different,CODE,2829
2831,fixme document data type moored tide gauge returns data frame,DOCUMENTATION,2831
2833,fixme obsolete removed fall,CODE,2833
2834,try get global attributes inelegantly permit first letter lowercase uppercase,CODE,2834
2835,fixme i twiddling numbers get labels xaxs r fixes fixme i need anymore,ALGORITHM,2835
2836,bookmark 1b special trick get fractional seconds cf bookmark 1a,CODE,2836
2837,the foolproof depending xlim might supplied,ARCHITECTURE,2837
2838,fixme zsub oceaxisposixct,CODE,2838
2839,we need oneday offset time feb excel thinks leap year we check day count see https githubcomdankelleyoceissues1591 discussion note return na day excel produces feb fact nonexistent day i think ought inform oce users fact na excel thinks leap year,DEFECT,2839
2840,jul july jul july 2013jul01 2013july01 01jul2013 01july2013 2013jul01 2013july01 fixme permit time vector,REQUIREMENTS,2840
2844,fixme,CODE,2844
2846,fixme types,CODE,2846
2847,fixme right,CODE,2847
2848,fixme accept imlstyle flags eg qpsal salinity,REQUIREMENTS,2848
2849,fixme delete later recoding get individualized na codes the mess hides warnings nonnumeric missingvalue codes,CODE,2849
2850,changes update ctdr odfctdlink,DESIGN,2850
2851,fixme the next block tries infer single numeric na value fixme possible otherwise returns first value perhaps fixme keeping values using individual columns fixme nonnumeric values seem restricted times times seem never fixme equal nullvalue b files i ve seen single fixme numerical nullvalue c elements fixme header columns,DEFECT,2851
