project,sha,text,label,indicator,document_index,subset
incubator-brooklyn,4bbf3b4f075c4e6bb3af284081dc84fe24f13004,code tidy of ArchiveBuilder,code_debt,low_quality_code,288,train
attic-stratos,4c0241decbb76325aee4ce6335aa1e9842698d9c,Removing unnecessary activator from autoscaler,code_debt,low_quality_code,289,train
reef,060eac450020b0cd4749daca09ed1ffe33f073c0,Error message fix for monotonic map,code_debt,low_quality_code,290,train
lucene-solr,d671dd8d890a8e5eb56cbcd94873c3057745a17f,LUCENE-6553: Simplify how live docs are applied.,code_debt,complex_code,291,train
cxf,5f038c239c8a8328444854a7964c518b77d1e9c1,[CXF-6769] Fixing a typo,documentation_debt,low_quality_documentation,293,train
samza,1956dac94b2c41e3e99a0e47d1f5704882b10bbd,"SAMZA-1122; Rename ExecutionEnvironment to ApplicationRunner
Some refactoring/cleanup:
- rename ExecutionEnvironment to ApplicationRunner, including all the subclasses.
- rename the package to be org.apache.samza.runtime
- rename the StandalondApplicationRunner to be LocalApplicationRunner
Closes #76 from xinyuiscool/SAMZA-1122 and squashes the following commits:
cff5206 [Xinyu Liu] Merge branch 'SAMZA-1122' of https://github.com/xinyuiscool/samza into SAMZA-1122
c341d3d [Xinyu Liu] SAMZA-1122: Rename ExecutionEnvironment to ApplicationRunner
6a71205 [Xinyu Liu] SAMZA-1122: Rename ExecutionEnvironment to ApplicationRunner",code_debt,low_quality_code,295,train
daffodil,94db5ce86be2981d744ebbcf82882e266cdd29ed,"Remove doubleNL test that was not valid
DFDL-721",test_debt,expensive_tests,296,train
druid,156322932f124e953f60c248cc2eecfc0e26d936,"Update Druid Console docs for 0.15.0 (#7697)
* Update Druid Console docs for 0.15.0
* SQL -> query
* added links and fix typos",documentation_debt,low_quality_documentation,298,train
cassandra,88c94a711086f32c2010efae1feb5a18f8ae0df8,"add debug log message for missing callback
patch by Aaron Morton and jbellis for CASSANDRA-2081",code_debt,low_quality_code,299,train
netbeans,7fd6d6f64606a3bd828fc7da8c81859f50ffbc68,JEDDICT-322 o.n.m.db.metadata.model fix typo,documentation_debt,low_quality_documentation,300,train
jmeter,80c545bf012c8f4b05435643894a2525943e9bb7,"Reformatted to JMeter conventions.
Minor JavaDoc updates (mostly formatting).
No code changes.",code_debt,low_quality_code,301,train
geode,e29b7752a2ab7e805c8c734198ce0203ead48622,GEODE-1938: Remove the exception ignore when a pool cannot connect to a server,code_debt,low_quality_code,302,train
commons-lang,c5e7fea05e757dbeafb5dbc37106a960ae7d9658,Remove trailing white spaces,code_debt,low_quality_code,303,train
cloudstack,67e3936ae1f1792edc0988b03524673b53d43283,Fixed security issue in listNetworks,requirement_debt,non-functional_requirements_not_fully_satisfied,305,train
lucene-solr,3dbdb50d9298b6044f99c3f7e51b7c3aed00d54e,formatting: make consistent with other clauses,documentation_debt,low_quality_documentation,306,train
guacamole-client,4d5196207bc4bd2381c540a368c8b381e7d8dbce,"GUACAMOLE-220: Correct typo - ""that status of"" should be ""the status of"".",documentation_debt,low_quality_documentation,307,train
nutch,0924d22bfd7f6d75e376f1b5a445b34c1d990c00,fixed typo,documentation_debt,low_quality_documentation,308,train
accumulo,e3d247dcc7a64308fc2c60c02f745481b4e180ef,ACCUMULO-1552 applying Jonathan Hsieh's patch to fix the typo,documentation_debt,low_quality_documentation,309,train
cxf,1354bd0ae146f5c131b849a52c1fdd331158111d,Minor updates to CXFNonSpringJaxrsServlet to make it simpler to override methods creating Application,code_debt,complex_code,310,train
echarts,87bc7fb730d0e091d4a64820645271cdb402f328,fix: make boxplot transform more reasonable: add config.itemNameFormatter and remove config.layout.,code_debt,non-optimal_design,311,train
groovy,f06b889851399f93395b5636da1c6285bc7b7a65,"groovydoc
 - added hyperlinks for method detail return types
 - included import foo.* in type resolution
 - fixed odd fonts from stylesheet",code_debt,low_quality_code,312,train
lucene-solr,774153b8910038cf22dfa420621da2e47ffb5d32,SOLR-789: The javadoc of RandomSortField is not readable,documentation_debt,low_quality_documentation,313,train
tomee,60ef186b31702bafbcb2c0ea73f867ce8b419ec6,TOMEE-2277 Java 11 More refined module names,code_debt,low_quality_code,315,train
camel-website,b7823778d2dd2e65a33f1af8d14834fc57979e37,rearrange playbook to more easily support building locally and PRs,code_debt,non-optimal_design,316,train
skywalking,049dc2fae8b83a6586821836a740491a4074128b,"Support collector service instrumentation (#730)
* Collector instrument agent.
* Make the agent.jar output to the /agent folder in collector package.
* Try to add metric annotation.
* Change the instrument ways.
* Reformat.
* Finish the agent codes. Wait for @peng-yongsheng 's metric requirements.
* Debug new instrument.
* Fix a detect bug.
* Finish the instrument
* Fix compile issue.",code_debt,low_quality_code,317,train
spark,b8aec6cd236f09881cad0fff9a6f1a5692934e21,"[SPARK-9143] [SQL] Add planner rule for automatically inserting Unsafe <-> Safe row format converters
Now that we have two different internal row formats, UnsafeRow and the old Java-object-based row format, we end up having to perform conversions between these two formats. These conversions should not be performed by the operators themselves; instead, the planner should be responsible for inserting appropriate format conversions when they are needed.
This patch makes the following changes:
- Add two new physical operators for performing row format conversions, `ConvertToUnsafe` and `ConvertFromUnsafe`.
- Add new methods to `SparkPlan` to allow operators to express whether they output UnsafeRows and whether they can handle safe or unsafe rows as inputs.
- Implement an `EnsureRowFormats` rule to automatically insert converter operators where necessary.
Closes #7482 from JoshRosen/unsafe-converter-planning and squashes the following commits:
7450fa5 [Josh Rosen] Resolve conflicts in favor of choosing UnsafeRow
5220cce [Josh Rosen] Add roundtrip converter test
2bb8da8 [Josh Rosen] Add Union unsafe support + tests to bump up test coverage
6f79449 [Josh Rosen] Add even more assertions to execute()
08ce199 [Josh Rosen] Rename ConvertFromUnsafe -> ConvertToSafe
0e2d548 [Josh Rosen] Add assertion if operators' input rows are in different formats
cabb703 [Josh Rosen] Add tests for Filter
3b11ce3 [Josh Rosen] Add missing test file.
ae2195a [Josh Rosen] Fixes
0fef0f8 [Josh Rosen] Rename file.
d5f9005 [Josh Rosen] Finish writing EnsureRowFormats planner rule
b5df19b [Josh Rosen] Merge remote-tracking branch 'origin/master' into unsafe-converter-planning
9ba3038 [Josh Rosen] WIP",code_debt,low_quality_code,319,train
streams,59412c311468c6cac10457487af91ad56e56ae4d,"Merge pull request #388 from steveblackmon/STREAMS-521.1
STREAMS-521: initial implementation of twitter account activity APIs",code_debt,non-optimal_design,320,train
lucene-solr,856974ca399f38d143caa8abc4a4fac26b7e5b47,Add some link to the explanation of the FreeBSD Jail issue workaround,code_debt,non-optimal_design,321,train
kafka,6af876b94dc588c8d6098a7fef7a18c46625d1d5,"MINOR: Fix open file leak in log cleaner integration tests
Closes #2870 from hachikuji/fix-log-cleaner-test-leak",code_debt,non-optimal_design,322,train
reef,02c0ad592f4f4a5f603c2689880f4859c1794b88,"[REEF-80] ID mismatch bug in YarnContainerManager#appendByDeleteAndCreate
This synchronizes writing to evaluator log and re-throws an exception if
the write fails, instead of swallowing it.
JIRA:
  [REEF-80] https://issues.apache.org/jira/browse/REEF-80
Pull Request:
  Closes #44",code_debt,low_quality_code,323,train
storm,88e70a81d6e2715059276431d9dd19ec5763786a,Local file system based code distributor initial implementation.,code_debt,non-optimal_design,324,train
lucene-solr,85347285f833599e9fe5e85e50aa9c8a6b9fd910,SOLR-6273: Reset test hooks in a finally block to avoid leakage to other tests,code_debt,non-optimal_design,325,train
cloudstack,5ce122cc080c5ecde4a28842564f699c11363f17,"CLOUDSTACK-9630: Cannot use listNics API as advertised
added missing  details for listNics API response.",code_debt,low_quality_code,326,train
brooklyn-server,c0f9e816c9931cfa9d2864c891b90a6d5478651d,Delete deprecated code from BrooklynMementoPersister,code_debt,dead_code,327,train
skywalking,9e4026e9b5342aea733f0f33c4438fbcec974fee,Prototype codes of supporting leaf span,code_debt,non-optimal_design,329,train
usergrid,e92c84785115c8744ebc54fddae218eece27e77c,removed new validation module temporarily.  This will be used as we build iterators for the query engine,code_debt,non-optimal_design,330,train
carbondata,469c52f5d4c18579e2a6ed4c3bb35691cf01937b,"[HOTFIX] Throw original exception in thread pool
If there are exception occurs in the Callable.run in the thread pool, it should throw the original exception instead of throw a new one, which makes it hard for debugging.
This closes #2887",code_debt,low_quality_code,331,train
shardingsphere,a06b56836f2f9231b2dde27a464d35164cc1b049,"Rename RDL to DistSQL (#7964)
* Remove useless ShardingSphereVisitor.getter
* Rename RDLVisitor
* Rename RDL to DistSQL
* Rename RDL module name
* Rename RDL package name
* Rename RDL class name",code_debt,dead_code,332,train
couchdb,f1906774e727982621a1acd8961a7a0483314ffb,Workaround dirty schedulers in run_queue stats (#3168),code_debt,non-optimal_design,333,train
tomee,ca3db56d9534555ff7a69a8c474afa1fe8e7ed03,"Made the CalculatorLocal extend the CalculatorWs which does work.  Ideally we should move this multiple interface stuff into its own example, but it's fine here for now.",code_debt,non-optimal_design,334,train
activemq,b9426d6c00213383790adf456d51b1e1bb62ec66,"Merge pull request #494 from jbonofre/AMQ-7394
[AMQ-7394] Simple first fix to use listener.hasSpace() when recovering message from JDBC message store",code_debt,non-optimal_design,335,train
brooklyn-server,de6bfbbbc464e1dff9ec7413311f3409a1d8f4b6,minor tidies,code_debt,low_quality_code,336,train
calcite,06080ff072dfd72a884423bde3a3befa2c465842,"[CALCITE-2216] Improve extensibility of AggregateReduceFunctionsRule (Fabian Hueske)
Close apache/calcite#650",requirement_debt,non-functional_requirements_not_fully_satisfied,337,train
camel-website,3472522269e91d4b3e6b8705dd788c082a654c97,Polished,code_debt,low_quality_code,339,train
flink,a3b9d9717a7c0a09c2b9480588805915bad09761,"[tests] Try to improve CI test stability
Squashes the following commits:
  Possible fix for: https://s3.amazonaws.com/archive.travis-ci.org/jobs/110235128/log.txt
This closes #1676.",test_debt,flaky_test,341,train
activemq-artemis,24a28da09f1e7f6aa82f7952f2d4d351d22d11a1,"ARTEMIS-2022 - Enhancements 
Fix checkstyle
Avoid duplicated logic
Ability to filter and group
Instantiate SimpleString property key once
Get property value via getObjectProprty to ensure all special mapped properties such as in AMQPMessage would return
Avoid a custom string to represent null, instead rely on Java's representation ""null"" by using Objects.toString to get the string value of the property value used to group by.",code_debt,duplicated_code,342,train
hbase,0ae211eb399e5524196d89af8eac1941c8b61b60,"HBASE-16414 Improve performance for RPC encryption with Apache Common
Crypto (Colin Ma)",code_debt,slow_algorithm,344,train
hbase,0b36056fde50c1f616bd6a852843d63c6cbc3751,HBASE-1121 Cluster confused about where -ROOT- is; commit better logging,code_debt,low_quality_code,346,train
lucene-solr,ef074a61f855c37cd82de699d13ac31310a8d63e,SOLR-9717: Refactor '/export' to not hardcode the JSON output and to use an API,code_debt,low_quality_code,347,train
ignite,640725afe72c31c6fcab223ad41eb6b3e260d724,Code style.,code_debt,low_quality_code,348,train
samza,9677dce413109ec0f899d06a5603b3e1da637f20,Code cleanup.,code_debt,low_quality_code,349,train
brooklyn-server,ae547341c70e06fedacd61df7d765e62aa3655b9,"some tests and comments exploring location unmanagement
as there is a slow leak around locations, no one unmanages them after use by an entity",code_debt,non-optimal_design,350,train
camel,c1149d8ac4f61cc769412d700915b77943d49fc8,Camel-Kubernetes: Pods component docs fixed typo,documentation_debt,low_quality_documentation,351,train
netbeans,ebdfc3ecb3eaba9f3e92484dac4e6191c39645de,"Fix typo (anonymous fix from github)
Closes: #1998",documentation_debt,low_quality_documentation,352,train
thrift,0399a9c099122911ef41ff73bce57da0fb0e843f,"THRIFT-3453 remove rat_exclude
rat_exclude file within root of our source tree is not in use anymore.
It has its origin from incubating phase, where the Tool Apache Rat
was used. http://creadur.apache.org/rat/
This closes #719",code_debt,dead_code,353,train
accumulo,f110b584ccb22e391e4ab044a71cc42b69ae6945,"ACCUMULO-4605 Remove hard-coded commands from Main
Add usageGroup to KeywordExecutable, so the Main class can print usage
of commands in categorical groups.",code_debt,low_quality_code,354,train
incubator-pinot,6ab8563f5c24f3380fd2e4f7032f37cb6f157a75,"[PINOT-3091] New server side trim function for new aggregation group by
In the new MCombineGroupByOperator, use new implemented server side trim
function to do the trim. The new trim function will take a map from
group-by keys to result list as the input, and this can prevent build
several new maps for all aggregation functions. This can improve the
performance of new group-by and reduce garbage collection.",code_debt,slow_algorithm,355,train
attic-apex-core,fdc9326931f581c77cbd8053a9d2aa49a70dc21a,documented the sink better.,documentation_debt,low_quality_documentation,357,train
incubator-weex,ae6fdb57cc3fe0049103b60b13f27f0ad3944a7f,"[iOS] Project fix, remove invalid files. (#1601)",code_debt,dead_code,358,train
activemq,1d39f08c12de9590e31006fae421abb1ee2cca90,"https://issues.apache.org/jira/browse/AMQ-5266 https://issues.apache.org/jira/browse/AMQ-4485 - fix warn logging from kahadb on set batch when message already consumed using seq from messageId, additional single dest test that hammers this case",code_debt,low_quality_code,359,train
airflow,de4b7c62fbc9b3e66155da84721e97518b7ccbc2,"[AIRFLOW-397] Documentation: Fix typo ""instatiating"" to ""instantiating""",documentation_debt,low_quality_documentation,360,train
camel,baf4ae2a567d9beef09476d63ccb9d556673c9d0,Polished,code_debt,low_quality_code,361,train
cxf,3c04df1bef14a8e8dd7d4f0cdc955d82399c387a,[CXF-3693] - SecurityTokenServiceProvider does not handle exceptions properly,code_debt,low_quality_code,362,train
storm,9f761d8f3202a5342fde7d9042aea8a4ce3f68b2,"Added schemas and validators to Config
Details:
* For every Config there is a schema of type Object named with the
  _SCHEMA suffix (e.g., TOPOLOGY_WORKERS_SCHEMA)
* For simple Classes (String, Number, Boolean), just the Class is
  sufficient for the schema's value
* For other Classes, instances of the FieldValidator interface are used.
* FieldValidator declares a method to validate the field and a method to
  return a plain-language description of the criteria for the user.
Status: Compiles, but not tested.  Nothing makes use of the schemas yet.",test_debt,lack_of_tests,363,train
echarts,b996076439d8c066d1c1644ddae67de23af5879c,ts: typo,documentation_debt,low_quality_documentation,364,train
pulsar,baeb879ffb900ec21dba9270ac47e60c2d3ae743,"Remove duplicated lombok annotations in the pulsar-commmon module (#5993)
### Motivation
Some of the classes in the pulsar-common module had a mixture of the following lombok annotations:
The [@Data](https://projectlombok.org/features/Data) annotation includes all other annotations:
### Modifications
Removed `@Setter`, `@Getter`, `@EqualsAndHashCode`, and '@ToString' if the `@Data` annotation was also present",code_debt,duplicated_code,366,train
flink,9eda3db646138ed487f438de64e7fbd86fafbf71,[hotfix][javadoc] Fix typo in Watermark javadoc,documentation_debt,low_quality_documentation,367,train
commons-lang,7e71e1559d445488a9886d33e7270843de791df9,Javadoc corrections,documentation_debt,low_quality_documentation,368,train
spark,9b33dfc408de986f4203bb0ac0c3f5c56effd69d,"[SPARK-22951][SQL] fix aggregation after dropDuplicates on empty data frames
## What changes were proposed in this pull request?
Spark SQL supports both global aggregation and grouping aggregation. Global aggregation always return a single row with the initial aggregation state as the output, even there are zero input rows. Spark implements this by simply checking the number of grouping keys and treats an aggregation as a global aggregation if it has zero grouping keys.
However, this simple principle drops the ball in the following case:
The reason is that:
1. `df.dropDuplicates()` is roughly translated into something equivalent to:
This translation is implemented in the rule `ReplaceDeduplicateWithAggregate`.
2. `spark.emptyDataFrame` contains zero columns and zero rows.
Therefore, rule `ReplaceDeduplicateWithAggregate` makes a confusing transformation roughly equivalent to the following one:
The above transformation is confusing because the resulting aggregate operator contains no grouping keys (because `emptyDataFrame` contains no columns), and gets recognized as a global aggregation. As a result, Spark SQL allocates a single row filled by the initial aggregation state and uses it as the output, and returns a wrong result.
To fix this issue, this PR tweaks `ReplaceDeduplicateWithAggregate` by appending a literal `1` to the grouping key list of the resulting `Aggregate` operator when the input plan contains zero output columns. In this way, `spark.emptyDataFrame.dropDuplicates()` is now translated into a grouping aggregation, roughly depicted as:
Which is now properly treated as a grouping aggregation and returns the correct answer.
## How was this patch tested?
New unit tests added
Closes #20174 from liufengdb/fix-duplicate.",code_debt,non-optimal_design,369,train
beam,f8ac394b364be40c8d6d44e95aa2f21e794201bd,format,code_debt,low_quality_code,370,train
hadoop,bc6cc3d961b52e6fa460e9433ef49682c92fb48a,HADOOP-9406. hadoop-client leaks dependency on JDK tools jar. (tucu),code_debt,non-optimal_design,371,train
flink,d6efa7580438ba72d6792d36b8a08de979f44cc8,[hotfix][metrics][javadocs] Fix typo,documentation_debt,low_quality_documentation,372,train
cloudstack,086e7cf7b81914cf8b1decb30cb4971471e492a7,"Bug 11646 - OVM - volume > download volume failed for both ROOT and DATA volumes
return volume name instead of full path to ingratiate mgmt server's bad name convention",code_debt,low_quality_code,374,train
trafficcontrol,63f735e3a75dc98c3a6e02b03081bf64b0e863a2,"Removed restangular from DeliveryServiceRequestService (#3611)
* Removed restangular from ./DeliveryServiceRequestService.js
* Fixed some service methods not throwing in error handlers
* removes console statements
* adds some missing messages to ds requests
* removes some uneccessary autofocus",code_debt,low_quality_code,375,train
activemq,a2781e3966ded41a241d24ffb8d85d410c39eb21,"https://issues.apache.org/jira/browse/AMQ-6204
Fixing the removal logic on virtual destination remove inside of
Advisory Broker to clean up virtual destination maps properly.  Added a
test to verify.  Also added new debug logging to help track down any
future issues.",code_debt,non-optimal_design,377,train
flink,9ad9c2dc19e3f64b56cb5f4b2633741660250042,Fixed typo in JavaDoc,documentation_debt,low_quality_documentation,378,train
spark,9d2d2204cb27dce8c4ede1bd8a6399763a4bd589,"[MINOR][PYTHON] Fix typo docstring: 'top' -> 'topic'
## What changes were proposed in this pull request?
Fix typo in docstring.
Closes #16967 from rolando/pyspark-doc-typo.",documentation_debt,low_quality_documentation,380,train
incubator-brooklyn,d0933e155985516fdde3ad5e667f5cb12caf1b33,Avoid repetitive logging when geo info cannot be derived for an entity,code_debt,low_quality_code,381,train
incubator-doris,14769b0beb7671626da011611d2c73ffe841b831,Improve to_bitmap parse int performance (#2223),code_debt,slow_algorithm,382,train
thrift,f7a4ead00d7988e76d2a22758f9e674644582620,fix warings,code_debt,low_quality_code,383,train
trafficserver,5437ae74ab3c5f4513ebb023b234f54a795df768,TS-1475: fix clang warning,code_debt,low_quality_code,384,train
incubator-dolphinscheduler,3e411d075fffa1efd58484a1a29c54f7bfab9983,"[Improvement][Code style] FIX SPELL WAITTING TO WAITING , etc. (#4118)
* FIX SPELL
* FIX SPELL AND  Optimizing code conventions
* add ut  cannot construct process instance, return null;
* add ut testExportProcessMetaData
* add ut testExportProcessMetaData
* add ut testImportProcessSchedule
* add ut MasterExecThreadTest
* add ut MasterExecThreadTest
* add ut testSubProcessViewTree
* add ut testComplementWithStartNodeList
* add ut testRecurseFindSubProcessId
* add ut testRecurseFindSubProcessId
* add ut testRecurseFindSubProcessId",code_debt,low_quality_code,385,train
jena,12a2f800d0c3010d0927fe18b97954c54d9f9028,"Add ""AsGiven"" functions. Add more javadoc.",documentation_debt,low_quality_documentation,386,train
echarts,7e425d401cf784f0e4bc8d82b77a1f70d898f671,fix(type): not leak inner structure in types,code_debt,non-optimal_design,388,train
myfaces-tobago,c618304c933830c794a39ac6e8daf23c8c8d8ffa,"TOBAGO-1557: Consolidate <tc:button>, <tc:link> and <tc:command>
* undo setting style ""font-weight""",code_debt,low_quality_code,389,train
cxf,8b39de81d1ff03ef00fb2baf41f2e8a5b6e9df15,[CXF-7579] Removing excluded test.,code_debt,dead_code,390,train
spark,2051428173d8cd548702eb1a2e1c1ca76b8f2fd5,"[SPARK-20980][SQL] Rename `wholeFile` to `multiLine` for both CSV and JSON
### What changes were proposed in this pull request?
The current option name `wholeFile` is misleading for CSV users. Currently, it is not representing a record per file. Actually, one file could have multiple records. Thus, we should rename it. Now, the proposal is `multiLine`.
### How was this patch tested?
N/A
Closes #18202 from gatorsmile/renameCVSOption.",code_debt,low_quality_code,391,train
accumulo,265b14e3f56874745233b736e785d8e24dc212f2,"ACCUMULO-378 Remove unnecessary logging, make proper logging when setSystemProperty ignores an invocation.",code_debt,low_quality_code,392,train
hadoop,40fe96546fcd68696076db67053f30d38a39a0d5,HDFS-2129. Simplify BlockReader to not inherit from FSInputChecker. Contributed by Todd Lipcon.,code_debt,complex_code,393,train
ambari,175e78472452746141bf2caaa4f03374344b5a59,AMBARI-10935. Version bar moves too fast to top when scrolling down (onechiporenko),code_debt,non-optimal_design,394,train
camel,833f466746fc74a4110601f65fc3189f42b7ec88,CAMEL-1373: CamelCase and fixed a NPE bug in this one. Polished code.,code_debt,low_quality_code,396,train
couchdb,4c2702f43a5bc40605462ed3cf720c26577c4b98,Use shard_db from config instead of hard-coded value,code_debt,low_quality_code,397,train
nifi,d34fb5e2ef967b0704621ffa0115283c3ccdc070,"NIFI-4436:
- Addressing miscellaneous minor UX issues.
- Updating comments UX for all components.
- Updating the styling of PG and RPG to be more consistent.
- Adding the icons for nested versioned process groups.
- Calculating the number/states of nested versioned process groups.",code_debt,low_quality_code,399,train
infrastructure-puppet,3b942ea64e35f970da872a68d42653acdcf71754,clean up,code_debt,low_quality_code,401,train
incubator-doris,edb3ad696de66444b5a81df99ca2818fcc87f606,"[Deps] Remove redundant com.baidu:jprotobuf (#3322)
* exclude jprotobuf from jprotobuf-rpc-core
* add commons-io used in fe.",code_debt,complex_code,403,train
airflow,1aceb19a25febb67eb0ea63242a64314d226858f,Making the scheduler more resilient,code_debt,non-optimal_design,404,train
reef,fba47fa2cfb605dc7d664ef796e31d87ca9af4ce,"[REEF-1559] Remove unused methods of Exceptions
This change removes methods of Exceptions class which are unused
or used in a single place.
JIRA:
  [REEF-1559](https://issues.apache.org/jira/browse/REEF-1559)
Pull request:
  This closes #1116",code_debt,dead_code,405,train
apisix-dashboard,c3e1d162bbaf19b1cf63c0437b3bec874c988dd5,"ci:  display more meaningful information when running E2E test cases failed (#1012)
* ci:  display more meaningful information when running E2E test cases fail",code_debt,low_quality_code,406,train
incubator-weex,d5c7253f142df6520a4708202511924453921e64,reduce unused code and reuse hashmap,code_debt,dead_code,407,train
kafka,eda4a2904a863b04f6ea511a4cf1e2bd4806ad35,"KAFKA-7532: Clean-up controller log when shutting down brokers (#5831)
This line prints out (when empty):
Use `mkString` to eliminate `ArrayBuffer` and only log if not empty.",code_debt,low_quality_code,408,train
cloudstack,469e180515c68d58340c5de3ce78aa3582460dd1,"multiEdit: better handling for tag widget
Place tagging widget in a separate action and dialog class; it is
indicated by a 'tag' icon for better clarity.
-- This removes the requirement to specify a dummy 'edit' action on
multi-rules; instead, the separate tag action will appear automatically
as long as 'tags' is specified under the multiEdit's properties.
Conflicts:
	client/WEB-INF/classes/resources/messages.properties
	ui/css/cloudstack3.css
	ui/index.jsp",code_debt,non-optimal_design,409,train
incubator-dolphinscheduler,772a8e2b3750ea7a0a615fb4a0a775fbd5af8fb4,"add retryCallSilent to RetryerUtils making it easy to use (#2729)
* add retryCallSilent to RetryerUtils making it easy to use
* add more detail to java doc of retryCallSilent",code_debt,non-optimal_design,410,train
lucene-solr,d96e03e91498ac4f4bad0d668885014034d0f264,Grrr... unbelievably bad compilation failure typo,documentation_debt,low_quality_documentation,411,train
flink,c4626cbae074ba288e54308c40f93258e14c9667,[FLINK-5345] [core] Migrate various cleanup calls to concurrency-safe directory deletion,requirement_debt,non-functional_requirements_not_fully_satisfied,412,train
couchdb,627481ee0ade53d0ceed2e29cbb4e312ecbe3340,Initial check-in of APIs for multiple/related supported and incremental replication of only changed attachments. Needs more far more testing and to be hooked up the replicator.,test_debt,lack_of_tests,413,train
groovy,ab3071a2275229a7e4b2d8a4c195255269c5da71,added better exception message,code_debt,low_quality_code,414,train
flink,2aa598b7e505bd0553d636726b1588fcf5e850c8,"[FLINK-20679][tests] Remove unstable test JobMasterTest.testSlotRequestTimeoutWhenNoSlotOffering
The test JobMasterTest.testSlotRequestTimeoutWhenNoSlotOffering is no longer needed because the scheduling
part is coveredy by DefaultSchedulerTest.restartVerticesOnSlotAllocationTimeout which ensures that vertices
are restarted on allocation timeouts. The allocation timeout part should be covered by
PhysicalSlotRequestBulkCheckerImplTest.testUnfulfillableBulkIsCancelled which ensures that PhysicalSlotRequestBulks
are timed out after a configured allocation timeout.
This closes #14448.",test_debt,flaky_test,415,train
shardingsphere,a26c80084034bd4b0ea9d70953d15f25702dfe77,"for #2084, simplify show for pg",code_debt,complex_code,416,train
cassandra,616ab64c4888825c544e55d0945a5a3d412e0947,r/m unused code.  patch by Stu Hood; reviewed by jbellis for CASSANDRA-608,code_debt,dead_code,417,train
attic-stratos,42f4e0fa7e0a6ca184e34804a36755b56ae70e9f,Remove unnecessary logs,code_debt,low_quality_code,418,train
bookkeeper,b65fa438d6212eb4a89a848b4f2642ba2ad573da,"[TABLE SERVICE] replaying TxnRequest is not implemented
*Motivation*
when enabling table service for pulsar at apache/incubator-pulsar#1922, I noticed that replaying TxnRequest is missed somehow.
*Solution*
This PR implements the replaying TxnRequest logic in the command process.
This closes #1505 from sijie/replay_txn_request",requirement_debt,requirement_partially_implemented,420,train
hbase,001f9cc5ea7d00fceb24cbcbf6399ecf272882e4,    HBASE-19940 TestMetaShutdownHandler flakey; ADDENDUM: yet more debug,test_debt,flaky_test,421,train
camel,6ae7f243fa529c5382a18b1d1a0e597cd81d8349,CAMEL-15036: Make it easier to switch to use supervising route controller.,code_debt,non-optimal_design,422,train
tinkerpop,1a3549f7232ebe65cbba158c1442a567bc2dc695,"TINKERPOP-2024 Make server archetype use remote traversal
Since we're promoting remote traversals over scripts it would be better for the archetype to use them.",code_debt,non-optimal_design,424,train
jmeter,2233bd582c70a4e3bd9c543a602a2ff63958e7f0,Fix sonar warning on stream leak,code_debt,non-optimal_design,425,train
zeppelin,0a82a93ce495cf537b28104a024a8c0361fd80ac,"ZEPPELIN-377 CI hanging on ./testing/startSparkCluster.sh 1.4.0 2.3
Address https://issues.apache.org/jira/browse/ZEPPELIN-377.
This patch change spark package download location from apache archive to mirror, to download in 10min.
Also add missing test for 1.5.1 and change test version from 1.4.0 to 1.4.1
Closes #380 from Leemoonsoo/fix_spark_test and squashes the following commits:
142583a [Lee moon soo] Add test for 1.5.1
b8323e6 [Lee moon soo] Use mirror for 1.3.x and later version of spark",test_debt,lack_of_tests,429,train
arrow,c0beb879e3c4863a10b0d09aa981e8f53776458a,"ARROW-1415: [GLib] Support date32 and date64
Closes #997 from kou/glib-support-date32-and-date64 and squashes the following commits:
e3a7ca4f [Kouhei Sutou] [GLib] Fix a typo
b88345e1 [Kouhei Sutou] [GLib] Fix build error on macOS
c1186c37 [Kouhei Sutou] [GLib] Extract common code
8a337000 [Kouhei Sutou] [GLib] Support date64 type
a1c7b0dd [Kouhei Sutou] [GLib] Support date32 type",documentation_debt,low_quality_documentation,430,train
camel,9232473cdfd10fc8eda21f41d2198e31cac45f53,Add missing license header,documentation_debt,low_quality_documentation,433,train
kafka,e403b3c4bf8ca308fe180b093da20700f4db73c5,"KAFKA-3318: clean up consumer logging and error messages
Closes #1036 from hachikuji/KAFKA-3318",code_debt,low_quality_code,434,train
hbase,a09c0c88b694af25575fb50812e14fb667f5ac5b,HBASE-22899 logging improvements for snapshot operations w/large manifests (#547),code_debt,low_quality_code,435,train
beam,8f82927b77112349616c83238850ea0feccbc70a,[BEAM-8992]  ignore Go Vet failures. (#10661),code_debt,non-optimal_design,436,train
flink,feb01b5f3c0869a26803cfe5f7e539d3e740f25d,"[hotfix] Fix typo in WindowedStream.
This closes #6825.",documentation_debt,low_quality_documentation,438,train
netbeans-website,be0599ab52c0a4aefde71887fde0dfd2d4fb542f,"[NETBEANS-1867] Tutorials: typo: last reviewed on, not in",documentation_debt,low_quality_documentation,439,train
tinkerpop,9ea28decddd8fa406ca542da4d8e28caedb11654,Remove duplicate websocket clients.,code_debt,duplicated_code,440,train
ignite,c1b46951fcb01de43a3df71b287cb69d89ab065b,futures: api cleanup,code_debt,low_quality_code,442,train
hadoop,888e6309909ee4192ad23e0df79e2918b1ad77ac,HDFS-8207. Improper log message when blockreport interval compared with initial delay. Contributed by Brahma Reddy Battula and Ashish Singhi.,code_debt,low_quality_code,443,train
