text,label,document_index
todo get lambda param,CODE,2766
actually save,CODE,2767
todo get optimal lambda value,REQUIREMENTS,2768
todo decide deal,ALGORITHM,2769
select best model remove others need to edit this,ALGORITHM,2771
todo decide deal,ALGORITHM,2772
think need new data map,REQUIREMENTS,2773
todo check input,CODE,2775
save model outloc todo make input temp location,ARCHITECTURE,2776
todo decide deal,ALGORITHM,2777
could extract json add expression,DESIGN,2778
location not available moment metadata containing version release date version,ARCHITECTURE,2779
update todo,ARCHITECTURE,2782
todo check,CODE,2783
todo check,CODE,2784
add tests validation validation object todo,TEST,2785
todo add tests for sql creation existing and log models,TEST,2786
test,TEST,2788
todo testthat result,TEST,2790
need test,TEST,2791
todo add input checks test options fftempdir getwd,TEST,2792
todo add input checks test options fftempdir getwd,TEST,2793
fails class,TEST,2794
fails connection,TEST,2795
fails target outcome differ,TEST,2796
fails target outcome differ,TEST,2797
avoid global variable note cran,BUILD,2798
avoid global variable note cran,BUILD,2799
cran note global variables cran note global variables,BUILD,2800
cran note global variables,BUILD,2801
todo optional extraction,DESIGN,2802
file found return positive probably unless overwrite option purposes return true,DESIGN,2803
file exist older day download working seem update,DEFECT,2804
file exist older day download working seem update,DEFECT,2805
use seems issues use,BUILD,2807
assign,CODE,2808
calculate hard coded size data load memory currently set memory has set systems need better way figure,ARCHITECTURE,2809
try speed code work also description file,ARCHITECTURE,2810
check missing reason,DEFECT,2811
fixme we already get really but store object size object get much larger,DEFECT,2812
needed,CODE,2814
number groups todo get something like x2 object fit test df object fit test df,TEST,2815
object default todo define proper print function custom fit,DESIGN,2816
fixme display parameters like column,DEFECT,2817
todo put parameter priors partable,DESIGN,2818
control part lavmodel,BUILD,2819
fixme sure free becomes numeric s4 nt like lavaan call sometimes related extra,DESIGN,2820
fixme assumes correlation prior,ALGORITHM,2821
fixme deal censored priors warning warning can yet handle censored priors marginal loglikelihood loglikelihood factor may,DEFECT,2822
todo need exported reverse rstan lookup rosetta rstan rosetta alternate way possibly get around export,DESIGN,2824
use lavaan fa priors fixme,DEFECT,2825
creates error bug lavaan,DEFECT,2826
todo fix stan,DEFECT,2827
copied,CODE,2828
fixme make sure check,ARCHITECTURE,2830
fixme isnull pass model partable argument priors or update apply independence model using iteration variances,REQUIREMENTS,2831
package used,CODE,2832
use quickanddirty way,CODE,2833
distribution names todo na todo how input parameters multivariate,CODE,2835
decide whether need model isna ovnamesx fixme na catch related column,DEFECT,2837
todo we equality constraints tables could also deal inequality constraints smaller different parameter types dimensions parameter matrices initial values,REQUIREMENTS,2838
todo revisit approach missing data,REQUIREMENTS,2839
todo check alternative distribution,CODE,2840
todo check alternative distribution parameter table,CODE,2841
end main model specification still need priors equality constraints,REQUIREMENTS,2842
matrix prior todo allow user specify matrix could specified via argument,REQUIREMENTS,2843
lavaan fixme ovnamesx sometimes length sometimes na,DEFECT,2844
fixme see alternative better way handle,DESIGN,2845
todo longer need remove,CODE,2846
todo needed,CODE,2848
fixme see alternative better way handle,DESIGN,2849
todo longer need remove,CODE,2850
todo first definition,CODE,2851
todo first definition,CODE,2852
todo needed,CODE,2853
fa todo use kernel density get correct priors deal covariances fa using kernel density covariance parameter prior,ALGORITHM,2855
yr ugly hack avoid data call lavaan ed need lavaan anyway might well get re also us apply custom argument fitted lavaan object also use hack isnull ed yes probably want necessary stuff object,CODE,2856
todo apply custom data,ALGORITHM,2857
mean array fixme reduce slow,ARCHITECTURE,2859
generate initial values todo write start values new columns include partable,REQUIREMENTS,2860
todo need exported reverse rstan lookup rosetta rstan rosetta alternate way possibly get around export,DESIGN,2861
generate initial values fixme something smarter failure,USABILITY,2862
todo block ever differ group,REQUIREMENTS,2863
todo get prior associated covariance param fa priors,ALGORITHM,2864
fixme remove covariances associated fixed,CODE,2865
todo check covariances lv,CODE,2866
fa priors todo change around faster,ARCHITECTURE,2867
todo block prior associated put entries matrix todo check inequality constraints,ALGORITHM,2868
todo block ever differ group,CODE,2869
todo check inequality constraints,ALGORITHM,2870
this file intended used process nocov start,TEST,2872
todo improve vector,CODE,2873
time series division much slower matrix division,ARCHITECTURE,2875
classes adding workaround case throw conditions these would get condition twice stop also signal if drop classes condition objects ie conditions get duplicate signals this probably quite rare rare case also duplicates extra class,DESIGN,2876
need to fix this below to incorporate all,REQUIREMENTS,2878
get todo takes first object,DEFECT,2879
todo left truncation,REQUIREMENTS,2881
todo left truncation,REQUIREMENTS,2882
unused,CODE,2883
extract time variable lhs object length lhs object,DESIGN,2884
ugly hack,CODE,2885
entry,ARCHITECTURE,2886
todo if transform eg log time use information variable name ii transform inverse transform,REQUIREMENTS,2887
models slow,ARCHITECTURE,2889
coping weird test behaviour cran rdevel,TEST,2890
models slow,ARCHITECTURE,2891
coping weird test behaviour cran rdevel,TEST,2892
coping weird test behaviour cran rdevel,TEST,2893
models slow,ARCHITECTURE,2894
working yet param find mean param seed integer random number seed,DEFECT,2895
fixme is row col reference still needed table table attr table row attr table col cell row col,CODE,2897
fill case,CODE,2898
median logical vector nt work know trying get median fun get mode,DEFECT,2899
characters handled,CODE,2900
function see knitr context not perfect bit hack https,DESIGN,2901
nasty handling special parameters because object via call object passed print function context additional arguments needed these lost need however someone could call function directly arguments need take needs defaults decent default handling these lines pass cran checks ca nt assign,BUILD,2902
why difficult,CODE,2903
dataframe fixme need deal factors,DEFECT,2904
why difficult,CODE,2905
this broken windows fixme testthat expecttrue,TEST,2906
use svd compute components for ll keep pca object created consistent svd scale expr center true scale true,ALGORITHM,2907
dummy test,TEST,2908
ignore one,ALGORITHM,2909
want take list features list filters take feature list,CODE,2910
ignore one,ALGORITHM,2911
todo impact could use,REQUIREMENTS,2912
use docall nt know many things ll instead get list using lapply rbind list todo parallelize time scales number byenums chunk docall rbind lapply byenums function switching end wrong number columns ci triggers one another gdb,BUILD,2913
likely assigning enum other case ll define,DESIGN,2914
first separate duplicate slow,ARCHITECTURE,2915
use docall nt know many things ll instead get list using lapply rbind list todo parallelize time scales number byenums chunk docall rbind lapply byenums function switching end wrong number columns ci triggers one another gdb,BUILD,2916
first separate duplicate slow,ARCHITECTURE,2917
likely assigning enum other case ll define,DESIGN,2918
brms column names we re going try fix mapping back chunk may may work since ca nt sure sort as hack mapping model object function used internally used create mapping enum plyr enum sort unique enum sort levels chunk enum per https would nice import plyr oh well gdb,DEFECT,2919
note left lot settings boot defaults nt free gdb,BUILD,2920
todo,CODE,2923
todo all elements class length unique lapply object return elements must class,DESIGN,2925
todo dim spwn length dim object spwn return first dimension names object spwn spwn length,DEFECT,2926
hack should solved adding name generic,CODE,2928
empty object todo,CODE,2930
todo test,TEST,2932
hack drop slot,CODE,2933
hack summary,CODE,2934
todo use docall,CODE,2935
hack need check names get dropped,CODE,2936
hack clean fixed list elements named vectors,CODE,2937
todo environment,CODE,2938
todo make details list lists,CODE,2939
todo dimnames used formula is right formula formula function name,CODE,2940
todo deal arguments without default values,CODE,2941
hack clean fixed list elements named vectors,CODE,2942
gradient todo check,CODE,2943
todo should work along params or one how select take data args,ALGORITHM,2944
todo conversion factor dimnames order,DEFECT,2945
todo handle,DEFECT,2946
todo add,REQUIREMENTS,2947
hack method problem,CODE,2949
happen,CODE,2950
come,CODE,2951
todo add mean weighted,CODE,2953
todo check whether needed,CODE,2955
todo expand aperm flpars,REQUIREMENTS,2956
todo expand aperm flpars,REQUIREMENTS,2957
todo expand aperm flpars,REQUIREMENTS,2958
todo expand aperm flpars,REQUIREMENTS,2959
todo turn loop,CODE,2960
for elements type,DESIGN,2963
report messages users possibly find way deal,USABILITY,2964
if methods find first found better way warn user used,REQUIREMENTS,2967
add error handling one throws error report,CODE,2968
report many rows dirty removed,USABILITY,2969
note file uses function scales argument returns this use scale also change,DESIGN,2970
try stuff make factors sign,ALGORITHM,2971
faster way find diagonal inverse,ARCHITECTURE,2972
estimate relative,ALGORITHM,2974
use variables,ALGORITHM,2975
want get intercept component zero means it components we may faster ve,ARCHITECTURE,2976
else put object,DESIGN,2977
todo,REQUIREMENTS,2978
expression figure coefficients used,CODE,2979
does regression make sense,TEST,2980
this bit hack not sure parameter added params parallel names params,CODE,2981
case,CODE,2983
this line creates parent null failed error,DEFECT,2984
without text nt load next call made means message,DEFECT,2985
this needs updated simply pass object,DESIGN,2986
type depends method normal confidence,ALGORITHM,2987
nt work yet numeric size values list size obj,DEFECT,2988
way support parameter rows returned,CODE,2989
check file prob doesnt work leave reference encoding,CODE,2990
setting na this nt work well,DEFECT,2991
data options,USABILITY,2992
method objects note efficient difficult work around method objects objects later,ARCHITECTURE,2993
simpsonsreference do arrows like double arrows simpsonsreference,CODE,2994
simpsonsreference do arrows like double arrows simpsonsreference,CODE,2995
get running total removal could probably make faster,ARCHITECTURE,2996
we re done record extra data fun filter get pvalue less,USABILITY,2997
nocov start,TEST,2999
nocov end,TEST,3000
nocov start,TEST,3001
nocov start,TEST,3003
nocov end,TEST,3004
nocov start,TEST,3005
nocov end,TEST,3006
nocov end,TEST,3008
nocov start,TEST,3009
nocov start,TEST,3010
nocov start,TEST,3011
nocov end,TEST,3012
nocov start,TEST,3013
nocov end,TEST,3014
nocov start,TEST,3015
nocov end,TEST,3016
nocov start,TEST,3017
nocov end,TEST,3020
nocov end,TEST,3022
nocov start,TEST,3023
nocov end,TEST,3024
nocov end,TEST,3025
nocov start,TEST,3027
nocov start,TEST,3029
nocov end,TEST,3032
nocov end,TEST,3033
this weird step notes check,BUILD,3034
kmp time resolution always second class vector eg object class eof comb field month following line replace comb instead month class,ALGORITHM,3035
kmp time resolution always second class vector eg object class eof comb field month following line replace comb instead month class,ALGORITHM,3036
shift start this works data,DEFECT,3037
test narm argument list fix one fails function,TEST,3038
need update file name problem meta file contain elements,DESIGN,3041
todo get perform average,ALGORITHM,3042
kmp added reason nt,ALGORITHM,3043
working order ds xx mm,DEFECT,3044
index index nt work,DEFECT,3046
commented kmp colour otherwise nt work define colour,DEFECT,3048
result dataframe map for,CODE,3049
day aggregate list index reb line actually it causes errors,DEFECT,3050
workaround server wo nt give time steps,CODE,3051
quick fix,CODE,3052
quick fix,CODE,3053
for reason column names newdata hence xnames used enforce names x1 x2,CODE,3055
kmp needed verbose true aggregate fun else reb problems fun reb problems,CODE,3057
why replace meta data start end stationmeta start rep length stationmeta loc stationmeta end rep length stationmeta loc,CODE,3058
reb hack old code,CODE,3060
reb hack set end,CODE,3062
reb,CODE,3063
temporary fix saving time should try find solution,CODE,3064
kmp nt work ie steps,DEFECT,3065
kmp weird problem cexaxis found even though argument function it looks like cexaxis exists applying print following error message warning promise evaluation error print cexaxis object cexaxis found temporary fix,DEFECT,3066
quick fix,CODE,3067
temp n1 n2 year year given,REQUIREMENTS,3068
subset nt work data,DEFECT,3069
kmp defined,DEFECT,3070
kmp nc defined created file,DEFECT,3071
let make sure changes output break,DEFECT,3072
todo validate input,CODE,3073
remember put null,CODE,3074
final build returns,CODE,3075
keep step1score since might ignore throw everything otherwise use names step1score step1score sd names step1score else step1score,CODE,3076
term true false function predict negative output looks terrible grid grid true differences,DESIGN,3077
error error object id found perhaps intended date,CODE,3078
make sure ratio nan division zero put zero back temp stupid fix,PEOPLE,3080
make sure value diagonal temp stupid fix,PEOPLE,3081
workaround windows forward backward,CODE,3083
workaround when running reflect started https,CODE,3085
workaround rstudio console load file base utils graphics false called startup process https instead use tcltk if possible produce warning default yes,CODE,3086
workaround rstudio console show base startup process https,CODE,3087
hack only startup cmd build,CODE,3088
because onload hack could one day updated package build if try detect,CODE,3089
workaround on ci dropped running covr used,BUILD,3090
ci make sense method,BUILD,3091
todo necessary seems,CODE,3093
here compatibility old versions argument name,CODE,3095
fixme remove may,CODE,3096
fixme remove may,CODE,3097
fixme remove may,CODE,3098
fixme do remove march,CODE,3099
check multiple coverage inputs fixme on may remove support,CODE,3102
create two taxonomic coverage supported the eml node xml file read list object creates the template made get full hierarchy taxonomic values eml fixme create methods adding taxonomic only currently supported fixme allow taxonomic supplied table ie align option eml,REQUIREMENTS,3103
create get metadata data package data fixme support inputs metadata template fixme support metadata models used eml based,REQUIREMENTS,3104
set fixme fixme move,DESIGN,3106
fixme deprecated remove support argument march,CODE,3107
fixme convert na expected assume na listed attributes template unless,REQUIREMENTS,3108
fixme eml supports pass adjust section https fixed,BUILD,3109
well supported eml code performance,ARCHITECTURE,3110
fixme remove rows empty,CODE,3111
fixme case field ie use tolower,CODE,3112
fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3113
fixme codes all codes table column listed,CODE,3115
fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3116
fixme report nonutf8 encoded characters generalize function texttype templates,DESIGN,3117
quick dirty tools saving state disk use print,CODE,3120
quick dirty debugging tools,CODE,3121
quick dirty debugging files,CODE,3122
works,CODE,3123
check,CODE,3124
todo code make repeated order find,DESIGN,3125
new file called node tmp paste sep cmd paste tmp sep cls cmd envirenvironment clusterevalq cls eval parse start call tmp paste sep column names new files clusterevalq cls eval parse paste colnames sep cls envirenvironment clusterevalq cls eval parse finish run paste tmp sep sep sep cls envirenvironment clusterevalq cls eval parse,CODE,3127
need write chunk global worker node need workaround avoid cran check globals even though globals worker nodes cran workaround based nt work anyway big cran ie special workaround assign,BUILD,3128
todo write function function cls,PEOPLE,3129
workaround https,TEST,3130
todo need able pass probably,PEOPLE,3131
todo use seconds objects avoid,CODE,3132
todo validate defined,CODE,3133
todo rewrite sample data,TEST,3135
does nt work,DEFECT,3136
single records nt work line probably big deal uses single records,DEFECT,3137
cran check,BUILD,3138
fix global variable build,BUILD,3139
fix check,BUILD,3140
otscreatetidydata fails invalid input,CODE,3141
otscreatetidydata fails nonexisting product string,CODE,3143
otscreatetidydata fails country match,CODE,3144
otscreatetidydata fails wrong optional parameters,CODE,3146
foo,ARCHITECTURE,3148
na data row number,CODE,3149
decided needed anymore which names need double checked,CODE,3151
main question remove weights probably way would add last column,ALGORITHM,3152
new idea could skip saving results save points this help avoiding sort slow save points isnull points points vector mode list,ARCHITECTURE,3153
functions used right version work,ALGORITHM,3154
new trick let try load real,CODE,3155
start now need add stupid old part create processing,DESIGN,3156
stupid force function parameter values scale,CODE,3157
new trick let try load real,CODE,3158
version impute turned false low log added,CODE,3159
export export needed,DESIGN,3160
todo could add optional filters eg,CODE,3161
add exists test needed,TEST,3162
bug extra todo report bug earth factor levels factor levels,DEFECT,3163
exported need cheat,DESIGN,3165
todo why pass using test checking package,TEST,3166
as tests might fail,TEST,3167
remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3169
fixme throw,USABILITY,3171
remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3172
fixme put better name basically reps data scalar median observations,CODE,3173
remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE,3174
handle case fitted matrix needs,REQUIREMENTS,3176
fixme exclude smooths fixed scales,ALGORITHM,3177
choose evaluate fixme also,ALGORITHM,3178
extend levels global later,ALGORITHM,3179
term term factor,CODE,3181
fixme offset null nt think need offset really response around,REQUIREMENTS,3182
removed,CODE,3183
create labels smooths fixme make work continuous,DEFECT,3184
plt draw fixme need update draw works fs smooths draw issue factor plt,DEFECT,3185
fixme plt draw alpha draw gam m2 plt,DEFECT,3187
code tried efficient column list eventually ll figure better way construct data frame ll use version json name params return docall rbind json,ARCHITECTURE,3188
this memory efficient might work,ARCHITECTURE,3189
this ugly gets files,CODE,3190
might need prevent,CODE,3191
this classic work,CODE,3192
could use instead guess run line,CODE,3193
what length zero,CODE,3194
why create null variable,CODE,3195
cleanup risky,CODE,3196
this efficient might work,ARCHITECTURE,3197
really dumb,CODE,3198
this looks dumb rather need new package simple task,CODE,3199
for edit one file time,DEFECT,3200
for changing components might make little sense,ALGORITHM,3202
might replace things one one,CODE,3203
assume included only use name file file fixed true,DESIGN,3204
extracting may move function depth,DESIGN,3206
naming columns it seems depth explicitly but,ALGORITHM,3207
keep one hard coded simple,CODE,3208
the lines hardcoded could used want restrict variables,CODE,3209
root think everything might want look node it looks like need find node,DESIGN,3210
point seems work node level go this intended used handle missing gracefully,DEFECT,3211
this might wrong without argument,DEFECT,3212
let assume list multiple elements should nt able handle,DESIGN,3213
really way s3 system work,DESIGN,3216
sometimes duplicates although duplicates,DEFECT,3217
ignores paths,ARCHITECTURE,3218
fixme server currently form server fixed support component properly push,ARCHITECTURE,3219
also available used,CODE,3220
todo implement object list,DESIGN,3222
todo implement object list,DESIGN,3223
todo,CODE,3224
todo change default,CODE,3225
todo might never reached,CODE,3226
two arguments todo think overwrite all,CODE,3227
two arguments takes array todo think overwrite,CODE,3228
used matchcall seem nt resolve something like data,DEFECT,3229
todo maybe check islist try,CODE,3230
todo check variables assign,CODE,3231
todo decide useful,CODE,3232
todo,BUILD,3233
probably copy object body problem index variable parent environment this causes problem call time index resolve means usually last element list used process time solution index quote make,DESIGN,3234
used matchcall seem nt resolve something like data,DEFECT,3235
create function accept user defined groups need within guess robust check parameters combine output let take makes binomial doesnt need sum well waic data residuals deal,ARCHITECTURE,3237
why,CODE,3238
put together replace function,DESIGN,3239
fixme would someone restrict,ALGORITHM,3240
fixme envir,CODE,3241
fixme exported,DESIGN,3242
reached line error occurred null null stop,DEFECT,3243
sure need without crash,DEFECT,3245
fixme error happens function,ALGORITHM,3246
fixme clean log files,USABILITY,3247
fixme cmd check run true systems maybe check make test run make check locally,BUILD,3248
fixme bad hack reason using node blocks cmd check really want test least one real parallel mode cran,BUILD,3249
broken apparently changes depending run test,TEST,3250
fixme wait https fixed logging true,TEST,3251
cran allows mode testing fixme problem mode test test cran anyway fixme errors ci well rmpi bad,TEST,3252
cran allows mode testing fixme also get strange messages make test interactive test apparently really use pkg warning error system call select,TEST,3253
fixme see issue,DEFECT,3254
fixme not know blocks cmd check,BUILD,3255
this standard kind effect,DEFECT,3256
fixme not know blocks cmd check,BUILD,3257
to do filter subjects allow input subjects ie filtering,REQUIREMENTS,3258
todo nunoa plot using,REQUIREMENTS,3259
todo nunoa case,REQUIREMENTS,3260
todo nunoa add histogram nas per row remove todo nunoa values todo nunoa boxcox transformation,REQUIREMENTS,3261
todo nunoa color points gradient see for add series nt add legend,REQUIREMENTS,3262
todo nunoa case,REQUIREMENTS,3263
todo check api data,ARCHITECTURE,3264
todo nunoa default columns perfect match partial match partial match would better certain,ALGORITHM,3266
todo nunoa data table instead,REQUIREMENTS,3267
todo nunoa maybe could simplified split response,TEST,3268
todo nunoa should try download invalid what re invalid only try times giving,REQUIREMENTS,3269
detect used todo nunoa support,REQUIREMENTS,3270
use location row names todo nunoa case ie undefined maybe duplicate entry append positive negative sign,REQUIREMENTS,3271
todo nunoa accept,CODE,3273
todo events two gene lines remove,CODE,3274
todo nunoa consider problems two gene,ALGORITHM,3275
by default assumes things may todo nunoa make sure intended,ALGORITHM,3276
todo nunoa account comments,CODE,3277
todo nunoa account comment character,CODE,3278
add row names nt work reason,DEFECT,3279
slower reduce var fails,ARCHITECTURE,3282
samples todo hack,CODE,3283
this bit nt call function directly,CODE,3284
the old aes key good,CODE,3285
image settings todo fix,ARCHITECTURE,3286
tag todo user tags added,CODE,3287
length nt null function called but never know,CODE,3289
todo test attributes happens provide min max default correctly default min potential bug dataset value,TEST,3291
sometimes error computation fails deal,DEFECT,3292
something skip computation odd let solve like,DEFECT,3293
skip skip lines hopefully nt start something much larger otherwise ll probably filtering,DEFECT,3294
following bit dangerous however way build ratio,ALGORITHM,3296
todo this done using,DESIGN,3297
initial values probably optimal,ALGORITHM,3298
do nt even ask,CODE,3299
plot replace avoid,DEFECT,3300
this one documented package works,DOCUMENTATION,3302
dirty stuff,ARCHITECTURE,3303
exclude reference class object,DESIGN,3304
annoying stuff trick cmd check,BUILD,3305
note fragile lines debug run repo root something goes wrong,TEST,3306
the test fails travis reason expecttrue private,TEST,3307
todo test param provided matrix ncol dimnames list null x1 x2,TEST,3308
bug fix found sometimes answer null strange read connection blocks nothing read see open details anyway seems timing problem answer matlab time in words try little bit later seems work this considered temporary workaround understand really happens hb reported similar problem minutes matlab process added option users set number times intervals query matlab hb,DEFECT,3309
fixme if figure calculate returning tail correct way update hb rev,DEFECT,3310
for nt return anything,CODE,3311
note it wo nt fix problem drop length,DEFECT,3312
not needed anymore,CODE,3313
case happen,CODE,3314
not needed anymore,CODE,3315
note case matlab save extra element case might actually contain repeated element if remove hb,ARCHITECTURE,3317
instead applying calculate position sparse element hardcoded,CODE,3318
not needed anymore,CODE,3319
not needed anymore,CODE,3320
not needed anymore,CODE,3321
update array flag tag why hb,CODE,3322
set dimension structure fixme is really correct cf issue hb,CODE,3323
not needed anymore,CODE,3324
note these unknown reverse since array undocumented https https thread table functions https https,DOCUMENTATION,3325
ad case hb,CODE,3326
fixme is really correct cf issue hb should data tag,DEFECT,3327
fixme the following turns vectors arrays matrices cf issue hb,ALGORITHM,3328
where,DEFECT,3329
note started would need generalize it currently set one think nt,DESIGN,3332
oh man failed well try really expensive optimization,DEFECT,3333
basically version old skip test,TEST,3334
custom types supported standard treated type,REQUIREMENTS,3335
types converted type standard nt support checking required fields,REQUIREMENTS,3336
ca nt call need ignore field,CODE,3337
this weird hack done dismo evaluate domain function fail stack one layer,CODE,3343
this weird hack done dismo evaluate function fails stack one layer,CODE,3344
this weird hack done dismo evaluate function fail stack one layer,CODE,3346
nt really pretty summary moment might come something,REQUIREMENTS,3347
this weird hack done dismo evaluate function fails stack one layer,CODE,3348
checking classes input args the istrue stuff needed nt know isna raster data barfing error raster passed,DESIGN,3349
dismo models nt like newdata unfortunately think use statement predict really different,REQUIREMENTS,3350
recalibrated models the trick set works whether one models recalibrated,ALGORITHM,3351
this lot get names get supplied works,CODE,3354
weird local trick keep making plot,CODE,3355
this longer exported ve copied,DESIGN,3356
comment the files nt seem folder it the folder way big anyway need absolute minimum necessary,TEST,3357
assign probabilities better way prob needs nrow number factor levels,ALGORITHM,3358
take ggplot2 functionality accept function data this needed make possible existence case depends actual data adding argument bad also needed warn incorrect right tail tests,TEST,3359
output step function evaluate histogram bar corresponding ends ie return vector length two first histogram bar input intervals to effect intervals trick used,CODE,3360
probably removed,CODE,3361
nocov start,TEST,3362
nocov end,TEST,3363
create source package need environment otherwise fails,ARCHITECTURE,3365
nocov end,TEST,3366
todo package attached,TEST,3367
todo look using extra grid space draw map https https,CODE,3368
todo try link data,ALGORITHM,3369
bad grid,TEST,3370
nasty hack,CODE,3371
note nasty hack related multiple issues eg,DEFECT,3372
label work,TEST,3375
todo calling function without actually checking anything,TEST,3376
provides pvalue matrix nt want dependency,TEST,3377
hack attribute prevent print method,DEFECT,3378
this good case false,DEFECT,3379
hack avoid warning check,BUILD,3380
fails unknown reason calling ff4 list freq class ff4 ff4 ff4,DEFECT,3381
fixme needed better maybe,CODE,3382
fixme seems like would need groupw even case scaling groupw,DEFECT,3383
idea build partable run model mplus syntax perhaps write export function andor,DESIGN,3384
check mean scale part rhs param expand code from make function,DESIGN,3385
todo handle plot loop syntax model constraints todo handle do loop,REQUIREMENTS,3386
define new constraint already defined otherwise,CODE,3387
todo figure constraints,CODE,3388
include final call since arguments space,REQUIREMENTS,3389
memory,CODE,3390
todo support inputs,REQUIREMENTS,3391
fixme handle multiple groups,CODE,3392
single group supported 1l,REQUIREMENTS,3393
section compute asymptotic mean variance first below assume output lavaan function guess vcov vcov object lavaan function defined lines but object inside lavaan function,DESIGN,3394
fixme better include,REQUIREMENTS,3395
get fixme,DEFECT,3397
guess default also case complete data,DEFECT,3398
extract information need internal use,DESIGN,3399
not done yet,REQUIREMENTS,3400
fixme tested used,TEST,3403
dirty hack handle large values rho note rho vectorized,CODE,3405
scores cache fixme also set cases na,DEFECT,3406
lambda theta psi lambda theta psi fixed,DEFECT,3407
nonzero rhs elements fixme,ARCHITECTURE,3409
fixme way,ARCHITECTURE,3410
constructor lavdata class lavdata class data looks like full data frame sample statistics todo allow patterns freq data categorical variable type numeric ordered many groups many observations missing patterns initial version yr,DESIGN,3411
perhaps data matrix fixme avoid handle data matrices directly,DESIGN,3412
needed case,CODE,3413
levels,CODE,3414
filled,ALGORITHM,3415
know sure ovnames exist dataframe create fixme add variable,REQUIREMENTS,3416
construct integers ordered factors fixme really always needed still better lapply data ordered generated even,DEFECT,3417
handle type package variable name ordered assume numeric march,REQUIREMENTS,3418
factor extraction method yr get better starting values,CODE,3419
lv fixme assume array eg not var style,DEFECT,3420
fixme need convert eg b2 others,ALGORITHM,3421
fixme good strategy,ALGORITHM,3423
fixme compute mplus way compute categorical setting see mplus document mplus,DOCUMENTATION,3424
fixme get scaling right,DEFECT,3425
ok row,DEFECT,3426
quick dirty fixme way get surely must elegant way see,CODE,3427
fixme take log right away,USABILITY,3429
fixme take log right away,USABILITY,3430
case uses object,DESIGN,3431
note model may need reorder true parameters model parameters,CODE,3432
fixme way avoid creating matrices,DESIGN,3434
return vector indices upper elements symmetric matrix size fixme make efficient without creating matrices,ARCHITECTURE,3435
elegant way,CODE,3436
inverse necessarily symmetric matrix fixme error handling,DEFECT,3438
update inverse removing rows corresponding one many formula removal,ALGORITHM,3439
weighted matrix always sum wt ml version missing values use observations weights not missing wt method ml,ALGORITHM,3440
fixme check nonexisting parameters,DEFECT,3441
no much x2 times faster,ARCHITECTURE,3443
fixme,CODE,3445
per group per block,CODE,3447
per group per block,CODE,3448
rescale parameters data standardized new fixme works well long variances latent variables know less equal eg true better estimates variances could use set scale,DEFECT,3449
todo use approach get estimate use diagonal elements indicators lv,ALGORITHM,3450
transform already variances standard todo lavoptions sqrt length lavmodel xfreevaridx 0l variances using another function fixme better approach startx lavmodel xfreevaridx startx lavmodel xfreevaridx startx lavmodel xfreevaridx sqrt startx lavmodel xfreevaridx assuming positive var,ALGORITHM,3451
check,CODE,3452
fixme call directly,DESIGN,3453
fixme,DEFECT,3454
handle equality constraints fixme todo,ALGORITHM,3458
unlist lavmodel lavmodel glist glist unlist lavsamplestats groupw fixme based ml,DEFECT,3459
fixme take account symmetric matrices hence ncol large empty columns added ugly nt alternative could ncol sum unlist lapply function length unique ncol sum unlist lapply length,REQUIREMENTS,3461
fixme what is the best thing to do here currently stop,ALGORITHM,3462
fixme,ALGORITHM,3463
first columns rep nc 1l rep fixme,DEFECT,3464
nc 1l rep fixme rep nc 1l rep,DEFECT,3465
need fix,CODE,3466
fixme,CODE,3468
case need theta,CODE,3469
fixme fixme,CODE,3470
fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM,3471
fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM,3472
asymptotic variance matrix h1 sample statistics fixme make work,DEFECT,3473
fixme number function,REQUIREMENTS,3474
hessian symmetric warning,DEFECT,3475
fixme use hessian instead,CODE,3476
needed part sigma needed lavsamplestats lavsamplestats,CODE,3477
lavmodel lavmodel glist glist lavdata lavsamplestats lavsamplestats group,CODE,3479
fixme use groupw nobs use estimated groupw gradient changes group models group weights think nobs unlist lavsamplestats nobs unlist else,ALGORITHM,3481
sum log work without constraints,DEFECT,3482
compute information matrix model always use expected information,USABILITY,3484
always use expected information,DEFECT,3485
case,CODE,3486
dirty hack catch small negative values diag needed eg parameters,CODE,3487
add header todo small columns header attr list header indices added parameters see effects equality constraints use then function,TEST,3490
fixme work multiple groups yet,DEFECT,3491
case data vector,CODE,3492
fixme analysis,REQUIREMENTS,3493
fixme avoid use,ALGORITHM,3494
check happen,CODE,3495
single group,CODE,3497
lavdata first group first group first group first group,CODE,3498
single group,CODE,3500
unused,CODE,3501
wt argument yet,ALGORITHM,3503
fixme surely better way,ARCHITECTURE,3504
wt argument yet,ALGORITHM,3505
single missing cells normal model fixme add wt,CODE,3507
fixme,CODE,3508
verbose,CODE,3510
fixme order ov returned object equal lavpartable otherwise use wrong sample statistics seems ok first generate covariances lavpartable right order,DEFECT,3511
fixme test scaled need anyway,DEFECT,3512
