comment,debt
downgrad unnecessari log messag,code/design_debt
temporari chang rpc version revert temporarili hudson complain version mismatch,code/design_debt
kylin625 draft impl readi first test,code/design_debt
spark27920sqltest add interceptparseexcept test util function chang propos pull request aim add interceptparseexcept test util function analysistest reduc duplic intercept function patch test pass jenkin updat test suit close 24769 dongjoonhyunspark27920,code/design_debt
tidi,code/design_debt
ambari5423 remov hard code servic compon map livestatuspi dsen,code/design_debt
generat keystor use rsa rather dsa also fix typo,documentation_debt
tri harder clean tdb lock normal jvm termin jena1136 normal jvm termin make effort tri clean lock file jvm exit note help jvm termin normal,code/design_debt
camelcor optim avoid use regexp pattern pattern regexp anyway reduc memori jdk8,code/design_debt
delet duplic test class testzkcallbackhandlerleak,test_debt
ad test case show use name queri jpa along use annot mark consum method pojo develop write method invok consum set flag updat step next state etc also perform minor refactor move reusabl code core modul deal except handl reflect call,code/design_debt
hbase17014 ad clear mark log messag start shutdown servic hmaster hregionserv thriftserv restserv also chang log level rpcserver respond start log messag debug,code/design_debt
geode5036 make enablechunkhandlerthread fals default 292 sdded new integr test chunkhandl delet test ad valu chang disablechunkhandlerthread enablechunkhandlerthread,test_debt
fix cleanup task unit test,code/design_debt
remov mapsid combin shufflemaptask separ concern simplifi shuffledepend shuffledrdd interfac mapsid combin perform mappartit call prior shuffl rdd dont anticip much perform impact approach tupl hash twice bucket partit combin hashtabl step perform differ order one extra iter,code/design_debt
add log,code/design_debt
cleanup,code/design_debt
nifi272 updat pomxml consist remov name tag includ default properti tag,code/design_debt
spark30801sql subqueri aqe main queri chang propos pull request make sure aqe either enabl disabl entir queri includ main queri subqueri current unsupport queri aqe queri contain dpp filter need make sure main queri unsupport none subqueri appli aqe otherwis lead perform regress due miss opportun subqueri reus chang need get rid potenti perf regress aqe turn introduc userfac chang patch test updat dynamicpartitionpruningsuit remov exist workaround withsqlconfsqlconfadaptiveexecutionenabledkey fals ad dynamicpartitionpruningsuiteaeon dynamicpartitionpruningsuiteaeoff enabl test suit aqe option ad check checkpartitionpruningpred verifi subqueri alway sync main queri term whether aqe appli close 27554 maryannxuespark30801,code/design_debt
camel702 propos fix camel702 gert take look concurr issu camelsaon work progress,requirement_debt
unnecessari entri,code/design_debt
fix inconsist within cqlsh help patch michael edg review benjamin lerer cassandra10719,documentation_debt
ad inform scaleup scaledown log,code/design_debt
improv schedul log bugfix,code/design_debt
ts1823 add line continu remapconfig add line continu remapconfig use backslash end line continu charact handl continu made toklin ad option third char paramet cont continu charact make usabl context outsid remapconfig also exampl config file parser implement intellig check backslash immedi preced newlin handl whitespac backslash newlin convert space next line append exampl definefilt foo actionallow srcip127001 read pars urlrewritebuildt definefilt foo actionallow srcip127001,code/design_debt
arrow5184 rust broken link document warn fix broken document link intern extern warn due lack code block close 4172 jblondinmast squash follow commit 319effd9 jami blondin arrow5184 broken link document warn,documentation_debt
remov redund hash outshap algoreg key 8122,code/design_debt
fix java doc messagelisten acknowledg part 5429 javadoc fix messagelisten messag ack respons document,documentation_debt
hdfs14336 fix checkstyl namenodemxbean contribut danni becker,code/design_debt
flink20444runtim chain yieldingoperatorfactori new sourc legaci sourc disabl chain incompat thread model new sourc work fine howev would give user massiv perform improv,code/design_debt
fix typo,documentation_debt
camel7852 clean karaf featur osgi test,code/design_debt
ambari17365 addhost wizard larg cluster pain slow atkach,code/design_debt
thirdey build fix 295 thirdey build fix ad end point thirdey make function end point specif,code/design_debt
add todo comstmtexecutepacket,requirement_debt
new aggreg resolv java style warn remov explicit cast rb723078 gpinotdevreview rjfimmshrivaskgopalakvradhakratumbderaringunssubrama amshriva,code/design_debt
merg fix natabl heap leak,code/design_debt
merg pull request 302 aledsagefixentitiesstoponshutdown fixessimplifi synchron entitiesinvokestoponshutdown,code/design_debt
guacamole47 remov xff header code due secur concern,requirement_debt
stream minor close file correct iter finish stream wal recoveri current there chanc close file correct iter finish chang completioniter avoid resourc leakag close 6050 jerryshaoclosefilecorrect squash follow commit 52dfaf5 jerryshao close file correct iter finish,code/design_debt
clear warn modulescontrib,code/design_debt
fix typo merg branch4x,documentation_debt
replac travi build status jenkin,code/design_debt
big chang ad whole grammar system describ goe tri process dfdl use bnfgrammarlik construct set whole grammar dfdl dsomgrammarmixin work like compil much decis make compil time priorvers front end call mani dfdl properti defin requir requir updat dfdl schema mani unit test test file howev still backend reorgan test pass known fail aabg test ibm test fewer test pass aabg set ibm test pass minor regress due newfront end group refer yet yet implement type element backreferenc new frontend bunch new rich attribut comput schema compon mani arent adequ unit test yet ad remain icu jar need support charset encodingdecod unit test exercis stuff remain learn exercis figur get right notif call back icu need encodedecod error situat dfdl ad unit test unicod xml internation test character behavior scala environ new revis scala come someth depend say xml namespac likelihood one test fail,requirement_debt
cleanup remov unus function 7365,code/design_debt
hdfs6690 dedupl xattr name memori wang,code/design_debt
hive6569 hcatalog still refer deprec properti hivemetastoreloc sushanth sowmyan via ashutosh chauhan,code/design_debt
chore consolid common code import 11936 chore consolid common code import small fix small fix,code/design_debt
style label stylingstorybook touchup 10627 color correct hovercursori chang there onclick ad info label break galleri stori lint fix bad class name fade support addit nonbootstrap label style ad new secondaryprimari label galleri fix map key react warn use new secondari label chartlist view lint fix issu,code/design_debt
doc fix doc style plugin faultinject 1322,documentation_debt
temporarili remov test need rebuild plugin structur,test_debt
fix typo error document,documentation_debt
doc dashboard docker relat clariti 4915 fix 4913 motiv origin document may mislead user think readymad docker imag build one scratch,documentation_debt
fix typocompil error,documentation_debt
tidi recent chang,code/design_debt
fix checkstyl issu,code/design_debt
bug fixesimprov notifi pend receiv method 3337 motiv prevent bug refactor method notifypendingreceivedcallbackhttpsgithubcomapachepulsarblobmasterpulsarclientsrcmainjavaorgapachepulsarclientimplconsumerimpljaval912 modif bugfix interceptor miss event prefetch messag disabl consum receiverqueues bugfix messag null except present previous commit test messag null made checknotnul method leav consum futur without complet result hang futur refactor favour simplic readabl control flow add unit test exploit bug fix result bug fix maintain code,code/design_debt
camel3551 polish,code/design_debt
fix wrong link doc,documentation_debt
cloudstack8401 fix kvms script proper cleanup old network rule router vms dont chain rule def suffix fix name proper remov vms run host tri remov dnat filter emptynon element list destroyebtablesrul check kind action request perform add remov execut base execut command log debug purpos method cleanup bridg may use futur,code/design_debt
spark10788mllibml remov duplic bin decis tree decis tree sparkml randomforestscala communic twice much data need unord categor featur here exampl say categori consid split current collect statist subset categori howev could instead collect statist subset lefthand side possibl split also stat entir node comput stat subset righthand side split pseudomath statsbc statsabc statsa patch add parent stat array dtstatsaggreg right child stat need store right child stat comput subtract left child stat parent stat unord categor featur close 9474 sethahspark10788,code/design_debt
lenet exampl test,test_debt
simplifi mlp mulgpu,code/design_debt
hadoop15358 sftpconnectionpool connect leakag contribut mikhail pryakhin,code/design_debt
bump replic depend fix default valu replic maxdocumentidlength paramet cleanup error log code couchdb3291,code/design_debt
hotfixe2 reduc e2ehadoop exclus also work includ confus,code/design_debt
apexmalhar2457 remov duplic entri,code/design_debt
hotfix harden rocksdbasyncsnapshottesttestcancelfullyasynccheckpoint depend rocksdboptionstimerserviceimpl adapt testcancelfullyasynccheckpoint wrt mani checkpoint stream skip,test_debt
remov old configur boringcyborg 10490,code/design_debt
hotfix cep add saniti check erron prune element,code/design_debt
fix empti except messag java function caus npe 3245 fix empti except messag java function caus npe add addit except messag error null check,code/design_debt
support date type dictionaryexclud remov java style error ad valid date timestamp ad test case valid timestamp date refactor test case remov code unnecessari file rebas code ad valid tabl creator well,code/design_debt
remov unus logic def class,code/design_debt
merg pull request 1160 cshaleymast speed kagglendsb2 exampl preprocess,code/design_debt
nifi4839 renam registri group registri better,code/design_debt
improv compat python convert signalsigterm int 9207,code/design_debt
fix style check config 3257,code/design_debt
minor fix append binaryoth test issu runtim output patch aim fix two test packag repeat creat issu ran github action characterist includ multipl 250s test new output buffer like caus timeout receiv feedback test reduc data size disabl output buffer slight improv perform result comparison togeth chang improv total runtim packag time spent baselin comput,code/design_debt
spark8619 stream dont recov keytab princip configur within stream checkpoint clientscalahttpsgithubcomapachesparkblobmasteryarnsrcmainscalaorgapachesparkdeployyarnclientscalal786 chang configur would caus problem stream recov logic cant find local keytab filesinc configur chang problem describ jirahttpsissuesapacheorgjirabrowsespark8619 close 7008 saintbacchusspark8619 squash follow commit d50dbdf huangzhaowei delect one blank space 9b8e92c huangzhaowei fix code style add short comment 0d8f800 huangzhaowei dont recov keytab princip configur within stream checkpoint,code/design_debt
fix typo ensur facesconfig includ jar,documentation_debt
fix obselet comment,documentation_debt
size byte confus,code/design_debt
ninjafix javac warn,code/design_debt
groovysh refactor duplic code,code/design_debt
simplifi compon configur box fhir googl itest,code/design_debt
camel1144 polish code strategi method iter inner class privat,code/design_debt
merg remov deprec code,code/design_debt
merg pull request 5598 improv consist hadoop hbase script fix shellcheck issu,code/design_debt
polish,code/design_debt
fix typeo tri appli patch amq575,code/design_debt
carbondata701fix memori leak issu new flow dataload close 594,code/design_debt
spark9336sql remov extra joinedrow ad improv perform jit inlin joinedrow call howev also improv project output unsaferow tungsten variant oper close 7659 rxinremovejoinedrow squash follow commit 7510447 reynold xin spark9336sql remov extra joinedrow,code/design_debt
camel12083 polish bit karaf featur,code/design_debt
trace generat java code fix typo,documentation_debt
hive flaki test testscant 1817 1824,test_debt
improv tutori includ import statement 8670,documentation_debt
geode7312 modifi threadmonitor print stack block thread log thread trace thread that block stuck thread help lot user experi hung oper prior chang need request thread dump server usual possibl obtain server alreadi termin restart chang put relev thread dump server log file much easier folk gather fact,code/design_debt
storm3374 remov unnecessari stacktrac log,code/design_debt
merg pull request 3060 apacheprototypefdblayerebtreespeedytest speed ebtre test suit without lose coverag,test_debt
fix format iss printabl site,code/design_debt
fix flaki comparison loghandlertestpi,test_debt
net improv except messag binari misconfigur miss assembl,code/design_debt
pinot3101 fix connect leak server restart connect timeout scattergatherimplsinglerequesthandl need cancel outstand futur time get connect otherwis count asyncpoolimpl wrong wait connect releas none grace close server need destroy resourc associ connect point view asyncpoolimpl ad log debug connect issu rb735254 bugpinot3101 gpinotdevreview rkgopalakjfimatumbdemshriva akgopalakatumbd,code/design_debt
hbase10051 rollingrestartsh old valu zookeeperznodeunassig config caus infinit loop,code/design_debt
minor correct code use test file instead actual output file,code/design_debt
accumulo2048 remov unnecessari path manipul walog ad saniti check,code/design_debt
spark20262sql assertnotnul throw nullpointerexcept chang propos pull request assertnotnul current throw runtimeexcept throw nullpointerexcept specif patch test close 17573 rxinspark20262,code/design_debt
avoid unnecessari run unit test case,test_debt
fix log messag,code/design_debt
fix bad format changelog,code/design_debt
yarn6519 fix warn spotbug hadoopyarnserverresourcemanag contribut weiwei yang,code/design_debt
make word consist context fix typo 3865,documentation_debt
minor code cleanup remov redund code 1337,code/design_debt
fix format,code/design_debt
checkstyl,code/design_debt
jena1703 remov unus file,code/design_debt
doc remov unus releas instruct 8100 turn sinc use git archiv there need git clean pretti disrupt,code/design_debt
temporari remov karaf maven plugin karafe base karaf,code/design_debt
arrow5784 releaseglib replac cglib run cglibautogensh devrelease02sourcesh cglib sourc archiv generat make dist includ configur script current devrelease02sourcesh build arrow arrow glib includ artifact gtkdoc run make dist slow run cglibautogensh replac cglib close 4749 shiro615releasereplacecglibafterrunningautogen squash follow commit 9a69f8edc yosuk shiro remov unnecessari environ variabl 3a2550fbd yosuk shiro remov omit 02sourcetestrb 501a2dd97 yosuk shiro remov autom4tecach run autogensh 46a4f8995 sutou kouhei use dockercompos e357a88b7 yosuk shiro exclud cglibautom4tecach rat check 70cb4a762 yosuk shiro remov unnecessari diff aa786804d yosuk shiro enabl test testglibconfigur travi e04276e33 yosuk shiro remov librari build 56098ae87 yosuk shiro replac cglib cglib run autogensh,code/design_debt
minor remov redund claus secureaclsen check also includ minor cleanup close 1623 ijumafixzkinconsistentsecuritycheck,code/design_debt
minor renam consist openejb1736 exampl osgi apach karaf,code/design_debt
renam misspel method,documentation_debt
fix generic warn,code/design_debt
spotbug make map travers effici 1035 make map travers effici make map travers effici modifi accord review compil fail delet space,code/design_debt
ts4649 minor style improv loggin system make log field name array static make logfield member const remov unus logfilterrevers make various trivial member function const,code/design_debt
hdfs12712 9806 code style cleanup,code/design_debt
arrow5039 rust datafus reimplement cast support achiev thing remov poc code replac generic code evalu cast express add support cast uint64 arrow comput modul look like miss improv error messag rustdoc add bound check avoid panic column index incorrect close 4054 andygrovearrow5039 squash follow commit fbc606c andi grove test cast float point type plus fix bug map f32 u16 ae4338c andi grove test cast unsign int type 46a016 andi grove test cast sign int type 9ddd055 andi grove check null cast ddc80dd andi grove add unit test cast int64 e2a9e33 andi grove revert last commit 84951ad andi grove revert ad int64 cast support 588459a andi grove code cleanup 28d63c6 andi grove improv error messag rustdoc 542ad26 andi grove reimplement cast support datafus c01763c andi grove add support cast uint64,code/design_debt
ltr test harden use permethod state isol sever test help prevent failur one test allow persist date leak test method well ensur test play nice dtestsit testrerankbas cleanup elimin unnecessari extra solrcor leak,test_debt
add basic encrypt token generat simplifi code 3403 add baseencryptsqltokengener add awar packag,code/design_debt
remov fake test test empti repositori trigger build continuum,test_debt
remov useless brace,code/design_debt
fix lookup topic client lib http servic url 2043 fix lookup topic client lib http servic url fix format fix path use differ topic name test fix format,code/design_debt
optim integr framework 5413 display raw sql parametr test print test context assert error occur checkstyl,code/design_debt
ad thecrew giraphgraphprovid renam method valuemaptest away old valu model updat changelog,code/design_debt
remov unus method cfmerg add test columnfamilytest patch sandeep tata review jbelli,code/design_debt
dispatch1824 fix tcp adaptor listen connector shutdown leak,code/design_debt
javadoc typo,documentation_debt
fix miss style filterscopeselector modal 11726,code/design_debt
remov warn ppisurvey relat code,code/design_debt
fix leak ocsp url avail follow complet version 19a55a2679dda03f1258e097a82c27c98f00efbc,code/design_debt
cloudstack3096 format configgeneratorpi,code/design_debt
ad warn messag blvp,code/design_debt
carbondata3720 support alter tabl scenario new insert flow need current rearrang logic base schema ordin alter tabl drop add column withwithout partit schema ordin base arrang may work index outsid project size logic becom complex handl henc dont use schema ordin rerrang implement posit map base rearrang chang propos implement posit map base rearrang introduc user interfac chang new testcas ad close 3634,code/design_debt
remov unnecessari doctest main method,code/design_debt
merg pull request 2506 jujoramosfeaturegeode5523 geode5523 remov defaulthashmap intern class defaulthashmap design intern workaround return default valu whenev valu return mapgetk null start java map interfac ad method getordefault someth similar effici way return default key doesnt exist inspect code dont insert null valu statsmap safe delet old defaulthashmap class replac usag mapgetordefault,code/design_debt
hadoop13546 overrid equal hashcod default retri polici avoid connect leakag contribut xiaob zhou,code/design_debt
cxf6475 ad httpautoredirect properti make simpler configur client,code/design_debt
remov useless json type 9423,code/design_debt
made easier use custom aggreg collect discuss thread httpwwwnabblecomaggregationcollectionimplementationtp15891263s22882p15891263html,code/design_debt
kafka9685 pt2 avoid unnecessari set creation acl match 8382 8261 went long way solv acl perform issu dont think need creat set find isempti call testauthor cost chang,code/design_debt
systemml1289 perform codegen cellwis compress matric patch make follow perform improv codegen cellwis oper other compress matric spars output matric sparsesaf oper ensur correct explicit sort output spars row done threadloc manner per row partit prealloc spars row order avoid repeat realloc determin number non zero per row partit front note requir segmentalign row partit enforc limit effect degre parallel skipscan exploit find boundari ole valu iter order avoid repeat scan entir iter find row partit start also implicit use codegen oper compress matric exampl scenario preprocess imagenet dataset 12m imag 30x30 pixel per imag simpl sparsesaf cellwis generat oper xy7 compress input patch improv singlenod perform 36s 115s competit given uncompress codegen oper take 163s final patch also includ robust fix generic colgroupoffset iter case iter row partit row index,code/design_debt
ambari12083 instal repo packag need robust handl actualvers instal script kill timeout alejandro,code/design_debt
hotfixruntim delet unus interfac executionstatuslisten close 7977,code/design_debt
buildxml srctestorgapachehadoophbasetestbrokentestjava srctestorgapachehadoophbasestatictestenvironmentjava srctestorgapachehadoophbasetestsomethingjava temporari commit see suitesoftest work hudson back build run,code/design_debt
convert unnessecari loginfo logdebug also generat static queri set,code/design_debt
tobago1524 use standard ajax mechan cleanup remov old ajax stuff tobago,code/design_debt
rat simplif,code/design_debt
bug 9161 add log,code/design_debt
spark11078 ensur spill test actual spill 9084 uncov mani test test spill dont actual spill followup patch fix ensur unit test actual catch potenti bug spill size patch inflat refactor externalsortersuit lot duplic code logic close 9124 andrewor14spillingtest,code/design_debt
made tinkergraph even smaller effici edg vertexproperti ad strategyvertex optim dkuppitz giraph,code/design_debt
readmemd format,documentation_debt
drill1197 client differenti sockethandshakequeri timeout deadlin timer also return detail connect status valid handshak add timeout option queri submitt,code/design_debt
fix checkstyl issu,code/design_debt
improv perform booleanutilstobooleanstr,code/design_debt
add test verifi fix dfdl471 liter nonent whitespac accept within certain properti dfdl471,test_debt
remov unus type check int32io class,code/design_debt
add skip option updateextensiondocpagemojo abl workaround httpsgithubcomquarkusioquarkusissues10217,code/design_debt
remov comment dead code,code/design_debt
hdds2635 minorfix typo hddsconfigkey ozonedefault 274,documentation_debt
amq8012 improv thread safeti subqueueselectorcachebrok return copi set selector need synchron,requirement_debt
initi workaround jena820 current work correct output line base need add test case research implement block whole file base mode,test_debt
updat importpackag includ spring updat osgi metadata includ spring version rang remov duplic orgspringframeworkosgi packag refer,code/design_debt
checkstyl tweak,code/design_debt
bigqueryioreadfromqueri improv make use random generat queri job make sourc split retriabl fix bug handl queri prioriti enum renam backward incompat chang per featur never work there much compat remov vacuous test prioriti set make sens queri vacuous test tabl,test_debt
spark31934build remov set docker imag tool chang propos pull request remov set docker imag tool chang need imag tool print inform may confus introduc userfac chang less inform display docker imag tool patch test ran docker imag tool local close 28759 holdenkspark31934removeextraniousinfofromthedockerimagetool,code/design_debt
spark34059sqlcor use forforeach rather map make sure execut eager chang propos pull request basic followup httpsgithubcomapachesparkpull14332 call map alon might leav execut due lazi evalu better use foreach make sure execut output unus unit chang need prevent potenti issu execut map introduc userfac chang current code look caus problem patch test found item run intellij inspect doubl check one one fix instanc across codebas ideal close 31110 hyukjinkwonspark34059,code/design_debt
javadoc typo,documentation_debt
made log messag slight less ugli,code/design_debt
fix function config cleanupsubscript updat bug 3771 fix function config cleanupsubscript updat bug add fix unit test,code/design_debt
improv mango markdown primarili wrap long line remov trail whitespac readmemd todomd file testreadmemd updat default admin usernam password use devrun,documentation_debt
doc repair document format 4336 error format keyword lot doc repair document format 4335,documentation_debt
lucene5189 remov leftov,code/design_debt
ts1872 robust compil detect add autoconfarch axcompilervendor robust detect compil deal,code/design_debt
remov unnecessari white space,code/design_debt
increas test coverag tostringbuild class 100,test_debt
lin regress conform packag manag ad test chang studenttcdf accept sign integ argument postgresql unsign,test_debt
cleanup style,code/design_debt
hive11946 testnotificationlisten flaki jimmi review sergio,test_debt
geode17 clean error messag clean authenticationauthor error messag catch author except later command chain avoid unnecesari pars command result add exceptionhandl control set http header correct catch author except gfsh execut better error report,code/design_debt
cleanup camelhdfs2 camelhdf compon renam,code/design_debt
ad gettableconfig api zkmetadataprovid 1497 provid one singl api fetch tabl config offlin realtim use tableconfig simplifi logic reduc redund check tabl type,code/design_debt
arrow3544 gandiva creat function registri multipl compil unit reduc build time refactor functionregistri separ file function signatur split across differ file viz functionregistrycc functionregistrybinaryfncc functionregistryunaryfncc approach reduc build time setup littl refactor look tensorflow well wes suggest howev tensorflow heavili util tempal base approach quit differ may requir quit bit refactor gandiva close 3051 siddharthdavemast squash follow commit 1d75ac7f6 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang remov individu clasess registri remov unus header file clean code ab93602f3 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix lint error make format 8161eddb5 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang ad note functionregistrycommonh intern use 60954a038 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang replac stringifi arrowstringifi 241b6340c siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang yet anoth refactor macro remov redund comment faeffeef4 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang incorpor review comment suggest ravindra refactor code bit remov unus includ etc 508b7835e siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix make checkformat error b8176dd40 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang incorport review comment remov duplic codemacro move new header file functionregistrycommonh ad separ class hold differ function type initi map popul individuali popul class common map 1788fb32e siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix whitespac issu report make lint 2cdb6df58 siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang refactor functionregistri separ file function signatur split across differ file viz functionregistrycc functionregistrybinaryfncc functionregistryunaryfncc approach reduc build time setup littl refactor,code/design_debt
ignite349 bugfix integr test result npe properti serial small usabl improv,code/design_debt
spark21196 split codegen info queri plan sequenc codegen info queri plan long debug consol web page would readabl subtre correspond codegen split sequenc exampl exampl return seqstr string length contain subtre string correspond generat code subtre string generat code chang propos pull request add method codegentoseq split codegen info queri plan sequenc patch test unit test cloudfan gatorsmil pleas review httpsparkapacheorgcontributinghtml open pull request close 18409 gengliangwangcodegen,code/design_debt
merg trafodion1745 show info translat error,code/design_debt
fix typo 934 fix miss word one mani state,documentation_debt
solr15136 reduc excess log introduc per replica state featur,code/design_debt
improv coverag packag tabl 3201 test case ad tablemeta tablemetadata remov instead assertgetok use assertget instead listsnewarraylist use collectionssingleton remov instead assertgetok use assertget instead listsnewarraylist use collectionssingletonlist,test_debt
nnvm imper invok 3208 fix fix,code/design_debt
disabl jmx test broker need test prevent failur speed thing littl,code/design_debt
option longpol base segment announc via http instead zookeep 3902 option longpol base segment announc via http instead zookeep address review comment make endpoint druidinternalv1 instead druidintern jetti qos filter configur easili need updat segment callback initi call first segment list fetch succeed server address review comment remov size check requir anymor segment server announc peon process annouc segment server histor cach segment load fix checkstyl error,code/design_debt
ambari24610 log search show user friend compon name queri input 2277,code/design_debt
hbase12090 byte unsaf faster vladimir rodionov,requirement_debt
nifi631 initi implement fetchfil processor review toni kurc tkurcapacheorg,code/design_debt
updat base readm point document site instead wiki updat docsreadmemd describ use jekyl renma thing make consist lowercasewithhyphen convent,documentation_debt
camel10957 log warn respons canno unmarshal composit api add log warn level case except unmarshal respons composit api,code/design_debt
skip redund tombston compact patch branimir lambov review marcus cassandra7953,code/design_debt
thrift5199 fix infinit loop write close tsocket php client php patch tim heilig close 2134,code/design_debt
nojira skip build proton exampl test action 871 option enabl proton2170 proton2171 proton version dont implement buildexampl yet ignor print cmake warn,requirement_debt
remov unus helixmanag paramet gobblinhelixtaskstatetrack close 2202 happyrayremoveunusedhelix managerparamet,code/design_debt
wip ad code new format optim scan fix testcas fix style fix issu ad read head blocklet fix style refactor code ad read head blocklet optim decod updat code format interfac optim greater less filter fix col group queri refactor format new interfac fix complex queri fix comment,code/design_debt
hudi1062remov unnecessari maxev check add log kafkaoffsetgen 1779,code/design_debt
ambari24361 make upgrad progress counter readabl,code/design_debt
