text,label,document_index
fixme probably gives wrong length,DEFECT,2796
fixme use figure avoid axis,CODE,2797
fixme element element extend allow string numbers length asnumeric,CODE,2798
fixme probably,DESIGN,2799
fixme dim data,CODE,2800
fixme newer adp code probably better adv code,CODE,2801
fixme,DEFECT,2803
fixme,DEFECT,2804
fixme,DEFECT,2805
fixme handle individual cases,DESIGN,2807
fixme,CODE,2808
fixme tsslow fixme tsslow,ARCHITECTURE,2809
fixme make work etc,CODE,2810
fixme decide whether slow variables,ARCHITECTURE,2811
test files big looks fine manually following test file,TEST,2812
fixme fails arrows,DEFECT,2813
next line issue since fails times na ends xlim,CODE,2814
fixme,CODE,2815
case,CODE,2816
fixme argument,CODE,2817
fixme nt why also,DESIGN,2818
fixme think rule creating new data fixme since years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2819
fixme think rule creating new data fixme since years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2820
fixme s4,DESIGN,2821
fixme possibly tsslow,ARCHITECTURE,2822
fixme check worked,CODE,2823
fixme may things,CODE,2824
fixme repeated elsewhere,CODE,2825
fixme obsolete removed fall,CODE,2827
old deparse file variable calling code old paste deparse matchcall sep collapse,USABILITY,2828
fixme different,CODE,2829
fixme document data type returns data frame,DOCUMENTATION,2831
fixme obsolete removed fall,CODE,2833
try get global attributes permit first,CODE,2834
fixme numbers get labels fixme need anymore,ALGORITHM,2835
special trick get seconds cf,CODE,2836
the depending xlim might supplied,ARCHITECTURE,2837
fixme,CODE,2838
we need offset time excel leap year we check day count see https discussion note return na day excel produces fact day think oce users fact na excel leap year,DEFECT,2839
fixme permit time vector,REQUIREMENTS,2840
fixme,CODE,2844
fixme types,CODE,2846
fixme right,CODE,2847
fixme accept flags eg salinity,REQUIREMENTS,2848
fixme delete later get na codes the mess warnings codes,CODE,2849
changes update,DESIGN,2850
fixme the next block single numeric na value fixme possible otherwise returns first value perhaps fixme keeping values using individual columns fixme values seem times times seem never fixme equal files ve seen single fixme numerical elements fixme header columns,DEFECT,2851
message data data time print data time print data time print substitute subset substitute subset prior next line eval substitute subset data parentframe but failed calling subset within functions see github fixme fill issue link issue http question environments used parentframe subset definitions tests parentframe work generally within code within function passed items go subset,TEST,2852
fixme in could plots may better get users supplying xlim etc yield errors example,ARCHITECTURE,2853
some files nt use anyway con,ALGORITHM,2854
get time note trick making avoid problem bit integers,DEFECT,2855
when numeric equal query table sort times limits meaningful this code required slower dates character,ARCHITECTURE,2856
need check column if extract data matrix,CODE,2857
fixme utf8 characters andor spaces should coerce spaces least fields rename eg remove spaces,CODE,2858
fixme developer sets temporary undocumented debugging,DOCUMENTATION,2859
this code bit tricky modify existing pressure,CODE,2860
this code bit tricky modify existing pressure,CODE,2861
fixme work nt contain,DEFECT,2862
fixme need read lot events is better way,CODE,2863
fixme is right,CODE,2864
fixme may int time,CODE,2865
read whole file tricky times text data,ALGORITHM,2866
fixme may int time,CODE,2867
fixme want,CODE,2868
fixme able set,USABILITY,2869
fixme check see exists first,CODE,2871
trim zero good data fixme new metadata,REQUIREMENTS,2872
fixme sqrt test case sure make sense though dk,TEST,2873
fixme code dry,ALGORITHM,2874
fixme think missing means null means none,CODE,2875
fixme nt get plot edges,DEFECT,2876
fixme might need check xx used later,CODE,2877
fixme nt next line work types,DEFECT,2879
fixme testing,TEST,2880
double resolution although perhaps needed,CODE,2881
fixme might need check xx used later,CODE,2882
sum browser,DEFECT,2884
fixme value used it fails data,BUILD,2885
fixme maybe scan thing might work better anyway,ARCHITECTURE,2886
bug handle variables interpolate flag,DEFECT,2888
get length fixme silly know ensure timezone note gives null,CODE,2890
get etc fixme silly know,CODE,2891
fixme using int must check cases,CODE,2892
note return temperature regardless stored pressure salinity fixme unit use,CODE,2893
fixme object types,CODE,2894
fixme dk sure like following since uses standardized but official source think must check unesco,CODE,2895
fixmegsw add gsw version,CODE,2896
fixme loop slow done like,ARCHITECTURE,2897
fixmegsw add gsw version,REQUIREMENTS,2898
fixmegsw add gsw version,REQUIREMENTS,2899
fixme still best way,CODE,2900
fixmegsw add gsw version,REQUIREMENTS,2901
fixme avoid,CODE,2902
fixme right state,ALGORITHM,2903
fixmegsw need gsw version library,ALGORITHM,2904
fixmegsw need gsw version library,ALGORITHM,2905
fixme approximation sound speed convert khz,CODE,2907
fixme removal explicitly amplitude coef,DEFECT,2909
fixme calculation done match,DEFECT,2910
ftesting false fixme ftesting the regression gives us intercept call z0 ftesting indices indices index z0 ftesting name z0 name ftesting freq freq ftesting,TEST,2911
fixme unit suggests suggests consistent we convert,REQUIREMENTS,2912
fixme sign,CODE,2913
timezone,CODE,2914
the following somewhat hack get around plot produce past bug use par seems mess windows,DEFECT,2915
fixme seems mixed,DEFECT,2916
data may extend across plot region range longitude narmtrue range latitude narmtrue,CODE,2917
fixme dk sometimes length sure fixme dk files,DEFECT,2918
fixme add units,CODE,2919
quite,ARCHITECTURE,2920
fixme detection end header robust,ARCHITECTURE,2921
fixme assumes metric,CODE,2922
fixme next uses understand format,TEST,2923
fixme check print,TEST,2925
why wrong is unit problem,DEFECT,2926
nb header whole instrument samples samples but mode guess right number in case test,TEST,2927
fixme think might wrong burst,DEFECT,2928
fixme,DEFECT,2930
page fixme previously,TEST,2932
testing values worked fixme replace numbers found,TEST,2933
fixme data lines things done,TEST,2935
developer note keep synch,DOCUMENTATION,2936
nt like na flags,TEST,2937
fixme add tests data,TEST,2938
fixme add tests data,TEST,2940
fixme add tests data,TEST,2941
fixme add tests data,TEST,2942
files download new data these files go back years think,TEST,2943
fail,TEST,2946
fail,TEST,2947
fail,TEST,2949
fixme following works manually fails rstudio build expectequal unit expression ratio,BUILD,2950
actually work file,TEST,2951
table rho sigma potential temperature temperature scales absolute salinity temperature sound speed temperature specific rate alpha beta sound unesco unesco unesco depth pressure fixme incomplete,REQUIREMENTS,2952
bug broken,DEFECT,2954
store calls,CODE,2955
store calls,CODE,2956
nocov start,TEST,2959
useless pass cmd check,BUILD,2961
todo change fixed threshold option,USABILITY,2962
remember calling get rid intercept mt mt,DESIGN,2963
work around bug,DEFECT,2964
useless pass cmd check,BUILD,2965
nocov end,TEST,2967
nocov start,TEST,2968
nocov end,TEST,2969
nothing nocov start already checked,TEST,2970
nocov end,TEST,2971
todo change fixed threshold option,USABILITY,2972
result errors eg prior weird,DEFECT,2973
nocov start,TEST,2974
nocov end,TEST,2975
nocov end,TEST,2977
normal prior user override,CODE,2978
prior user override,CODE,2979
tests use sampling instead latter fails,TEST,2980
fixme,DEFECT,2981
links expectequal coef fit coef tol weird,CODE,2982
fails many cases year id gaussian,CODE,2983
fails cases testthat year id binomial,TEST,2984
solution applying method,CODE,2985
todo handle exception model https,REQUIREMENTS,2986
todo ll need variant isnull trycatch data return null todo,CODE,2987
todo document export,DESIGN,2988
todo check valid,CODE,2989
todo check valid,CODE,2990
todo should check makes sense leave user,USABILITY,2992
plot lines nothing nt like consistency might good plot something,REQUIREMENTS,2993
todo using keep check fits code,CODE,2994
idea should add color column color if present would take maybe could also add separate parameter specify column name color info that would function quite lot if object attribute,REQUIREMENTS,2996
todo since code growing function merge internal function keep two separate functions api,DESIGN,2997
todo should return values instead using last one,CODE,2999
todo if data try convert testing region set formats used,TEST,3000
to get plot real coverage need build two elements per range one start one end note breaks todo make deal nas data set na,DEFECT,3001
add empty information todo return,TEST,3003
get positions nt todo add name length avoid,CODE,3004
todo this could vectorized per gene bins object inside apply get position initialize,ALGORITHM,3005
question how axis should return values latest plot help creating legend axis,ALGORITHM,3006
todo make parameter document,DOCUMENTATION,3007
sort everything chr start we need sorted non algorithm will problematic non genes chr order,CODE,3010
todo per this problematic plots idea if get reverse function could work labels time reverse transform plot coordinates coordinates call functions,ALGORITHM,3012
todo update use internally but file file tabix index available load regions visible using import we might need check index available since expected trying load part file,BUILD,3013
todo check data valid,CODE,3015
todo implement plot,REQUIREMENTS,3016
todo implement plot params data,REQUIREMENTS,3017
parameters check todo finish checks,CODE,3018
bug fails,DEFECT,3020
todo check,TEST,3021
todo,TEST,3022
todo extend testing,TEST,3023
todo extend testing,TEST,3024
todo do,TEST,3025
errors todo error condition isna longer could return better error messages,TEST,3026
hack,CODE,3027
hack cran check,BUILD,3028
hack get past cran check,BUILD,3030
hack get past cran,BUILD,3031
hack get past cran check length age,BUILD,3032
hack get past cran check,BUILD,3033
hack get past cran,BUILD,3034
make check happy wrt call better way isna data work,BUILD,3035
probably source incorrect the sd sqrt n1 n2 df,DEFECT,3037
todo length bins must length data bins bins need align ss also checked within ss create fatal error,DEFECT,3038
todo need things like change age matrices todo change data vectors specified,CODE,3039
if nt use structure get expected value nt need print nt need todo check right it slow om write data,ARCHITECTURE,3040
now figure data types need om sampling necessarily em for special cases could different based different algorithms,ALGORITHM,3041
todo correct wtatage,CODE,3042
todo necessary check remove add test,TEST,3043
todo use pass control list rather,DESIGN,3044
todo way written means necessary write file may need ways file need written object passed back changes,CODE,3045
todo add ability estimate extra se add,REQUIREMENTS,3046
todo change script used time varying parameters already model todo variable added years need use check change init value file instead time varying case might best separate function,REQUIREMENTS,3048
for stop time varying parameters specified todo make existing time varying structure check,ALGORITHM,3049
todo make necessary run model file greater want use params,REQUIREMENTS,3050
write files todo may want make file standard going run om except end eventually perhaps using instead useful,DOCUMENTATION,3051
todo may want add labels,USABILITY,3052
todo find iteration value set,CODE,3053
other todo change spreadsheet level find get output,ALGORITHM,3054
todo sex model may want use rather separate lines sex this sex ratio context em,CODE,3057
todo add,CODE,3058
if additional argument checks todo maybe turn warning instead,CODE,3059
maybe would better parameters which sets age bins eg todo adding sample size user way start can modify future,USABILITY,3060
sometimes draw age class resulting nan for replace values todo fix values missing age bins,DEFECT,3061
it appears first three lines need reason todo fix need,PEOPLE,3062
going think why year wtatage data,CODE,3063
sample used loop keep things could use apply also,CODE,3064
create empty list store weights todo could bug seq,DEFECT,3065
todo make null em created om internally within eg function,DESIGN,3066
todo feature weight index,CODE,3067
todo maybe om only ca nt done parallel may faster om model runs parallel test then om created copied folder along em iteration,ARCHITECTURE,3068
todo rather write expdata file expdata rm expdata,CODE,3070
sample om read list object write back file end running em todo use expdata rather reading file,CODE,3071
todo eventually remove captureoutput uses verbose capture output,CODE,3075
need input check maybe check present age length exclude methods,CODE,3076
todo think works delete files old runs run new directory think make real check,DEFECT,3077
todo make general params across,DESIGN,3078
todo add tests testthat works tail constant,TEST,3079
pretty simple need test,TEST,3080
todo write expectation ensure sampling done correctly could regression test,TEST,3081
try using different bins equal note done way function currently written,CODE,3082
todo tests currently failing,TEST,3083
the isna little overkill,CODE,3084
todo this function order variable this could potentially problem although probably,CODE,3085
does nt work expected,DEFECT,3086
there kind floating error causes offset value values,DEFECT,3087
there kind floating error causes offset value values,DEFECT,3088
there kind floating error causes offset value values,DEFECT,3089
this nt allowed see https,DEFECT,3090
need include unknown reason test fails cmd check mode,BUILD,3091
not using fails metrics missing,CODE,3093
warn test need,TEST,3095
axis ticks assume ticks never wanted make things pretty looking,REQUIREMENTS,3096
keep many extra columns added used function,DESIGN,3097
why difficult,CODE,3098
fixme add body column,CODE,3099
we nt put top write functions might fail case would deleted existing path nothing,DEFECT,3100
nt take connection objects,DESIGN,3101
multiple groups nt work properly hence,DEFECT,3102
fails give samples different gene sets,DEFECT,3103
ok problematic want warn already exists,CODE,3105
ca nt fail,DEFECT,3106
release devtools nocov start,TEST,3107
nocov end,TEST,3108
question happens present think still present otherwise package nt namespace let say,DESIGN,3110
ca nt overwrite namespace unless created trick add rstan stuff else get errors,DOCUMENTATION,3111
fixme,CODE,3112
todo new function object,DESIGN,3114
workaround bug,CODE,3115
todo replace efficient common function instead,ARCHITECTURE,3116
todo improve events,DOCUMENTATION,3117
todo filter translate back passed us,REQUIREMENTS,3118
another workaround single variants empty string,CODE,3121
todo does write two records full https,DEFECT,3122
hack add new required,CODE,3123
hack add new required,CODE,3124
todo remove,BUILD,3125
obj1 obj2 obj1 obj2 either obj new one created properties copied default called data obj1 obj2 new object properties set properties two old ones using obj1 obj2 new columns assuming nt merged properties across should option maybe,REQUIREMENTS,3126
quick hack,BUILD,3127
guess runs knitr,BUILD,3128
knitr nt work files,BUILD,3129
add top row first color cells,CODE,3130
reverse think text really work text,CODE,3131
xxx way speed cells run point,ARCHITECTURE,3132
turn character strings nt capture local information yet,CODE,3133
gets double path you use normalizepath file work normalizepath true,CODE,3134
ca nt use string colour strings instead horrible hack uses find,CODE,3135
return empty cells we nt use nonbreaking spaces returned risky might locales,CODE,3136
nb may fail rmarkdown loaded rmarkdown,TEST,3138
cran nt uses full,BUILD,3139
kind subsetting nt seem work earlier,ARCHITECTURE,3140
reason comes files knitr somehow ends vector information,BUILD,3141
temporary,CODE,3142
useless always new,CODE,3144
show view get selected optimal view get selected,ALGORITHM,3145
datatable done yet need validate https,TEST,3146
todo,CODE,3147
todo add optional core abundances would sum,REQUIREMENTS,3149
support file function nt work,DEFECT,3150
par warning causes problems two variables,DEFECT,3151
ignore warning start null,BUILD,3153
relative tolerance optimize no need think,ALGORITHM,3154
need initial null test initial isnull start start edge good,TEST,3155
solution step worse zero,CODE,3157
seems work ok could use method hessian giving problems,DEFECT,3158
hessian could ve case diagonal,ALGORITHM,3159
checking man version test sure quantile regression this function gives maximum some code useless stuff,TEST,3160
there bug plyr useless warning,DEFECT,3161
there bug plyr useless warning,DEFECT,3162
gaussian fit used nb smoothing parameters using bad idea,ALGORITHM,3163
smoothing parameters using bad idea gam or,CODE,3164
let gam initialize via,CODE,3165
code package debug big trick set environment new original,CODE,3166
defaults hardcoded return,CODE,3167
what mean,CODE,3168
todo check date inside data,REQUIREMENTS,3169
good solution components,CODE,3170
longer use,CODE,3172
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,3173
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,3175
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,3176
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,3177
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,3178
todo deprecated,CODE,3180
must uk ad hoc know,CODE,3181
quick fix problem uk vs,DEFECT,3183
quickanddirty fix uk matching,CODE,3184
sort regions table ad order may give unexpected results depending locale move style ordering,CODE,3185
use potential prefix matches nt work regexp,DEFECT,3186
inverse the dealing special cases like but think ok returns similar but must return etc,CODE,3187
fixme find better solution characters eg whole world database,ARCHITECTURE,3189
enforce xlim exactly changes output,ALGORITHM,3190
broken,DEFECT,3191
never occurs,CODE,3192
todo clean this whole metadata columns bad idea needs simplified,CODE,3194
deal stupid choice rename default field names,CODE,3195
todo clean horrible mess,CODE,3196
old needs find search path we re supposed use require package need compatible cran github versions,BUILD,3198
fixme failure vectorize needs rcpp,ARCHITECTURE,3199
todo without conversion,CODE,3200
true reflect fact place used smoothing estimated matrices but matrices already estimates already case todo general need smoothing parameters,CODE,3201
todo support labels well have support http,CODE,3202
todo rcpp,ARCHITECTURE,3204
todo could skip getting full using,CODE,3206
todo smoothing,ALGORITHM,3207
todo stupid point words re since depends dk,ALGORITHM,3208
think equivalent two single distribution sum alpha,ALGORITHM,3209
nt,TEST,3210
todo test,TEST,3211
check least get possible get pairs examples values produce clusters instead,TEST,3212
todo probably improved necessary,CODE,3213
workaround cases treetagger seems return duplicate tab stops ll try correct,CODE,3214
need extend levels factors nt show ugly na,CODE,3215
todo move checks internal function call,DESIGN,3216
workaround cases treetagger seems return duplicate tab stops ll try correct,CODE,3217
try catch error local treetagger treetagger set correctly system call fail simply return useful data turn cause fail error ll make probably could also,CODE,3218
todo tokens check ca nt simplified save lot time,ARCHITECTURE,3219
function function calculate index todo estimate index correction,REQUIREMENTS,3221
nt elegant solution works moment,CODE,3222
todo add validation,ARCHITECTURE,3223
handle nt end ending todo smarter quote closing quote comes ll ignore,REQUIREMENTS,3224
nt really need object sapply environment,DESIGN,3225
try work around missing meta information,CODE,3226
support package installed loaded check could limited two patterns let keep open see works users,BUILD,3227
function file paths working windows users re something really really ugly replace file manually,ARCHITECTURE,3228
function used work around naming parameter files utf8 utf8 name earlier later versions nt ll first try pre without use found first returns either path throws error file check variant including utf8 name dir full path expected file directory,ARCHITECTURE,3229
todo write,CODE,3230
todo validation,CODE,3231
nt necessarily need params,DESIGN,3232
todo remove names numbers re,CODE,3233
nt necessarily need params,DESIGN,3234
ok number guess actual words let simply count,CODE,3237
probably needed directly,ALGORITHM,3238
todo sanity checks everything,CODE,3239
go todo need another identical format implemented,CODE,3240
works default parameters,REQUIREMENTS,3241
todo signature approach test http,TEST,3242
undocumented bug parameter file,DEFECT,3243
small pattern sample results completely useless except testing functionality nt look,TEST,3244
create sure nt work,DEFECT,3247
if excel file template use fill data write back file general produce reports works except excel formulae pivot tables open file the first problem formula calculation easy solve pivot table issue library it turns excel pivot tables open file pivot cache definition xml file flag set see http this method hack basically excel file update pivot cache definition files back it really hack this hack temporary eventually allows adding attribute existing pivot tables,DEFECT,3248
ugly,CODE,3249
excel know,CODE,3250
useful spreadsheet rows many columns only reads strings,REQUIREMENTS,3251
takes seconds,BUILD,3252
error message ugly,CODE,3254
to do,TEST,3255
not available,TEST,3256
not working yet,DEFECT,3257
files removed due large size package,TEST,3258
todo normalized,DEFECT,3259
todo ask max order samples,PEOPLE,3260
todo,CODE,3261
todo convert class,DESIGN,3262
todo test,TEST,3263
todo,CODE,3264
todo,CODE,3265
todo,CODE,3266
todo check keep,CODE,3267
todo used,CODE,3268
counts todo add comment,CODE,3269
todo,USABILITY,3271
todo will work,DEFECT,3272
todo,DESIGN,3273
todo,PEOPLE,3275
todo sometimes list https,DEFECT,3276
todo check exists,CODE,3277
todo function,DESIGN,3278
todo would factors,CODE,3279
handle we nt anything due want scales etc grepl,CODE,3281
todo implement selection based aic todo implement functionality approach missing values,REQUIREMENTS,3282
todo this remove functions used formula,ALGORITHM,3283
todo next line necessary only ordered categorical vars terms is used twice function perhaps conditional ordinal argument pre needed evaluate rules later,CODE,3284
todo then check normalized issue warning,USABILITY,3286
todo implement something sparse matrices,REQUIREMENTS,3287
todo allow maybe allow applying mixed fixedeffects predictions,REQUIREMENTS,3288
todo digits argument appears work multivariate,DEFECT,3289
todo add argument whether zero coefficients included,CODE,3290
todo implement types response variables,REQUIREMENTS,3291
step calculate formula todo does compute categorical,CODE,3292
todo implement response variable types,REQUIREMENTS,3293
todo see function possible code,CODE,3294
sapply todo changed part this done smarter removing duplicates guess low though,PEOPLE,3296
todo if apply constraints rule kept outcome apply constraint rule response ie used calling pre easier solution may remove first rule argument true default,ALGORITHM,3297
todo parallel true false yield result,DEFECT,3299
these tests fail can test whether still fails commented see https could help use 0l instead rate without rate,DEFECT,3300
get gene name step either direct mapping todo mapping target may like three not could use id determine directly extract gene level id,CODE,3302
the categories may leading edge genes todo obsolete,CODE,3304
todo add test,TEST,3305
bug https need replace by hand,DEFECT,3306
nocov never occur ignore code coverage checks,TEST,3307
apply nt work well factors apply calls asmatrix everything becomes character,DEFECT,3308
nocov,TEST,3309
nocov,TEST,3310
nocov,TEST,3313
put trycatch,CODE,3314
nocov,TEST,3315
keep seed constant cran skip testing cran remove test everything,TEST,3316
nt match exactly moved weight changed,TEST,3317
seems work times fails,ARCHITECTURE,3318
do nt know test,TEST,3319
remove well,CODE,3320
todo remove asmatrix,CODE,3321
todo implemented properly,CODE,3322
todo remove asmatrix,CODE,3323
nocov start last updated rlang,TEST,3325
nocov end,TEST,3326
nocov end,TEST,3328
because machine precision issues here hacky way force though technically limits us digits precision alpha seems like enough could go higher worry vs systems,CODE,3329
todo switch improved svyquantile,CODE,3330
todo switch improved svyquantile,CODE,3332
nt work values needs formula variable names change list variable names,DEFECT,3333
todo switch improved svyquantile,CODE,3334
nt match dplyr behavior groups assuming changed dplyr https,CODE,3335
todo switch improved svyquantile,CODE,3336
if true the new length determined scales argument larger ensure scales run may slow see https information change using,ARCHITECTURE,3337
bug workaround,DEFECT,3338
default running only run parallel rmpi installed and multiple slaves and called,DEFECT,3339
ideally tell parallel environment run if work results lapply return results,ARCHITECTURE,3340
now slaves done clean slaves future calls note if get real smart multiple runs could done could use hash computation tell data slaves left basically avoid data multiple times across runs mpibcastcmd null mpibcastcmd null mpibcastcmd null mpibcastcmd null mpibcastcmd null mpibcastcmd null,CODE,3341
that original code fails fix adjusted retention times see issue,DEFECT,3343
that ensure adjusted retention times order raw retention times guess check adjustment changes order adjusted retention times if yes difference retention times negative what code move last adjusted retention time left difference next one,ALGORITHM,3344
workaround localmax fails otherwise,CODE,3346
todo ensure upstream method data mode todo ensure upstream method subsetting input argument checking,CODE,3348
the original code this removed point,CODE,3349
the original code this removed point,CODE,3350
this one might vectors it would ideal objects though function mz int checks,ARCHITECTURE,3351
original code todo remove method function object xcmspeaks nrow xcmspeaks warning warning there peaks parameter xcmspeaks prediction return list class xcmspeaks xcmspeaks stop error parameter xcmspeaks class xcmspeaks isna match table colnames xcmspeaks stop error peak list xcmspeaks missing columns please set parameter true peak try,CODE,3352
this needed already remove signal content object,CODE,3353
todo,ALGORITHM,3354
for return new ones,CODE,3355
workaround localmax fails otherwise,CODE,3356
expand one side consistent old code,CODE,3357
environment probably good idea parallel processing would like data better provide data chunk needs process,ARCHITECTURE,3358
handle slot called differently contain arguments thus skip one,DESIGN,3360
use old code,CODE,3361
filled yet,REQUIREMENTS,3362
now distance defined get tricky,ALGORITHM,3363
true,CODE,3365
dangerous re checking correct,ALGORITHM,3366
add results also fix retention times peaks want keep also latest information,TEST,3367
add results also fix retention times peaks want keep also latest information,TEST,3368
that working uses rt,DEFECT,3369
fixme dependency profile matrix,DESIGN,3371
much slower grid grid cbind grid grid match asnumeric returns values column ie first nrow,ARCHITECTURE,3374
hopefully always correct seems new files,DEFECT,3375
moment dirty add scan later scan,CODE,3377
todo data,ALGORITHM,3378
would possible supply data,REQUIREMENTS,3379
missing consider,ALGORITHM,3380
exists object filled always returns false,DEFECT,3382
what using call,DESIGN,3384
function mz todo missing,DEFECT,3385
function mz todo missing,DEFECT,3386
sink workaround seems needed proper,CODE,3387
for nt data errors etc,TEST,3390
for nt data errors etc,TEST,3391
now rt got na should remove measurements idxs nrow chrompeaks tmp,DEFECT,3392
mz bins for profile matrix tmp param idxs nrow chrompeaks tmp tmp chrompeaks tmp idxs drop false expectequal chrompeaks tmp idxs,DESIGN,3393
wo nt work bad luck,DEFECT,3396
bug drop variable intercept returned first,DEFECT,3397
to do replace variance account,ALGORITHM,3398
want plot traces intercept intercept stop,REQUIREMENTS,3399
want plot traces lag greater used model stop,REQUIREMENTS,3400
want plot density intercept intercept stop,REQUIREMENTS,3401
want plot density lag greater used model stop,REQUIREMENTS,3402
want plot density intercept intercept stop,REQUIREMENTS,3403
want plot density lag greater used model stop,REQUIREMENTS,3404
want plot traces intercept intercept stop,REQUIREMENTS,3405
want plot traces lag greater used model stop,REQUIREMENTS,3406
save model outloc todo make input temp location,ARCHITECTURE,3408
log model details todo,USABILITY,3410
modify custom todo update settings,REQUIREMENTS,3411
todo decide deal,ALGORITHM,3412
todo decide deal,ALGORITHM,3413
think need new data map,REQUIREMENTS,3414
todo add input checks,CODE,3415
todo decide deal,ALGORITHM,3416
todo add input checks,CODE,3417
todo decide deal,ALGORITHM,3418
todo incorporate indexes,CODE,3419
todo get optimal lambda value,CODE,3420
todo get lambda param,CODE,3421
add table model settings todo add model name search,CODE,3422
todo add check make sure stuff data otherwise add warning,CODE,3423
add plot save,CODE,3424
select best model remove others need to edit this,ALGORITHM,3425
location not available moment metadata containing version release date version,BUILD,3427
from within strata compute todo need make sure zero handle zeros,DEFECT,3429
issue with remove predictions,DEFECT,3430
todo figure this bug out remove bug,DEFECT,3431
todo add logging tests add test case in package,TEST,3432
think need seed instead,CODE,3434
todo incorporate indexes,CODE,3437
need fix index issue,DEFECT,3438
todo get lambda param,CODE,3439
actually save,CODE,3441
todo get optimal lambda value,REQUIREMENTS,3443
todo decide deal,ALGORITHM,3445
save model outloc todo make input temp location,ARCHITECTURE,3446
select best model remove others need to edit this,ALGORITHM,3447
todo decide deal,ALGORITHM,3448
think need new data map,REQUIREMENTS,3449
save model outloc todo make input temp location,ARCHITECTURE,3450
todo check input,CODE,3451
save model outloc todo make input temp location,ARCHITECTURE,3452
todo decide deal,ALGORITHM,3454
could extract json add expression,DESIGN,3456
location not available moment metadata containing version release date version,ARCHITECTURE,3457
todo add checks inputs valid,CODE,3458
save actual values metadata todo exists parent fixed bug null,DEFECT,3459
update todo,ARCHITECTURE,3461
todo check,CODE,3462
todo check,CODE,3463
add tests validation validation object todo,TEST,3464
todo add tests for sql creation existing and log models,TEST,3466
test,TEST,3467
test,TEST,3468
todo add input checks test options fftempdir getwd,TEST,3470
todo testthat result,TEST,3471
need test,TEST,3472
todo add input checks test options fftempdir getwd,TEST,3473
todo add input checks test options fftempdir getwd,TEST,3474
fails class,TEST,3477
fails connection,TEST,3478
fails target outcome differ,TEST,3479
fails target outcome differ,TEST,3481
avoid global variable note cran,BUILD,3482
avoid global variable note cran,BUILD,3483
cran note global variables cran note global variables,BUILD,3484
cran note global variables,BUILD,3485
todo optional extraction,DESIGN,3486
file found return positive probably unless overwrite option purposes return true,DESIGN,3487
file exist older day download working seem update,DEFECT,3490
file exist older day download working seem update,DEFECT,3491
world map clean may take sec two let clean ideal may move back main code maybe first time need,ARCHITECTURE,3493
use seems issues use,BUILD,3494
assign,CODE,3495
calculate hard coded size data load memory currently set memory has set systems need better way figure,ARCHITECTURE,3497
try speed code work also description file,ARCHITECTURE,3498
check missing reason,DEFECT,3499
fixme we already get really but store object size object get much larger,DEFECT,3500
convenience compute sigma mu,CODE,3501
needed,CODE,3502
number groups todo get something like x2 object fit test df object fit test df,TEST,3503
object default todo define proper print function custom fit,DESIGN,3504
fixme display parameters like column,DEFECT,3505
todo put parameter priors partable,DESIGN,3506
control part lavmodel,BUILD,3508
fixme sure free becomes numeric s4 nt like lavaan call sometimes related extra,DESIGN,3509
fixme assumes correlation prior,ALGORITHM,3510
fixme deal censored priors warning warning can yet handle censored priors marginal loglikelihood loglikelihood factor may,DEFECT,3511
fixme assumes truncation handle truncation without,DEFECT,3512
todo need exported reverse rstan lookup rosetta rstan rosetta alternate way possibly get around export,DESIGN,3513
use lavaan fa priors fixme,DEFECT,3514
creates error bug lavaan,DEFECT,3515
todo fix stan,DEFECT,3517
copied,CODE,3518
package used,CODE,3519
fixme make sure check,ARCHITECTURE,3521
fixme isnull pass model partable argument priors or update apply independence model using iteration variances,REQUIREMENTS,3522
package used,CODE,3523
use quickanddirty way,CODE,3524
use quickanddirty way,CODE,3525
distribution names todo na todo how input parameters multivariate,CODE,3526
parameters,DESIGN,3527
decide whether need model isna ovnamesx fixme na catch related column,DEFECT,3529
todo we equality constraints tables could also deal inequality constraints smaller different parameter types dimensions parameter matrices initial values,REQUIREMENTS,3531
todo revisit approach missing data,REQUIREMENTS,3532
todo check alternative distribution,CODE,3535
todo check alternative distribution parameter table,CODE,3536
end main model specification still need priors equality constraints,REQUIREMENTS,3537
matrix prior todo allow user specify matrix could specified via argument,REQUIREMENTS,3538
lavaan fixme ovnamesx sometimes length sometimes na,DEFECT,3539
fixme see alternative better way handle,DESIGN,3540
todo longer need remove,CODE,3541
todo first definition,CODE,3542
todo needed,CODE,3544
fixme see alternative better way handle,DESIGN,3546
todo longer need remove,CODE,3547
todo first definition,CODE,3548
todo first definition,CODE,3549
todo needed,CODE,3550
fixme handled,REQUIREMENTS,3551
fa todo use kernel density get correct priors deal covariances fa using kernel density covariance parameter prior,ALGORITHM,3554
