text,label,document_index,subset
argh really want use anyway,CODE,2129,train
argh really want use anyway,CODE,2130,train
todo remove beyondlimits list pch19 col red violatingruns list pch19 col orange runlength todo remove shr list col c f03b20 feb24c pch c runlength,CODE,2131,train
trick initial best ask,CODE,2132,train
trick initial best bidask,CODE,2133,train
incase 1st jump https githubcomphil8192obanalyticsissues16,CODE,2134,train
ggplot ignores timezone even though explicitly set work around,CODE,2135,train
ggplot2 hack see plotvolumepercentiles,CODE,2136,train
ggplot2 hack hack stop r cmd check complaining ggplot s aes function refering global vars option enclose ggplot call within data block use aesstring see http stackoverflowcomquestions9439256,BUILD,2137,train
bug ensure item task,DEFECT,2139,train
nocov,TEST,2140,train
nocov start,TEST,2142,train
nocov,TEST,2144,train
nocov start,TEST,2145,train
nocov end,TEST,2146,train
nocov,TEST,2147,train
nocov internal class sparse full,TEST,2148,train
nocov,TEST,2150,train
nocov start,TEST,2153,train
nocov end,TEST,2154,train
nocov start,TEST,2156,train
nocov end,TEST,2157,train
nocov,TEST,2158,train
nocov start,TEST,2159,train
nocov end calculate matrices bounds error check lbklbi,TEST,2160,train
nocov start,TEST,2162,train
nocov,TEST,2165,train
nocov,TEST,2166,train
coerce list necessary nocov start,TEST,2167,train
nocov end,TEST,2168,train
nocov,TEST,2169,train
nocov,TEST,2170,train
nocov,TEST,2171,train
nocov,TEST,2172,train
nocov start,TEST,2174,train
nocov end,TEST,2175,train
normalization done manually avoid multiple calculations gakx gaky nocov start,TEST,2178,train
nocov end,TEST,2179,train
nocov,TEST,2180,train
nocov,TEST,2181,train
nocov start,TEST,2182,train
nocov end,TEST,2183,train
nocov start,TEST,2185,train
nocov end,TEST,2186,train
nocov,TEST,2189,train
nocov,TEST,2190,train
nocov avoid warning undefined globals utilsexpressionsr,TEST,2191,train
nocov,TEST,2192,train
nocov,TEST,2193,train
nocov,TEST,2195,train
nocov,TEST,2196,train
nocov,TEST,2197,train
nocov,TEST,2198,train
nocov,TEST,2199,train
nocov,TEST,2200,train
nocov start,TEST,2201,train
nocov end,TEST,2202,train
nocov,TEST,2203,train
nocov,TEST,2204,train
nocov,TEST,2205,train
nocov end,TEST,2207,train
nocov,TEST,2208,train
nocov empty cluster,TEST,2209,train
nocov check data znormalized,TEST,2210,train
labs nocov start,TEST,2211,train
valid indices left nocov,TEST,2213,train
valid indices left nocov calculate global centroids needed,TEST,2214,train
nocov,TEST,2215,train
nocov,TEST,2217,train
nocov start nocov end,TEST,2218,train
nocov,TEST,2219,train
nocov,TEST,2221,train
nocov,TEST,2222,train
nocov,TEST,2223,train
nocov,TEST,2225,train
nocov,TEST,2226,train
parallel times wo nt detect fc otherwise,CODE,2227,train
avoid stupid parallel warnings,BUILD,2228,train
avoid stupid parallel warnings,BUILD,2230,train
ca nt require yaml since package new switchr ca nt afford new even newish dependencies,CODE,2231,train
zzzr delayed assign develvers getbiocdevelvr,ARCHITECTURE,2232,train
xxx todo,CODE,2235,train
fixme i handle versions type missing versions one method currently handled two bad design,DESIGN,2236,train
select row get character,DEFECT,2237,train
gross,CODE,2238,train
xxx hack happening elsewhere,DESIGN,2240,train
i m paranoid unlink pkgdir recursivetrue call,DESIGN,2241,train
xxx hack reclone every time figure better way today,ARCHITECTURE,2242,train
locales hard,CODE,2243,train
name passed usually needed needed trying find urltype package,CODE,2244,train
hacky barebones recreation system2,CODE,2245,train
nb give different behavior r versions provide requirenamespace thsoe nt search path not ideal otherwise switchr fail install,DEFECT,2246,train
nt exist ll hitting premature return next ok nt get created ugly i know,CODE,2247,train
nainteger lookup hack give us na value right type column,CODE,2249,train
regression test description annotation dups manifest this fails cran build systems works locally disabled,BUILD,2250,train
distance covariance correlation statistics alternate method implemented r without c call method usually slower c version,ARCHITECTURE,2251,train
there seems bug randomforestsrc varselect function calculage threshold correctly,DEFECT,2253,train
these may dangerous work column names,CODE,2254,train
in case runner moved twice atbat concentrate ended,REQUIREMENTS,2255,train
important have sort data frame case have sort timestamp not abnum dat dat order dat timestamp,CODE,2256,train
infield cutout pitcher s mound dummy trick r cmd check http r789695n4nabblecomrcmdchecktellsmenovisiblebindingforglobalvariablewhatdoesitmeantd1837236html,BUILD,2257,train
note pitcher raa s negative residuals mutate thrownig error,DEFECT,2258,train
deltaoff contribution average batter and runners mutate throws error,DEFECT,2259,train
trick avoiding r cmd check notes,BUILD,2260,train
one random effect,REQUIREMENTS,2261,train
uses function cmd,BUILD,2262,train
may ad noapt analogue nopackage exceptions handle json config far know certain images sertain dependencies preinstalled moment wo nt necessary,BUILD,2263,train
r cmd check fails test setting environment variable see https githubcomhadleytestthatissues144,BUILD,2264,train
fixme need tests windows machine,TEST,2265,train
todo locales expectequal localsessioninfo locale dockersessioninfo locale,TEST,2266,train
release reminders devtools nocov start,TEST,2267,train
nocov end,TEST,2268,train
todo result need ungrouped if mutating path two grouping vars it summarising path one grouping var,CODE,2269,train
compute intervals median point estimate it cleaner ignore results later two branching code paths,ALGORITHM,2271,train
deprecate divergences arg favor np consistency across functions,CODE,2272,train
fixme make sure levels zero counts still plotted,DEFECT,2273,train
using hacked datatable merge called merge2 temporary fix,CODE,2275,train
hardcoded function transform prob p via logistic function covariate,CODE,2276,train
assume equal dispersion two conditions combine counts two conditions estimate dispersions should keep sites nt show much differences i ll ignore part,REQUIREMENTS,2277,train
it seems overestimates truth need use tricks biostat paper remove overestimation to done later,ALGORITHM,2278,train
needed,CODE,2279,train
new tabix file named metyhlbase tmpstring works additional suffix passed tmpstring skipped,DEFECT,2281,train
new tabix file named metyhlbase tmpstring works additional suffix passed tmpstring skipped,DEFECT,2282,train
figure cutoffs use maybe elagent ways quick dirty works,CODE,2283,train
widths seqlengths gmeth nt work bioc lengths max bp chr,DEFECT,2284,train
errorsincvlibrary nt work mclapply,DEFECT,2285,train
assign envirnoments nt work mc snow change predfun return list pred fitlibrary elements parse two,DEFECT,2286,train
this give error cov z singular meaning least two columns linearly dependent todo this also error learner failed fix,DEFECT,2287,train
x must matrix use modelmatrix asmatrix todo support sparse matrices,CODE,2290,train
todo support sparse matrices,REQUIREMENTS,2291,train
knn class work binomial create additional algorithms different values k example k20 slknn20 function k slknn k k,REQUIREMENTS,2292,train
todo test,TEST,2294,train
errorsincvlibrary nt work snow,DEFECT,2295,train
set revdeplibpath reuse packages already installed without option revdevcheck fails takes forever,BUILD,2296,train
todo test prediction,TEST,2297,train
todo test different argument customizations,TEST,2298,train
todo test different argument customizations,TEST,2300,train
todo test hyperparameter optimization,TEST,2301,train
todo test hyperparameter optimization,TEST,2302,train
todo test different argument customizations,TEST,2303,train
todo test hyperparameter optimization,TEST,2304,train
need cleanup future tests nt fail use object,TEST,2305,train
todo fix methodnnls2 failed algorithms not clear fix,DEFECT,2306,train
need cleanup future tests nt fail use object,TEST,2307,train
need cleanup future tests nt fail use object,TEST,2308,train
todo fix ccls bad algorithms not clear,DEFECT,2309,train
todo test hyperparameter optimization,TEST,2313,train
todo test different argument customizations,TEST,2314,train
todo test hyperparameter optimization,TEST,2315,train
todo test different argument customizations,TEST,2316,train
todo test hyperparameter optimization,TEST,2317,train
todo test different argument customizations,TEST,2318,train
todo test hyperparameter optimization,TEST,2319,train
test xgboost multiclassification todo add test,TEST,2320,train
check last token line note need restrict search terminal nodes parse buggy sometimes reports false large end positions nonterminal nodes,CODE,2321,train
unfortunately natural lapply badx work badx looses class length andor,CODE,2322,train
this bad practice oh,CODE,2323,train
todo expectationexample check fails,CODE,2324,train
todo expectationexample check fails,CODE,2325,train
todo expectationexample noexportpattern failing,DEFECT,2326,train
take fairly long run commenting,ARCHITECTURE,2327,train
cheat,CODE,2329,train
cheat,CODE,2330,train
added later fast evaluation available border correction,ARCHITECTURE,2331,train
older code obtain upper estimate number pairs work around gcc bug,CODE,2333,train
allow slightly space work around gcc bug,DEFECT,2334,train
mathim mathimlist yet working,DEFECT,2335,train
this code slow,ARCHITECTURE,2336,train
hacked stats printecdf,CODE,2337,train
the column preferred values y deleted retain y delete later,DEFECT,2338,train
hack get around peculiar problem subset argument,CODE,2340,train
hack,CODE,2341,train
hack since modelmatrix nt handle desired,CODE,2342,train
this code slow,ARCHITECTURE,2343,train
weird,CODE,2345,train
weird,CODE,2346,train
uncorrected for demonstration purposes,DEFECT,2347,train
dirty way recording arguments model refitted later probably done using call eval envir etc,CODE,2349,train
temporary hack crossdot functions uses possibly temporary attribute overwrite x points,CODE,2350,train
adrian s wrong code average local statistics,PEOPLE,2351,train
old code polygonal case,CODE,2353,train
do not restrict this is now done in deltasuffstat filter i j must belong nominated subset okij ok i ok j i i okij j j okij,DESIGN,2354,train
ydescrip point patterns used,CODE,2355,train
use old code morphological operations,CODE,2357,train
uncorrected estimate,DEFECT,2359,train
coercion unnecessary useful debugging,CODE,2360,train
trick pcfdot,CODE,2361,train
this does nt work sure rescale length half diameter pixel,DEFECT,2362,train
bug workaround,CODE,2363,train
method effects,ARCHITECTURE,2364,train
undocumented hack stationary sumobj stationary,DOCUMENTATION,2365,train
hack gam lo allow extrapolation beyond range x values actually used fit check,CODE,2366,train
old code thinning,CODE,2367,train
problem constant covariate leads singular fit hack,DEFECT,2368,train
this work arbitrary ppm since uses fundamental relation conditional intensity likelihood but computationally intensive,ARCHITECTURE,2369,train
uncorrected for demonstration purposes weights,DEFECT,2370,train
uncorrected estimate t,DEFECT,2371,train
this dangerous hack,ARCHITECTURE,2373,train
check whether data new variables available nt work things like pi,DEFECT,2374,train
nonstandard calculations hack,CODE,2375,train
do need go guts,CODE,2376,train
apply weights rows model matrix temporary hack,CODE,2377,train
dirty way refitting model new dummy pattern probably done using call eval envir etc changed er use new quadschemelogi,CODE,2378,train
dirty way refitting model new dummy pattern probably done using call eval envir etc,CODE,2379,train
limited use,CODE,2381,train
testsfastkr check fast slow code kest options tested elsewhere revision date,TEST,2382,train
slow code full set corrections sqrt transformation ratios,ARCHITECTURE,2383,train
problems parsing weird strings levels marks x noted ulf mehlig,DEFECT,2385,train
covariates simulation fails,DEFECT,2386,train
fit point process model pattern rain covariate note incorrect trend formula,REQUIREMENTS,2387,train
the following nt work yet futxyg ppm cells x strauss usegamtrue anova futx futxyg,DEFECT,2388,train
testsppmtricksr test backdoor exits hidden options internals tricks ppm revision date,TEST,2389,train
deprecated use second argument deprecated deprecated deprecated crash,CODE,2390,train
nocov start release reminders devtools,TEST,2393,train
nocov end,TEST,2394,train
fixme remove burnin arg removed,CODE,2395,train
nocov start,TEST,2396,train
nocov end,TEST,2397,train
not used relsxml xmlfiles grepl relsrels xmlfiles perl true appxml xmlfiles grepl appxml xmlfiles perl true,CODE,2398,train
works length v,DEFECT,2399,train
to be deprecated,CODE,2401,train
dxf nt need i nt think,CODE,2402,train
todo sheetdata,CODE,2403,train
work,CODE,2404,train
restore phenotype sorting order sorting requested todo what nonnumeric phenotypes need sort etc,REQUIREMENTS,2406,train
merge work future use rbindlist rbindlist list work missingwork,CODE,2407,train
merge work future use rbindlist rbindlist list work missingwork,CODE,2408,train
merge work future use rbindlist rbindlist list work missingwork,CODE,2409,train
run need check,CODE,2410,train
check test selectfraction groupby feature summarise nfeature n less runs missing case zero runs let s check remove,TEST,2411,train
fractionated sample need get per sample run technical replicates match sample ms run different fractionation,CODE,2413,train
create condition bioreplicate columns todo fill correct values,REQUIREMENTS,2415,train
todo unbalanced case variance weighted degree freedom,REQUIREMENTS,2416,train
since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT,2418,train
stupid obsolete variable needed somewhere,CODE,2419,train
sanity check case,CODE,2420,train
removing variables suppose thousands texts dozens features 2gb ram,ARCHITECTURE,2421,train
sanity check case,CODE,2422,train
getting rid links menus similar stuff deleted hopefully,CODE,2423,train
case theoretically still might one point,CODE,2424,train
case theoretically still might one point,CODE,2425,train
equation line two given points case drawing vertical lines,CODE,2426,train
equation line two given points case drawing vertical lines,CODE,2427,train
elegant way switching strings logical values,CODE,2428,train
this is an ugly workaround to prevent some pseudofalse positives adding candidate s class training set,CODE,2431,train
weird way checking corpus loaded variable initiation,CODE,2432,train
needs deleted sooner later,CODE,2433,train
accidentally might found sets time happen sometimes getting rid,DEFECT,2434,train
starting empty function case,CODE,2435,train
dirty trick get values nothing else,CODE,2436,train
number desired impostors bigger coprus,ALGORITHM,2437,train
dirty trick get values nothing else,CODE,2438,train
error produced variable names contain three dots case,DEFECT,2439,train
trick turned prevent damn function crash,ARCHITECTURE,2440,train
since easy perform say iterations analyze words code justifies numerical variables prevent stupid jokes funny settings ok still possible crash script give hint,DEFECT,2441,train
loading sample rolled looking milestone marks nt mind stupid names variables eg corpusofsecondaryset,CODE,2442,train
classes rather mere rownames,DESIGN,2443,train
todo something thick text slices slice longer whole text,CODE,2444,train
pronouns words deleted selection criteria used personal possessive,CODE,2445,train
this prevents us choosing nonexisting distance measure case default distance classic delta switched be aware correct spelling default value assigned well,CODE,2446,train
getting rid links menus similar stuff deleted hopefully,USABILITY,2447,train
temporary,CODE,2448,train
class matching seems bit weird,DEFECT,2450,train
pronouns words deleted selection criteria used personal possessive,REQUIREMENTS,2452,train
stupid obsolete variable needed somewhere,CODE,2453,train
trick start counting naming nodes,CODE,2454,train
the core code graphic output yes right ve seen lines instead blaming us write better code let us know,DESIGN,2456,train
something s wrong variable features needs corrected,DEFECT,2457,train
case convert characters,CODE,2458,train
case convert characters,CODE,2459,train
wdi allows perpage seems undocumented,DOCUMENTATION,2460,train
bad data wdi json files require impose constraint,CODE,2461,train
fixme code needlessly written headers could different order,CODE,2462,train
handle multiple plans fixme limited single plan present,REQUIREMENTS,2465,train
version nortek docs page fixme present data types,CODE,2466,train
unused error readbin buf pointer2 integer size4 nn endian little fixme unused,DESIGN,2467,train
fixme read fields following list,REQUIREMENTS,2468,train
fixme read fields following list,REQUIREMENTS,2469,train
fixme read fields following list,REQUIREMENTS,2470,train
fixme read fields following list,REQUIREMENTS,2471,train
fixme read fields following list,REQUIREMENTS,2472,train
fixme read fields following list,REQUIREMENTS,2473,train
fixme right,DEFECT,2474,train
fixme read fields following list,REQUIREMENTS,2478,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2479,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2480,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2481,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2482,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2483,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2485,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2486,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,2487,train
prepare data fixme put individual items,ALGORITHM,2488,train
wo nt need many catch coding errors,CODE,2489,train
may use add extend window,CODE,2490,train
year fixme check month day hour min sec,DEFECT,2492,train
year fixme check month day hour min sec,DEFECT,2493,train
year fixme check month day hour min sec,DEFECT,2494,train
year fixme check month day hour min sec,DEFECT,2496,train
year fixme check month day hour min sec,DEFECT,2497,train
fixme need q file hold zone aquadopp error see table p40 table p53 systemintegratormanualjan2011pdf,CODE,2498,train
check,CODE,2499,train
echo amplitude correlation fixme use value user velocityscale fixme work given docs see system integrator guide,DEFECT,2500,train
fixme correlation quality,ALGORITHM,2501,train
sometimes extra sample time na because times continuous without extra sample i ll remove entire sample,DEFECT,2502,train
fixme may things eg try measure salinity,REQUIREMENTS,2503,train
fixme,CODE,2504,train
fixme check velocitymaximum,CODE,2505,train
fixme may change new devices,ARCHITECTURE,2506,train
fixme right,CODE,2507,train
fixme check allowed fixme check allowed,CODE,2508,train
developer alter line suit new data class,DESIGN,2509,train
ad2cp burst data records one list average records another one permit eg burst numeric burst numeric fixme document defult leave data,DOCUMENTATION,2512,train
fixme use j eg times,CODE,2514,train
fixme places eg allclassr350 parentframe what right,CODE,2515,train
fixme check see handling slow timescale data properly,ARCHITECTURE,2516,train
fixme broken ad2cp,DEFECT,2518,train
fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2519,train
fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2520,train
fixme handle ad2cp fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2521,train
fixme document this fixme document this fixme document this,DOCUMENTATION,2522,train
developer note update first test teststestthattestadpr new which handled,TEST,2523,train
fixme i want,REQUIREMENTS,2526,train
fixme i want,REQUIREMENTS,2527,train
fixme made matrix,CODE,2528,train
fixme delete commentblock key plot types checked i test early nov but i prefer old instrumenttype names x metadata isnull x metadata instrumenttype x metadata instrumenttype ad2cp old old warning in plot adpmethod which tested callfalse old,TEST,2529,train
single scale amplitude data fixme name item missing,CODE,2530,train
fixme check name,CODE,2531,train
fixme i think deleted blank plot get axis length images,USABILITY,2534,train
fixme assume equal,ALGORITHM,2535,train
fixme span arg,CODE,2537,train
remove case got added mistake,CODE,2538,train
treat ad2cp differently eg ahrs may need benefit extracting heading etc cases also orientation names different type isolating code makes things clearer easier maintain fixme consider splitting rdi sontek cases,DESIGN,2539,train
fixme,CODE,2540,train
fixme deal ad2cp orientations can use methodology similar nonad2cp nonahrs cases fixme loop like beamtoxyzadpad2cp also,REQUIREMENTS,2541,train
developer note i thought might faster use c calculations since memory pressure ought bit smaller need rep ahrs values across cells however i tried test results suggest r method much faster also easier others modify i think use speed test 292m file c method user system elapsed message c method cell nc res data item v cell doad2cpahrs v cell ahrs r method user system elapsed message r method,ARCHITECTURE,2543,train
fixme ensure exist,CODE,2545,train
fixme check missing weird,CODE,2546,train
fixme check whether speed things using eg x v instead v would lower memory requirements,ARCHITECTURE,2547,train
fixme handle ad2cp,REQUIREMENTS,2549,train
fixme sentinel files bytesperensemble nt ensembles,CODE,2550,train
risky code there really seems nothing specific file tell instrument type act desparation hope i m going flag one thing clearly stated clearly different two documentation entries the exception sentinel v class recognized code sequence 0x00 0x70 see near line capture first,ARCHITECTURE,2551,train
fixme use proper length wo nt use anyway,CODE,2553,train
fixme document this fixme document this fixme document this,DOCUMENTATION,2556,train
fixme we process header wholly r nt need probably bytes let s read case it might worth thinking detail case file might header much longer studied writing code,ARCHITECTURE,2557,train
issue i think winriver file second profile different somehow yielding incorrect codes fixme codes differ profile profile supposed codes cbind buf ensemblestart c header dataoffset buf 1ensemblestart c header dataoffset ocedebug debug codes paste 0x paste codes sep sep n ocedebug debug codes paste 0x paste codes sep sep n,DEFECT,2558,train
look sentinelrelated codes fixme fields look 0x00 0x70 v series config 0x01 0x70 v series ping setup 0x02 0x70 v series adc data 0x04 0x70 v series event log 0x01 0x0f v beam data leader 0x00 0x0a v beam data 0x00 0x0b v beam correlation 0x00 0x0c v beam amplitude 0x00 0x0d v beam percent good 0x00 0x32 transformation matrix transformation matrix v beam data v beam correlation v beam amplitude v beam percent good read relevant v series metadata remove first row codes 7f7f header always,ALGORITHM,2559,train
havebottomtrack false fixme maybe determine header,CODE,2560,train
fixme docs say assume order data chunks following works fixme data seen date,CODE,2561,train
fixme set space c method slow ugly,ARCHITECTURE,2562,train
fixme dk i need figure difference enavtime navtime fixme cr calling navtime adcp time tmptime isodatetime asinteger buf o54 asinteger buf o55 year asinteger buf o57 month asinteger buf o56 day tztz navtime c navtime tmptime readbin buf o5861 integer n1 size4 endianlittle a navtime asposixct navtime origin19700101 tztz,CODE,2564,train
remove nas time sure right prevents problems fixme wo nt need handle vmdas also fixme test,TEST,2565,train
note headingbias needs removed,CODE,2566,train
transformation matrix fixme dal people use last row matrix rdi codas use and i think rdi may two definitions notes coordinate transformationmatrix from figure page act adcp coordinate transformationpdf x defined run beam beam defined run beam beam z righthanded upwardlooking orientation viewed b3 b2 b1 b4 coords x z page downward the matrix section act as check coding see python software http currentssoesthawaiieduhgpycurrentsfile3175207488bbadcptransformpy control sign first rows transformationmatrix,ALGORITHM,2567,train
clean sure needed issue1228,CODE,2568,train
nolint variable used nolint variable used nolint variable used nolint variable used spare int i guess 2byte ints signed,CODE,2570,train
examine first profile get numberofbeams etc fixme really hardwired,CODE,2571,train
fixme next line reads year incorrectly year month day hour min sec,DEFECT,2572,train
fixme pressure else wrong need count bytes p84 adpmanual figure look ugly,DEFECT,2573,train
below c code sontek pulsecoherent adp 2byte littleendian integers fixme perhaps read things high priority since data file code originally developed distances set mm velocities mms suggestive insignificant placeholder values typedef struct unsigned int reslag mm used single cell unsigned int resua mms ambiguity resolution unsigned int resstart mm position resolve unsigned int reslength mm cell unsigned int prflag mm used full profile unsigned int prfua mms unsigned int prfstart mm positionlength first unsigned int prflength mm cell profile unsigned int range maxbeams mm range boundary int ures maxbeams mms velocities resolve lag unsigned char cres maxbeams correlations resolve lag pcrecordtype,DEFECT,2574,train
fixme probably could speeded,ARCHITECTURE,2575,train
interpolate headings may less frequent profiles fixme really,REQUIREMENTS,2576,train
s sin pi cs cos pi180 sin pi180 30deg 3beam pattern c cos pi 30deg 3beam pattern fixme check also read check,DEFECT,2577,train
30deg 3beam pattern warning fixme check also read check,DEFECT,2578,train
wo nt need many catch coding errors,CODE,2579,train
read profilespecific things profile profile profilenumber readbin buf pppp14 integer nnp size4 fixme check profile number monotonic may help us daily blankouts also,CODE,2580,train
fixme use transformationmatrix discovered header,CODE,2581,train
fixme fill fixme fill,CODE,2582,train
fixme fill,CODE,2583,train
filled later fixme check correct fixme fixme fixme,CODE,2585,train
fixme read file,ARCHITECTURE,2586,train
fixme right,CODE,2587,train
wo nt need many catch coding errors,CODE,2588,train
fixme need samplesperburst,CODE,2589,train
window data buffer using bisection case variable number vd sd pairs code could never executed i need taller monitor better eyes i see bigger chunks code this block get removed next gitcommit,CODE,2590,train
ensure vvdstart pointers bracketed vsdstart pointers fixme invalidate fromindex toindex,DEFECT,2591,train
fixme read roll pitch range ok bites,CODE,2593,train
fixme wrong res metadata burstlength round length vvdstart length vsdstart fixme surely header fixme wrong ocedebug debug vectorshow res metadata burstlength burstlength,DEFECT,2594,train
fixme nt autodetected user header,DEFECT,2596,train
fixme nt autodetected user header,DEFECT,2597,train
vvdsec vvdsec look output burst headers velo fixme huh,DEFECT,2598,train
fixme forum posting official doc,DOCUMENTATION,2599,train
fixme slow timescale,ARCHITECTURE,2603,train
fixme i want,REQUIREMENTS,2604,train
fixme i want,REQUIREMENTS,2605,train
fixme i want,REQUIREMENTS,2606,train
translate wordstyle fixme ugly coding,CODE,2607,train
fixme using tsslow,ARCHITECTURE,2608,train
fixme plotadv passing mar cex etc smoothscatter,CODE,2610,train
not using matrix method might consume memory measures faster xyz tm rbind x data v x data v x data v,CODE,2611,train
fixme havetsslow necessary,ARCHITECTURE,2612,train
fixme rename avoid confusion,CODE,2613,train
fixme emulate direct injection functions hopes reducing memory footprint,ARCHITECTURE,2614,train
fixme seems wrong fixme seems wrong,DEFECT,2616,train
checksumlength fixme determined based headers,CODE,2617,train
fixme,DEFECT,2618,train
fixme bug docs say samplingrate units 01hz sleiwex2008m3 data file 001hz,ALGORITHM,2620,train
burst offsets fixme need,CODE,2621,train
fixme ignoring,CODE,2622,train
no need subset time from to integers i really sure want posix case either i changing dek issue,CODE,2623,train
spb hdt fixme may change time sr spb,CODE,2625,train
fixme odd velocity scale text files use cms,CODE,2626,train
fixme guessing resolution text files fixme guessing max velocity text files,DEFECT,2628,train
fixme guessing orientation,CODE,2629,train
fixme get burst average separately,CODE,2630,train
print originalname i m sure following ever happen always remember use ctdaddcolumn i nt want datanames getting recycled next ifblock prevents,DEFECT,2631,train
fixme use j eg times message base message ascharacter message value paste value collapse metadata must match exactly data partially matched,CODE,2632,train
developer alter line suit new data class,DESIGN,2633,train
developer note keep synch teststestthattestflagsr manroxygeninitializeflagschemer,TEST,2635,train
apply units see http wwwremsscommissionsamsre fixme table link two factors time i ve idea means extracting seems seconds day fixme guessing amsr time units fixme guessing amsr time units,ALGORITHM,2636,train
fixme let default band,CODE,2637,train
message fixme argomethod calling next method defined rallclassr,CODE,2638,train
local function need pollute namespace,DESIGN,2639,train
local function need pollute namespace,DESIGN,2640,train
issue1628 check gridded argo issue1628 gridded ifelse apply x data pressure diff narmtrue true false issue1628 gridded issue1628 x data pressure x data pressure fixme convert pressure vector issue1628 keep eval substitute subset x data parentframe issue1628 x data pressure res data pressure fixme convert back original subsetting issue1628 else issue1628 stop subset ungridded argo pressure use argogrid first callfalse issue1628,DEFECT,2641,train
fixme modify sal temp pre in end pre constant along first index,CODE,2642,train
handle units getting data we must read data remove entries varnames know left end shoved metadata fixme would nice automate handle cases handled hardwired code,ALGORITHM,2643,train
fixme code brittle dependent layout fixme output ncopen might subject change fixme the code worked,ARCHITECTURE,2644,train
t profile fixme handle noise document,DOCUMENTATION,2647,train
developer alter line suit new data class,DESIGN,2648,train
take first may problematic,DEFECT,2649,train
fixme i idea uz i guess unit,CODE,2650,train
caution quite trusting,ARCHITECTURE,2651,train
fixme handling slow timescale data,ARCHITECTURE,2652,train
fixme fastslow,ARCHITECTURE,2653,train
fixme assuming equal dt,ALGORITHM,2654,train
old fixme terrible we gain nothing ito speed merely setting na old keep w x data longitude x data longitude e s x data latitude x data latitude n old res data latitude keep na old res data longitude keep na old naendpoints function x old isna x old x c na x old isna x length x old x c x na old x old,ARCHITECTURE,2655,train
old border col exist,CODE,2657,train
fixme makes sense browser,CODE,2658,train
bookmark longitudelim better,ALGORITHM,2659,train
fixme use bg col delete fill,CODE,2660,train
ischaracter fill isnull x metadata fillable x metadata fillable fixme handle type values p l,REQUIREMENTS,2661,train
slow one line,ARCHITECTURE,2662,train
slow one line,ARCHITECTURE,2663,train
fixme could clever eof,CODE,2664,train
null record skip bytes i guess table,CODE,2665,train
fixme slow know size start,ARCHITECTURE,2666,train
following slower using match r refs w r nodeids fixme speed perhaps use match r nodeids latitude c latitude nodelats w longitude c longitude nodelons w,ARCHITECTURE,2668,train
fixme check indeed color,CODE,2670,train
fixme segments 1segments,CODE,2671,train
fixme next might miss top color,CODE,2672,train
q why name contain gmt nb i ve documented namespace,DOCUMENTATION,2673,train
bookmark1 code needs synch bookmark2,DESIGN,2675,train
fixme issue work next lines message zlim isnull zlim null else paste zlim collapse,DEFECT,2677,train
bookmark2 code needs synch bookmark1,DESIGN,2678,train
next wrong tack one value unless n1,DEFECT,2679,train
developers please pattern functions documentation uniformity developers you need change docs spots code developers marked developer etc,DOCUMENTATION,2681,train
developer alter line suit new data class,DESIGN,2682,train
handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2684,train
handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2685,train
handle wraparound fixme code tricky welltested esp wrt leap year,TEST,2686,train
fixmegsw permit gsw version,REQUIREMENTS,2687,train
fixmegsw permit gsw version,REQUIREMENTS,2688,train
message fixme ctdmethod calling next method defined rallclassr,CODE,2689,train
changes update ocer odfctdlink,CODE,2691,train
scan dnames res data scan scan fixme time goes metadata data make sense,DEFECT,2692,train
permit ocestyle names wocestyle names three key variables fixme handle,REQUIREMENTS,2693,train
fixme accept woce names,REQUIREMENTS,2694,train
fixme sampleinterval default res metadata names names res metadata labels labels,CODE,2695,train
default units fixme may bad idea,CODE,2696,train
fixme far slow,ARCHITECTURE,2698,train
fixme maybe deprecated,CODE,2699,train
fixme in could clever singlepanel plots may better get users habit supplying xlim etc yield errors plotlm example,ALGORITHM,2701,train
fixme recycle sensibly,CODE,2702,train
fixme use inset,CODE,2703,train
nonprojection case terrible north fixme prob,CODE,2704,train
library ocedata fixme needed,CODE,2705,train
fixme used nonstandardized lon,CODE,2706,train
fixme detect odv type first second line see ocemagic,CODE,2708,train
fixme use ocemagic,CODE,2709,train
fixme next resizable label also n2 br getoption oceunitbracket c else c,ALGORITHM,2712,train
